  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:46:14      8.00    224.44
16:46:15     11.93    831.78
16:46:16      9.07    607.17
16:46:17     10.22    838.67
16:46:18      4.46    303.64
16:46:19     10.41    836.93
16:46:20      4.11    295.29
16:46:21     10.32    833.33
16:46:22      3.92    309.28
16:46:23     10.13    789.58
16:46:24      1.18     57.11
16:46:25      9.56    759.34
16:46:26      0.52     15.27
16:46:27     11.64    836.16
16:46:28      3.09    264.13
16:46:29     10.68    778.05
16:46:30      0.00      0.07
16:46:31      9.60    761.15
16:46:32      4.54    443.52
16:46:33      9.61    719.02
16:46:34      9.63    820.17
16:46:35      9.69    837.29
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:46:36     10.77    814.06
16:46:37      5.30    514.04
16:46:38     11.31    733.61
16:46:39      4.54    399.08
16:46:40     10.93    676.27
16:46:41      6.81    567.92
16:46:42      9.04    632.18
16:46:43      5.30    544.16
16:46:44      7.99    425.86
16:46:45      8.33    699.62
16:46:46      8.47    501.88
16:46:47      7.66    557.67
16:46:48      7.62    435.01
16:46:49      8.80    703.89
16:46:50      7.43    481.80
16:46:51      8.80    719.00
16:46:52      7.81    434.56
16:46:53      9.18    689.97
16:46:54      6.86    416.11
16:46:55     10.13    672.61
16:46:56      8.94    558.37
16:46:57      9.37    686.59
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:46:58      5.34    327.45
16:46:59      9.03    658.08
16:47:00      5.54    343.21
16:47:01     10.22    662.81
16:47:02      7.99    562.77
16:47:03      6.38    478.09
16:47:04      2.22    110.01
16:47:05     11.07    660.88
16:47:06      3.74    242.68
16:47:07     10.69    689.30
16:47:08      5.25    394.70
16:47:09     11.74    741.87
16:47:10      7.78    431.82
16:47:11     10.98    626.86
16:47:12      6.79    507.29
16:47:13     10.29    649.01
16:47:14      7.85    624.14
16:47:15     10.93    688.25
16:47:16     10.40    729.74
16:47:17      9.70    688.75
16:47:18     10.03    698.71
16:47:19      3.83    205.83
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:47:20     10.03    728.28
16:47:21      6.49    456.41
16:47:22      9.46    658.87
16:47:23      7.05    534.03
16:47:24      9.65    697.43
16:47:25      6.49    506.15
16:47:26     10.88    674.58
16:47:27      5.07    394.22
16:47:28     11.07    655.84
16:47:29      5.27    396.16
16:47:30     10.78    571.09
16:47:31      0.47     19.68
16:47:32      9.51    602.05
16:47:33      6.24    532.98
16:47:34     10.00    558.12
16:47:35      5.87    360.00
16:47:36     10.65    492.27
16:47:37      9.37    678.17
16:47:38      9.99    572.60
16:47:39      3.12    207.05
16:47:40      8.10    394.96
16:47:42      7.67    579.61
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:47:43      7.14    336.26
16:47:44      8.90    666.20
16:47:45     11.02    705.08
16:47:46      5.21    344.03
16:47:47      6.30    296.14
16:47:48      8.81    660.38
16:47:49      7.09    388.19
16:47:50     10.22    651.90
16:47:51      5.39    244.01
16:47:52     10.60    638.63
16:47:53      7.81    473.96
16:47:54     10.13    658.11
16:47:55      7.52    484.79
16:47:56     10.50    665.48
16:47:57      7.14    443.32
16:47:58     10.13    641.93
16:47:59      7.24    486.60
16:48:00     10.69    631.55
16:48:01      7.43    542.66
16:48:02     10.70    662.15
16:48:03      5.63    398.38
16:48:04      4.83    246.43
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:48:05      1.09     35.42
16:48:06      7.10    338.57
16:48:07      0.42     18.08
16:48:08     11.17    648.12
16:48:09      5.37    370.16
16:48:10     10.01    525.33
16:48:11      8.90    694.93
16:48:12     11.02    677.89
16:48:13      9.91    710.86
16:48:14     11.05    753.23
16:48:15     10.97    756.95
16:48:16      9.85    745.31
16:48:17      5.91    324.55
16:48:18     10.04    649.23
16:48:19      8.57    577.34
16:48:20      9.57    703.12
16:48:21      6.55    432.09
16:48:22      9.46    715.11
16:48:23      6.02    415.65
16:48:24      9.18    674.27
16:48:25      2.70    124.79
16:48:26     10.98    621.54
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:48:27      3.36    186.56
16:48:28     11.45    622.23
16:48:29      7.62    460.00
16:48:30     11.45    700.32
16:48:31      1.28     56.51
16:48:32     10.98    590.19
16:48:33      7.05    598.91
16:48:34     12.58    757.38
16:48:35      6.60    481.95
16:48:36     11.15    646.29
16:48:37      9.97    703.87
16:48:38     12.67    757.55
16:48:39     12.19    753.83
16:48:40     10.03    712.61
16:48:41      5.63    293.40
16:48:42     10.98    659.08
16:48:43      9.89    655.65
16:48:44      9.28    710.85
16:48:45      6.01    412.72
16:48:46      9.56    842.09
16:48:47      4.88    352.16
16:48:48      8.89    705.86
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:48:49      2.52    148.97
16:48:50     10.70    844.67
16:48:51      4.61    367.06
16:48:52     10.15    842.01
16:48:53      3.83    317.87
16:48:54     12.13    848.26
16:48:55      3.26    235.33
16:48:56     12.51    848.04
16:48:57      4.99    405.22
16:48:58     12.19    806.79
16:48:59     11.50    821.76
16:49:00     10.77    808.83
16:49:01     11.64    840.87
16:49:02      5.73    325.52
16:49:03      4.73    365.38
16:49:04      4.03    234.41
16:49:05      8.24    716.25
16:49:06      3.55    202.56
16:49:07     10.79    832.35
16:49:08      3.17    210.28
16:49:09     10.60    837.43
16:49:10      3.93    323.48
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:49:11     10.79    846.60
16:49:12      3.08    256.45
16:49:13     11.36    840.60
16:49:14      4.31    386.22
16:49:15     10.79    826.21
16:49:16      3.66    381.64
16:49:17     10.03    697.32
16:49:18      0.00      0.00
16:49:19     10.64    767.14
16:49:20      1.33    136.92
16:49:21     10.55    708.77
16:49:22      5.78    559.00
16:49:23      9.51    672.13
16:49:24      5.01    533.25
16:49:25      9.33    631.84
16:49:26      6.57    598.77
16:49:27      9.10    583.26
16:49:28      6.44    513.14
16:49:29      8.76    545.49
16:49:30      7.00    528.82
16:49:31      7.63    497.43
16:49:32      1.23     90.95
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
16:49:33      7.33    438.28
16:49:34      7.10    698.34
