  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:08:24      6.20    149.22
17:08:25     14.47    809.15
17:08:26      3.56    170.52
17:08:27     11.98    659.63
17:08:28      2.44     66.22
17:08:29     12.49    726.88
17:08:30      2.13     24.76
17:08:31      8.01    446.97
17:08:32      1.52      6.51
17:08:33     13.70    825.59
17:08:34      9.15    452.50
17:08:35     13.32    756.31
17:08:36      2.69     38.42
17:08:37      7.86    423.02
17:08:38      1.78      5.49
17:08:39      8.28    421.18
17:08:40      1.52      4.70
17:08:41     12.56    611.02
17:08:42     13.76    786.48
17:08:43     13.37    743.21
17:08:44     14.29    853.69
17:08:45      7.85    434.36
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:08:46     14.64    852.76
17:08:47      1.41     46.97
17:08:48     14.48    851.08
17:08:49      7.43    401.80
17:08:50     14.29    846.29
17:08:51      6.60    379.64
17:08:52     13.60    781.05
17:08:53      6.53    366.55
17:08:54     12.45    414.90
17:08:55     13.34    424.45
17:08:56     13.61    427.34
17:08:57     13.01    396.08
17:08:58     12.77    392.28
17:08:59     12.41    372.14
17:09:00      9.60    291.02
17:09:01      6.06    125.96
17:09:02      9.46    290.05
17:09:03      5.72    174.47
17:09:04      6.72    207.26
17:09:05      4.97    152.78
17:09:06      7.38    240.28
17:09:07      4.11    121.14
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:09:08      9.60    310.25
17:09:09      3.55    102.17
17:09:10     10.83    350.50
17:09:11      2.70     76.22
17:09:12     11.45    362.66
17:09:13      1.94     53.09
17:09:14     12.87    410.87
17:09:15      1.18     30.05
17:09:16      9.00    281.95
17:09:17      1.43      5.79
17:09:18      6.51    159.11
17:09:19      2.54      7.84
17:09:20      7.62    208.85
17:09:21      2.60      7.84
17:09:22     11.43    339.12
17:09:23      3.00     86.87
17:09:24      6.96    214.38
17:09:25      0.00      0.00
17:09:26      6.38    194.68
17:09:27      0.00      0.00
17:09:28      7.24    226.80
17:09:29      0.04      0.04
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:09:30      4.21    124.56
17:09:31      0.00      0.00
17:09:32      6.77    199.49
17:09:33      0.00      0.00
17:09:34      5.82    176.80
17:09:35      0.04      0.04
17:09:36      5.72    171.13
17:09:37      0.00      0.00
17:09:38      4.59    134.35
17:09:39      0.00      0.00
17:09:40      5.54    166.00
17:09:41      0.28      7.17
17:09:42      4.59    135.48
17:09:43      2.84     87.68
17:09:44      3.83    113.74
17:09:45      2.08     66.90
17:09:46      3.07     90.58
17:09:47      3.22     97.27
17:09:48      2.51     70.45
17:09:49      4.07    126.09
17:09:50      1.65     44.36
17:09:51      5.34    161.00
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:09:52      1.09     27.08
17:09:53      5.77    177.68
17:09:54      0.42      2.59
17:09:55      6.34    202.17
17:09:56      0.16      0.00
17:09:57      6.60    204.25
17:09:58      0.00      0.00
17:09:59      7.05    216.49
17:10:00      0.04      0.04
17:10:01      9.20    274.61
17:10:02      0.19      6.10
17:10:03      2.70     77.60
17:10:04      0.76     22.14
17:10:05      6.01    182.64
17:10:06      0.66     21.49
17:10:07      6.95    208.95
17:10:08      0.66     21.68
17:10:09      6.20    190.28
17:10:10      0.66     20.28
17:10:11      6.48    196.19
17:10:12      0.70     19.05
17:10:13      6.29    193.13
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:10:14      0.66     18.99
17:10:15      5.34    162.20
17:10:16      1.42     44.41
17:10:17      5.34    165.70
17:10:18      1.42     44.28
17:10:19      4.87    151.34
17:10:20      2.46     75.59
17:10:21      3.65    108.02
17:10:22      0.47     15.91
17:10:23      3.64    105.17
17:10:24      0.99     32.72
17:10:25      2.98     83.48
17:10:26      3.50    107.34
17:10:27      2.03     57.38
17:10:28      2.37     70.11
17:10:29      1.34     34.22
17:10:30      5.87    181.57
17:10:31      0.71     15.52
17:10:32      6.91    216.03
17:10:33      0.26      2.59
17:10:34      7.31    222.38
17:10:35      0.00      0.00
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:10:36      7.81    236.93
17:10:37      0.00      0.00
17:10:38      6.86    203.51
17:10:39      0.00      0.00
17:10:40      6.39    191.05
17:10:41      0.00      0.00
17:10:42      6.39    191.24
17:10:43      0.00      0.00
17:10:44      7.81    236.66
17:10:45      0.00      0.00
17:10:46      7.05    224.84
17:10:47      0.00      0.00
17:10:48      7.62    235.51
17:10:49      0.04      0.04
17:10:50      7.15    221.00
17:10:51      0.00      0.00
17:10:52      6.86    201.96
17:10:53      0.00      0.00
17:10:54      4.21    208.79
17:10:55      0.00      0.00
17:10:56      3.83    208.34
17:10:57      0.00      0.00
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:10:58      3.65    191.14
17:10:59      0.00      0.00
17:11:00      4.11    228.27
17:11:01      0.09      0.09
17:11:02      2.51    123.41
17:11:03      0.00      0.00
17:11:04      2.70    138.36
17:11:05      0.23      6.07
17:11:06      0.90     40.03
17:11:07      2.46    137.67
17:11:08      0.61     18.41
17:11:09      3.03    174.00
17:11:10      0.16      2.59
17:11:11      3.62    193.60
17:11:12      0.00      0.00
17:11:13      7.41    393.19
17:11:14      0.57     32.42
17:11:15      2.22    113.80
17:11:16      0.09      5.99
17:11:18      2.60    136.78
17:11:19      0.38     19.99
17:11:20      4.97    179.01
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:11:21      0.47     27.01
17:11:22      3.64    184.52
17:11:23      0.38     21.91
17:11:24      3.46    181.84
17:11:25      0.57     32.61
17:11:26      3.36    177.25
17:11:27      0.28     17.21
17:11:28      4.31    206.19
17:11:29      0.38     20.39
17:11:30      2.22    109.44
17:11:31      0.28     14.98
