  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:44:13      5.78    137.07
12:44:14     14.04    778.50
12:44:15     14.34    808.66
12:44:16     14.80    848.29
12:44:17     13.30    740.18
12:44:18      9.27    520.26
12:44:19     11.78    657.47
12:44:20     10.03    538.79
12:44:21     10.73    615.67
12:44:22     10.69    591.38
12:44:23     10.07    569.79
12:44:24      6.06    333.57
12:44:25      9.60    523.71
12:44:26      5.68    303.86
12:44:27      8.56    482.08
12:44:28     11.65    646.88
12:44:29      7.80    434.85
12:44:30      6.43    355.94
12:44:31      6.87    389.37
12:44:32     14.95    834.16
12:44:33      6.20    343.07
12:44:34     14.87    848.66
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:44:35      7.31    383.10
12:44:36     15.04    846.57
12:44:37      5.34    290.71
12:44:38     14.62    848.52
12:44:39     15.11    823.24
12:44:40     14.65    808.40
12:44:41     14.95    849.29
12:44:42      7.43    383.31
12:44:43     14.68    848.66
12:44:44      5.25    244.34
12:44:45     14.59    814.57
12:44:46      8.18    391.51
12:44:47     14.67    808.30
12:44:48      3.08    114.66
12:44:49     14.57    798.08
12:44:50      8.85    429.57
12:44:51     14.76    783.58
12:44:52      8.42    412.79
12:44:53     14.67    792.42
12:44:54      6.60    337.10
12:44:55     14.09    651.35
12:44:56     12.21    643.10
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:44:57     11.31    623.08
12:44:58      8.52    454.32
12:44:59     10.46    523.71
12:45:00     10.79    533.67
12:45:01      9.51    450.25
12:45:02     14.01    714.42
12:45:03      9.79    484.62
12:45:04      5.02    250.68
12:45:05      7.71    369.71
12:45:06     11.35    599.49
12:45:07      6.81    296.20
12:45:08     14.19    756.10
12:45:09      7.33    374.89
12:45:10     14.83    780.64
12:45:11      8.37    392.70
12:45:12     14.49    726.32
12:45:13     12.35    531.23
12:45:14     14.00    737.28
12:45:15     13.79    714.84
12:45:16     14.67    752.51
12:45:17      8.94    443.39
12:45:18      5.21    268.28
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:45:19      8.66    343.50
12:45:20     11.17    577.90
12:45:21      7.25    345.15
12:45:22     14.48    761.87
12:45:23      9.98    482.88
12:45:24     14.21    758.27
12:45:25      8.94    458.28
12:45:26     14.20    781.04
12:45:27      8.79    449.10
12:45:28     14.49    807.46
12:45:29     14.45    725.56
12:45:30     14.17    735.91
12:45:31      5.40    286.46
12:45:32      5.06    237.77
12:45:33     14.30    775.27
12:45:34      7.05    301.69
12:45:35     14.04    754.67
12:45:36      4.49    189.08
12:45:37     14.86    773.42
12:45:38      8.37    402.54
12:45:39     12.97    647.12
12:45:40      1.65     54.42
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:45:41     13.72    695.30
12:45:42      6.01    273.78
12:45:43     13.92    699.90
12:45:44     11.97    553.38
12:45:45     14.29    777.82
12:45:46      0.90     17.29
12:45:47     12.68    692.07
12:45:48      7.26    383.67
12:45:49     12.75    641.18
12:45:50      6.06    310.48
12:45:51     12.16    649.97
12:45:52      9.09    481.07
12:45:53     11.89    630.44
12:45:54     10.50    542.78
12:45:55     10.45    521.32
12:45:56     12.21    662.87
12:45:57     10.18    520.38
12:45:58     12.11    653.02
12:45:59      9.90    500.32
12:46:00     12.21    631.35
12:46:01      9.89    460.36
12:46:02     13.77    743.50
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:46:03      7.05    319.81
12:46:04      0.04      0.04
12:46:05      7.43    356.64
12:46:06      0.66     23.22
12:46:07      6.01    278.44
12:46:08     13.91    748.80
12:46:09      6.95    321.59
12:46:10     14.49    746.30
12:46:11     14.14    707.00
12:46:12     13.91    756.03
12:46:13     13.98    713.11
12:46:14      9.75    541.39
12:46:15     11.86    597.13
12:46:16     11.54    631.93
12:46:17     11.31    563.18
12:46:18     12.40    643.30
12:46:19      8.67    392.66
12:46:20     14.19    776.25
12:46:21     10.74    555.18
12:46:22     13.07    698.29
12:46:23      9.42    501.21
12:46:24      7.61    409.02
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:46:25      9.99    437.68
12:46:26      7.57    395.84
12:46:27      6.58    226.61
12:46:28     14.29    773.41
12:46:29      7.81    386.20
12:46:30     14.27    723.94
12:46:31     14.56    778.37
12:46:32     14.17    737.47
12:46:33     13.91    730.06
12:46:34      8.85    444.84
12:46:35     14.61    756.05
12:46:36      8.80    415.56
12:46:37     14.19    738.74
12:46:38     11.31    559.14
12:46:39     14.38    764.77
12:46:40      6.01    273.46
12:46:41     14.19    721.40
12:46:42     10.55    543.41
12:46:43     14.29    754.64
12:46:44      8.76    479.06
12:46:45     14.48    854.37
12:46:46      6.01    333.28
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:46:47     14.06    811.57
12:46:48      2.22    119.49
12:46:49     15.04    854.38
12:46:50      7.05    374.83
12:46:51     14.86    854.82
12:46:52      6.67    355.04
12:46:53     14.87    855.25
12:46:54      4.49    248.08
12:46:55     14.19    829.73
12:46:56      8.30    466.71
12:46:57     13.71    792.79
12:46:58      5.11    289.86
12:46:59     13.78    772.18
12:47:00      5.20    292.75
12:47:01     12.55    725.99
12:47:02      8.90    516.83
12:47:03     11.59    657.76
12:47:04      0.00      0.00
12:47:05     11.21    637.15
12:47:06      5.72    332.19
12:47:07     10.36    590.87
12:47:08      8.99    534.45
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:47:09      9.51    524.27
12:47:10     12.54    703.07
12:47:11      8.85    501.25
12:47:12     11.83    663.52
12:47:13      7.90    453.76
12:47:14     14.38    841.09
12:47:15      7.43    408.74
12:47:16     14.74    844.74
12:47:17     14.24    813.98
12:47:18     13.91    816.81
12:47:19      0.90     24.11
12:47:20     13.63    787.69
12:47:21      9.03    495.99
12:47:22     14.39    854.79
12:47:23      6.50    364.49
12:47:24     13.23    796.36
12:47:25      7.85    456.78
12:47:26     13.58    774.87
12:47:27      6.06    344.59
12:47:28     12.44    707.95
12:47:29      6.91    387.93
12:47:30     10.36    573.21
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:47:31      0.57     24.53
12:47:32     11.25    637.18
