time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.007,3072,2,0,21.6,20.3,20.3,22.6,6.6,409586,5,1,1,bbr1
0.006,6904,4,110,29.5,79.6,20.3,79.6,19.2,151203,9,1,1,bbr1
0.029,8406,5,4320,29.1,26.3,20.3,79.6,15.2,151203,13,1,1,bbr1
0.038,11254,7,2880,28.0,20.2,20.2,79.6,13.6,151203,14,1,1,bbr1
0.048,12678,8,2880,27.7,25.6,20.2,79.6,10.8,151861,15,1,1,bbr1
0.007,16224,11,0,25.3,20.1,20.1,79.6,6.9,303789,18,1,1,bbr1
0.028,16224,11,7200,25.5,26.9,20.1,79.6,5.6,303789,25,1,1,bbr1
0.033,16224,11,5760,24.8,20.2,20.1,79.6,5.5,303789,26,1,1,bbr1
0.043,16224,11,5760,24.3,20.2,20.1,79.6,5.3,303789,28,1,1,bbr1
0.051,19072,13,5760,23.8,20.2,20.1,79.6,5.0,484188,30,1,1,bbr1
0.060,20728,14,7200,23.3,20.2,20.1,79.6,4.6,484188,33,1,1,bbr1
0.068,20728,14,10080,22.9,20.2,20.1,79.6,4.2,484188,36,1,1,bbr1
0.071,21456,14,8640,22.6,20.2,20.1,79.6,3.9,513360,37,1,1,bbr1
0.077,22943,15,8640,22.3,20.1,20.1,79.6,3.5,572923,39,1,1,bbr1
0.084,24999,17,10080,22.0,20.2,20.1,79.6,3.2,655270,42,1,1,bbr1
0.090,26595,18,11520,21.8,20.1,20.1,79.6,2.8,719392,45,1,1,bbr1
0.096,28197,19,12960,21.6,20.2,20.1,79.6,2.5,783588,48,1,1,bbr1
0.099,29122,20,12960,21.4,20.1,20.1,79.6,2.3,820643,50,1,1,bbr1
0.105,30775,21,14400,21.2,20.1,20.1,79.6,2.0,886879,53,1,1,bbr1
0.108,31464,21,14400,21.1,20.2,20.1,79.6,1.8,914467,55,1,1,bbr1
0.112,32755,22,15840,21.0,20.1,20.1,79.6,1.6,966453,58,1,1,bbr1
0.117,35141,24,17280,20.9,20.2,20.1,79.6,1.4,1062070,61,1,1,bbr1
0.121,36521,25,18720,20.8,20.1,20.1,79.6,1.2,1117342,64,1,1,bbr1
0.123,37158,25,18720,20.7,20.2,20.1,79.6,1.1,1142900,66,1,1,bbr1
0.127,39054,27,20160,20.6,20.1,20.1,79.6,0.9,1218871,69,1,1,bbr1
0.130,40824,28,20160,20.6,20.2,20.1,79.6,0.8,1289824,71,1,1,bbr1
0.133,42272,29,21600,20.5,20.1,20.1,79.6,0.7,1347832,74,1,1,bbr1
0.136,42910,29,23040,20.5,20.1,20.1,79.6,0.7,1374273,77,1,1,bbr1
0.139,44218,30,24480,20.4,20.2,20.1,79.6,0.5,1426752,80,1,1,bbr1
0.142,44465,30,25920,20.5,21.2,20.1,79.6,0.6,1436638,83,1,1,bbr1
0.145,44806,31,27360,20.7,22.0,20.1,79.6,0.8,1450322,86,1,1,bbr1
0.149,44806,31,30240,21.0,22.9,20.1,79.6,1.2,1450322,90,1,1,bbr1
0.152,44806,31,31680,21.3,23.5,20.1,79.6,1.5,1450322,93,1,1,bbr1
0.156,44806,31,34560,21.7,24.8,20.1,79.6,2.0,1450322,97,1,1,bbr1
0.159,44806,31,36000,22.3,26.2,20.1,79.6,2.6,1450322,100,1,1,bbr1
0.163,44806,31,38880,22.9,27.4,20.1,79.6,3.3,1450322,104,1,1,bbr1
0.167,44806,31,40320,23.7,28.7,20.1,79.6,3.9,674881,107,1,1,bbr1
0.169,44806,31,38880,24.5,30.1,20.1,79.6,4.5,674881,108,1,1,bbr1
0.174,44806,31,38880,25.3,31.3,20.1,79.6,5.1,674881,110,1,1,bbr1
0.178,44806,31,38880,26.2,32.7,20.1,79.6,5.7,674881,112,1,1,bbr1
0.180,44806,31,37440,27.2,33.9,20.1,79.6,6.2,674881,113,1,1,bbr1
0.184,44806,31,37440,28.3,35.7,20.1,79.6,6.8,674881,115,1,1,bbr1
0.186,44806,31,36000,29.4,37.2,20.1,79.6,7.3,674881,116,1,1,bbr1
0.190,44806,31,36000,30.5,38.3,20.1,79.6,7.7,674881,118,1,1,bbr1
0.195,44806,31,36000,31.6,39.5,20.1,79.6,8.0,674881,120,1,1,bbr1
0.197,44806,31,34560,32.8,41.3,20.1,79.6,8.4,674881,121,1,1,bbr1
0.201,44806,31,34560,34.0,42.6,20.1,79.6,8.8,674881,123,1,1,bbr1
0.203,44806,31,33120,35.3,44.0,20.1,79.6,9.1,674881,124,1,1,bbr1
0.207,44806,31,33120,36.5,45.2,20.1,79.6,9.3,674881,126,1,1,bbr1
0.212,44806,31,33120,37.8,46.9,20.1,79.6,9.5,674881,128,1,1,bbr1
0.214,44806,31,31680,39.1,48.1,20.1,79.6,9.7,674881,129,1,1,bbr1
0.219,44806,31,31680,40.1,47.4,20.1,79.6,9.4,674881,131,1,1,bbr1
0.220,44806,31,30240,40.9,46.2,20.1,79.6,8.5,674881,132,1,1,bbr1
0.224,44806,31,30240,41.4,45.3,20.1,79.6,7.5,674881,134,1,1,bbr1
0.227,44806,31,28800,41.9,44.8,20.1,79.6,6.5,674881,135,1,1,bbr1
0.006,26322,18,55,40.3,35.5,20.1,79.6,3.9,899842,137,1,1,bbr1
0.009,27103,18,0,38.6,26.8,20.1,79.6,6.3,1124802,138,1,1,bbr1
0.036,35647,24,18720,36.8,24.1,20.1,79.6,8.3,1124802,157,1,1,bbr1
0.046,42767,29,23040,35.5,26.3,20.1,79.6,8.9,1124802,165,1,1,bbr1
0.054,44806,31,25920,34.6,28.3,20.1,79.6,8.5,1124802,172,1,1,bbr1
0.062,44806,31,27360,33.2,23.5,20.1,79.6,9.1,1124802,178,1,1,bbr1
0.071,44806,31,30240,32.5,27.3,20.1,79.6,8.3,1124802,185,1,1,bbr1
0.079,44806,31,31680,32.1,29.3,20.1,79.6,7.0,1124802,191,1,1,bbr1
0.088,44806,31,36000,32.0,31.0,20.1,79.6,5.5,674881,198,1,1,bbr1
0.095,44806,31,33120,32.0,32.5,20.1,79.6,4.3,674881,201,1,1,bbr1
0.103,44806,31,31680,32.4,35.1,20.1,79.6,4.0,674881,205,1,1,bbr1
0.112,44806,31,31680,33.0,36.7,20.1,79.6,4.1,674881,209,1,1,bbr1
0.119,44806,31,28800,33.7,38.9,20.1,79.6,4.5,674881,213,1,1,bbr1
0.127,44806,31,27360,34.6,41.0,20.1,79.6,5.2,674881,217,1,1,bbr1
0.136,44806,31,25920,35.2,39.4,20.1,79.6,5.1,674881,221,1,1,bbr1
0.143,44806,31,24480,35.5,37.4,20.1,79.6,4.4,899842,225,1,1,bbr1
0.151,44806,31,25920,35.5,35.6,20.1,79.6,3.3,899842,230,1,1,bbr1
0.159,44806,31,27360,35.2,33.6,20.1,79.6,3.0,899842,235,1,1,bbr1
0.166,29523,20,25920,34.8,31.4,20.1,79.6,3.2,899842,239,1,1,bbr1
0.173,36643,25,23040,34.2,30.0,20.1,79.6,3.6,899842,242,1,1,bbr1
0.182,42339,29,25920,33.7,30.3,20.1,79.6,3.7,899842,248,1,1,bbr1
0.190,44806,31,25920,33.3,30.9,20.1,79.6,3.4,899842,253,1,1,bbr1
0.198,44806,31,25920,33.0,31.0,20.1,79.6,3.2,899842,258,1,1,bbr1
0.207,44806,31,27360,32.7,30.0,20.1,79.6,3.1,899842,264,1,1,bbr1
0.215,44806,31,27360,32.5,31.1,20.1,79.6,2.8,899842,269,1,1,bbr1
0.224,44806,31,27360,32.3,31.5,20.1,79.6,2.3,899842,274,1,1,bbr1
0.231,44806,31,28800,32.3,31.8,20.1,79.6,1.9,899842,279,1,1,bbr1
0.238,44806,31,27360,32.3,32.2,20.1,79.6,1.4,1124802,283,1,1,bbr1
0.247,44806,31,31680,32.3,32.8,20.1,79.6,1.2,1124802,291,1,1,bbr1
0.255,44806,31,33120,32.4,32.8,20.1,79.6,1.0,1124802,297,1,1,bbr1
0.265,44806,31,36000,32.5,33.7,20.1,79.6,1.1,674881,304,1,1,bbr1
0.280,36643,25,25920,33.2,36.6,20.1,79.6,1.8,674881,307,1,1,bbr1
0.289,43763,30,25920,33.9,38.6,20.1,79.6,2.7,899842,312,1,1,bbr1
0.298,44806,31,27360,34.7,40.7,20.1,79.6,3.8,899842,318,1,1,bbr1
0.306,44806,31,27360,35.7,42.8,20.1,79.6,4.8,899842,323,1,1,bbr1
0.315,44806,31,28800,35.3,32.0,20.1,79.6,4.6,899842,329,1,1,bbr1
0.329,35219,24,23040,34.6,33.0,20.1,79.6,3.6,857727,334,1,1,bbr1
0.338,42339,29,24480,34.5,33.4,20.1,79.6,3.0,857727,340,1,1,bbr1
0.346,43113,29,24480,34.4,33.4,20.1,79.6,2.5,1072158,345,1,1,bbr1
