  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
15:34:14      0.00      0.00
15:34:15      0.00      0.00
15:34:16      0.00      0.07
15:34:17      0.00      0.20
15:34:18      0.07      0.00
15:34:19      0.00      0.07
15:34:20      0.00      0.43
15:34:21      0.00      0.00
15:34:22      0.00      0.00
15:34:23      0.00      0.00
15:34:24      0.00      0.00
15:34:25      0.00      0.00
15:34:26      0.00      0.00
15:34:27      0.00      0.00
15:34:28      0.00      0.00
15:34:29      0.00      0.00
15:34:30      0.00      0.00
15:34:31      0.00      0.00
15:34:32      0.00      0.14
15:34:33      0.00      0.00
15:34:34      0.00      0.00
15:34:35      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
15:34:36      0.07      0.57
15:34:37      0.00      0.00
15:34:38      0.00      0.07
15:34:39      0.00      0.00
15:34:40      0.00      0.00
15:34:41      0.00      0.00
15:34:42      0.00      0.00
15:34:43      0.04      0.04
15:34:44      2.06     22.08
15:34:45      3.54    100.48
15:34:46      3.63     97.12
15:34:47      8.91    266.59
15:34:48     13.64    361.84
15:34:49      4.39    104.86
15:34:50      9.28    249.59
15:34:51      2.35     81.27
15:34:52      7.99    215.62
15:34:53      3.77     94.52
15:34:54     16.37    440.11
15:34:55      4.21     94.57
15:34:56      9.26    307.18
15:34:57      3.84     87.14
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
15:34:58      8.48    383.98
15:34:59      5.07    143.30
15:35:00      9.05    540.35
15:35:01      3.31    115.19
15:35:02     16.13    703.08
15:35:03      5.18    153.75
15:35:04     11.57    747.23
15:35:05      2.29     45.80
15:35:06      1.90    119.62
15:35:07      0.85     32.50
15:35:08      1.84    164.40
15:35:09      3.30     84.25
15:35:10      3.72    172.79
15:35:11      2.59     90.20
15:35:12      2.21    203.81
15:35:13      4.19    194.95
15:35:14     12.79    731.04
15:35:15      6.56    322.03
15:35:16     14.17    781.27
15:35:17      7.83    333.77
15:35:18      9.67    534.60
15:35:19     10.03    478.96
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
15:35:20     16.21    849.15
15:35:21     10.54    447.49
15:35:22      3.79     97.47
15:35:23      6.45    227.48
15:35:24      3.01     94.52
15:35:25      7.47    277.93
15:35:26      6.09    225.96
15:35:27      9.66    519.77
15:35:28      4.76    208.24
15:35:29      5.46    184.60
15:35:30      3.72    106.32
15:35:31      7.35    456.61
15:35:32      2.40     98.94
15:35:33     10.40    459.27
15:35:34      2.92     98.99
15:35:35     13.03    616.18
15:35:36      3.48    107.81
15:35:37      3.62    146.21
15:35:38      4.23    107.80
15:35:39     12.76    673.96
15:35:40      4.36    128.49
15:35:41      7.67    456.32
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
15:35:42      5.79    132.91
15:35:43      3.72    150.74
15:35:44      4.11    113.79
15:35:45     11.01    654.24
15:35:46      4.82    121.10
15:35:47      6.89    321.96
15:35:48      4.48    130.08
15:35:49      6.66    406.10
15:35:50      5.51    192.13
15:35:51      9.62    500.66
15:35:52      6.65    242.20
15:35:53      7.55    425.68
15:35:54      7.82    311.60
15:35:55      6.68    391.32
15:35:56      5.58    282.07
15:35:57      2.45     66.51
15:35:58      5.73    243.92
15:35:59      2.99    109.40
15:36:00      6.75    234.86
15:36:01      5.03    135.87
15:36:02      9.95    462.67
15:36:03     13.34    793.03
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
15:36:04      9.14    495.30
15:36:05     15.23    803.37
15:36:06     12.18    580.36
15:36:07      4.66    137.35
15:36:08      5.20    292.70
15:36:09      4.12    146.20
15:36:10     11.95    631.97
15:36:11      3.47    115.16
15:36:12     11.59    591.56
15:36:13      3.11     73.84
15:36:14     10.84    643.92
15:36:15      4.76     98.95
15:36:16      8.60    552.72
15:36:17      6.14    196.58
