time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.007,3072,2,0,21.6,20.2,20.2,23.2,5.4,683312,5,1,1,bbr1
0.006,6904,4,0,23.3,29.5,20.2,29.5,6.0,236818,7,1,1,bbr1
0.028,9752,6,4320,23.8,27.5,20.2,29.5,5.5,236818,12,1,1,bbr1
0.006,14024,9,2417,23.0,20.3,20.2,29.5,4.6,236818,15,1,1,bbr1
0.006,17132,11,0,24.2,27.5,20.2,29.5,3.8,303886,16,1,1,bbr1
0.028,18217,12,7200,24.7,28.3,20.2,29.5,3.9,303886,23,1,1,bbr1
0.033,18217,12,5760,24.4,22.1,20.2,29.5,3.5,303886,24,1,1,bbr1
0.043,18156,12,5760,23.8,20.1,20.1,29.5,3.7,303886,26,1,1,bbr1
0.052,20714,14,5760,23.4,20.1,20.1,29.5,3.7,385611,28,1,1,bbr1
0.059,20714,14,5760,23.0,20.2,20.1,29.5,3.6,385611,30,1,1,bbr1
0.070,20714,14,7200,22.6,20.1,20.1,29.5,3.4,385611,33,1,1,bbr1
0.077,21604,15,7200,22.3,20.1,20.1,29.5,3.2,414052,35,1,1,bbr1
0.084,22668,15,7200,22.0,20.1,20.1,29.5,2.9,448028,37,1,1,bbr1
0.090,23961,16,7200,21.8,20.1,20.1,29.5,2.7,489320,39,1,1,bbr1
0.099,24071,16,8640,21.6,20.1,20.1,29.5,2.4,492817,42,1,1,bbr1
0.104,24690,17,8640,21.4,20.2,20.1,29.5,2.1,512610,44,1,1,bbr1
0.113,25543,17,10080,21.3,20.2,20.1,29.5,1.9,539845,47,1,1,bbr1
0.118,26270,18,10080,21.1,20.1,20.1,29.5,1.7,563065,49,1,1,bbr1
0.123,27170,18,10080,21.0,20.1,20.1,29.5,1.5,591786,51,1,1,bbr1
0.128,28117,19,10080,20.9,20.2,20.1,29.5,1.4,622054,53,1,1,bbr1
0.135,28830,20,11520,20.8,20.2,20.1,29.5,1.2,644801,56,1,1,bbr1
0.139,29201,20,11520,20.7,20.1,20.1,29.5,1.1,656677,58,1,1,bbr1
0.143,30106,20,11520,20.7,20.2,20.1,29.5,0.9,685564,60,1,1,bbr1
