time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,21.3,20.3,20.3,22.2,5.0,901239,5,1,1,prague,4,0,0.000
0.007,15360,10,0,22.8,27.8,20.3,27.8,5.4,841035,7,1,1,prague,7,0,0.000
0.007,15360,10,0,23.6,24.1,20.3,27.8,2.6,813524,14,1,1,prague,14,0,0.000
0.009,15360,10,0,24.2,28.6,20.3,28.6,3.2,792373,15,1,1,prague,15,0,0.000
0.029,18208,12,13015,24.8,28.9,20.3,28.9,3.5,917372,27,1,1,prague,17,0,0.000
0.032,18208,12,15895,24.6,23.3,20.3,28.9,3.0,924263,31,1,1,prague,19,0,0.000
0.036,21056,14,15895,24.6,24.3,20.3,28.9,2.3,1070397,33,1,1,prague,21,0,0.000
0.040,21056,14,18775,24.5,24.0,20.3,28.9,1.9,1073497,37,1,1,prague,23,0,0.000
0.043,21056,14,18775,24.4,23.8,20.3,28.9,1.6,1077319,39,1,1,prague,25,0,0.000
0.046,22519,15,20160,24.3,23.6,20.3,28.9,1.4,1157194,41,1,1,prague,27,0,0.000
0.049,25367,17,20160,23.8,20.3,20.3,28.9,2.1,1331293,43,1,1,prague,29,0,0.000
0.052,28215,19,23040,23.6,22.1,20.3,28.9,2.0,1493868,47,1,1,prague,31,0,0.000
0.056,28215,19,25920,23.5,22.5,20.3,28.9,1.8,1503036,51,1,1,prague,33,0,0.000
0.059,31063,21,25920,23.4,23.2,20.3,28.9,1.4,1657435,53,1,1,prague,35,0,0.000
0.063,33911,23,28800,23.5,23.9,20.3,28.9,1.2,1805236,57,1,1,prague,37,0,0.000
0.066,36759,25,31680,23.6,24.6,20.3,28.9,1.1,1945744,61,1,1,prague,39,0,0.000
0.069,39607,27,34560,23.8,25.2,20.3,28.9,1.3,2078802,65,1,1,prague,41,0,0.000
0.073,42455,29,37440,24.1,25.9,20.3,28.9,1.5,2204126,69,1,1,prague,43,0,0.000
0.076,45303,31,40320,24.4,26.8,20.3,28.9,1.8,2318664,73,1,1,prague,45,0,0.000
0.080,48151,33,43200,24.9,28.6,20.3,28.9,2.4,2412761,77,1,1,prague,47,0,0.000
0.083,50999,35,46080,25.6,30.1,20.3,30.1,3.1,2491256,81,1,1,prague,49,0,0.000
0.086,53847,37,48960,26.3,31.2,20.3,31.2,3.7,2560144,85,1,1,prague,51,0,0.000
0.090,56695,39,51840,27.1,32.6,20.3,32.6,4.4,2616821,89,1,1,prague,53,0,0.000
