  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
18:52:45      0.00      0.00
18:52:46      0.00      0.00
18:52:47      0.07      0.07
18:52:48      0.00      0.20
18:52:49      0.00      0.07
18:52:50      0.00      0.00
18:52:51      0.00      0.21
18:52:52      0.00      0.00
18:52:53      0.00      0.00
18:52:54      0.00      0.00
18:52:55      0.00      0.00
18:52:56      0.00      0.00
18:52:57      0.00      0.00
18:52:58      0.00      0.00
18:52:59      0.00      0.00
18:53:00      0.00      0.00
18:53:01      0.00      0.07
18:53:02      0.00      0.00
18:53:03      0.07      0.07
18:53:04      0.00      0.00
18:53:05      0.00      0.00
18:53:06      0.00      0.07
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
18:53:07      0.00      0.21
18:53:08      0.00      0.14
18:53:09      0.00      0.00
18:53:10      0.00      0.00
18:53:11      0.00      0.00
18:53:12      0.00      0.00
18:53:13      0.00      0.00
18:53:14      0.04      0.04
18:53:15      4.03     66.48
18:53:16      5.70    183.94
18:53:17      7.00    215.75
18:53:18     22.79    650.51
18:53:19      4.93    252.54
18:53:20     26.38    612.76
18:53:21     15.17    339.66
18:53:22     29.48    843.66
18:53:23     12.32    352.95
18:53:24     10.59    440.10
18:53:25     10.32    402.11
18:53:26      3.88    106.33
18:53:27      5.45    211.40
18:53:28      7.38    233.35
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
18:53:29      8.48    426.78
18:53:30      4.12    100.52
18:53:31      8.78    410.57
18:53:32      8.21    388.76
18:53:33     12.56    621.75
18:53:34      6.29    171.37
18:53:35      4.52    115.19
18:53:36      3.79     85.74
18:53:37      8.73    352.96
18:53:38      5.26    141.78
18:53:39     11.57    620.52
18:53:40      3.45     94.61
18:53:41     10.20    522.81
18:53:42      5.61    122.57
18:53:43      4.20    171.35
18:53:44      3.72     88.80
18:53:45     11.37    666.05
18:53:46      4.70    115.31
18:53:47      7.43    355.92
18:53:48      5.09    153.59
18:53:49      8.50    447.70
18:53:50      4.77    152.11
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
18:53:51      5.33    227.41
18:53:52      4.34    165.40
18:53:53      5.07    174.27
18:53:54      5.66    234.81
18:53:55      4.83    131.44
18:53:56      5.77    215.69
18:53:57      6.82    351.50
18:53:58     10.28    376.65
18:53:59      5.68    277.65
18:54:00      8.62    410.71
18:54:01      6.76    285.10
18:54:02     11.97    537.57
18:54:03     12.89    787.17
18:54:04      9.63    481.60
18:54:05     10.63    571.54
18:54:06     12.96    536.12
18:54:07      3.51     90.09
18:54:08      5.91    296.99
18:54:09      4.17    116.72
18:54:10      8.38    288.00
18:54:11      3.58    100.42
18:54:12     11.97    592.24
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
18:54:13      3.64     87.13
18:54:14      7.02    292.68
18:54:15      2.44     66.48
18:54:16      7.22    305.72
18:54:17      3.86    100.46
18:54:18      9.41    577.46
18:54:19      3.29     67.94
18:54:20      8.39    450.45
18:54:21      2.54     79.78
18:54:22      9.50    414.99
18:54:23      6.25    234.82
18:54:24     12.32    768.01
18:54:25      9.26    437.34
18:54:26     12.81    827.01
18:54:27      7.72    299.80
18:54:28     12.49    747.34
18:54:29      9.52    342.81
18:54:30      9.42    599.61
18:54:31      9.95    351.56
18:54:32      2.47     87.22
18:54:33      8.31    271.74
18:54:34      7.66    370.91
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
18:54:35      8.00    440.12
18:54:36     12.05    630.43
18:54:37     10.71    494.70
18:54:38      7.20    310.40
18:54:39     13.03    572.13
18:54:40      5.56    163.91
18:54:41     10.48    564.14
18:54:42      3.27     91.74
18:54:43      5.92    184.85
18:54:44      5.16    135.87
18:54:45      4.72    118.15
18:54:46      5.30    155.09
18:54:47      4.92    137.40
18:54:48      8.32    512.48
18:54:49      4.01    102.00
18:54:50      6.90    292.42
18:54:51      4.66    106.33
18:54:52     12.00    582.26
18:54:53      4.14     97.51
18:54:54     11.99    608.61
18:54:55      4.88    107.81
18:54:56     10.49    644.23
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
18:54:57      5.23    165.41
18:54:58     13.19    782.77
18:54:59      8.80    348.55
18:55:00      9.77    848.07
