time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,21.1,20.4,20.4,21.3,6.2,907930,5,1,1,prague,4,0,0.000
0.007,15360,10,0,22.8,28.1,20.4,28.1,6.3,843548,7,1,1,prague,7,0,0.000
0.005,15360,10,0,23.5,24.0,20.4,28.1,2.8,815355,14,1,1,prague,14,0,0.000
0.006,15360,10,0,23.9,26.4,20.4,28.1,2.8,803313,15,1,1,prague,15,0,0.000
0.027,18208,12,12960,24.2,26.5,20.4,28.1,2.8,939602,26,1,1,prague,17,0,0.000
0.030,21056,14,15840,24.1,23.4,20.4,28.1,2.3,1091255,30,1,1,prague,19,0,0.000
0.034,21056,14,18720,24.2,24.4,20.4,28.1,1.8,1089629,34,1,1,prague,21,0,0.000
0.037,21056,14,18720,24.2,24.2,20.4,28.1,1.4,1089133,36,1,1,prague,23,0,0.000
0.040,23904,16,18720,24.1,24.0,20.4,28.1,1.1,1237472,38,1,1,prague,25,0,0.000
0.047,26752,18,21600,23.6,20.2,20.2,28.1,1.8,1414073,42,1,1,prague,27,0,0.000
0.048,29600,20,24480,23.4,21.7,20.2,28.1,1.8,1580723,46,1,1,prague,29,0,0.000
0.052,29600,20,27360,23.2,21.9,20.2,28.1,1.7,1593179,50,1,1,prague,31,0,0.000
0.055,32448,22,27360,23.2,23.3,20.2,28.1,1.3,1745942,52,1,1,prague,33,0,0.000
0.059,35296,24,30240,23.3,24.0,20.2,28.1,1.2,1891046,56,1,1,prague,35,0,0.000
0.062,38144,26,33120,23.5,24.8,20.2,28.1,1.3,2027814,60,1,1,prague,37,0,0.000
0.065,40992,28,36000,23.7,25.4,20.2,28.1,1.4,2157927,64,1,1,prague,39,0,0.000
0.069,43840,30,38880,24.1,26.4,20.2,28.1,1.7,2275747,68,1,1,prague,41,0,0.000
0.072,46688,32,41760,24.2,25.3,20.2,28.1,1.6,2408584,72,1,1,prague,43,0,0.000
0.076,49536,34,44640,24.8,28.7,20.2,28.7,2.3,2498285,76,1,1,prague,45,0,0.000
0.079,52384,36,47520,25.5,30.5,20.2,30.5,3.2,2568044,80,1,1,prague,47,0,0.000
0.113,27460,19,24535,36.8,47.2,20.2,47.2,9.8,747007,85,1,1,prague,56,11,0.000
