time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.008,3072,2,0,23.5,26.9,22.9,26.9,6.0,386899,4,1,1,bbr1
0.006,6904,4,0,25.0,29.8,22.9,29.8,5.9,134089,6,1,1,bbr1
0.033,9747,6,1440,24.4,20.2,20.2,29.8,5.6,134089,9,1,1,bbr1
0.054,11171,7,2880,23.9,20.3,20.2,29.8,5.3,151801,11,1,1,bbr1
0.064,12595,8,2880,23.4,20.3,20.2,29.8,4.8,151801,12,1,1,bbr1
0.024,14019,9,2880,23.6,24.5,20.2,29.8,3.9,151801,13,1,1,bbr1
0.007,14783,10,0,23.1,22.3,20.2,29.8,3.0,303700,14,1,1,bbr1
0.029,14783,10,7200,23.7,27.7,20.2,29.8,3.4,303700,21,1,1,bbr1
0.033,14783,10,5760,23.4,21.2,20.2,29.8,3.1,303700,22,1,1,bbr1
0.043,14783,10,5760,23.0,20.2,20.2,29.8,3.1,303700,24,1,1,bbr1
0.050,17631,12,5760,22.6,20.2,20.2,29.8,3.0,593113,26,1,1,bbr1
0.060,20479,14,8640,22.3,20.1,20.1,29.8,2.9,596176,30,1,1,bbr1
0.069,20640,14,12960,22.0,20.2,20.1,29.8,2.7,596176,34,1,1,bbr1
0.071,22101,15,11520,21.8,20.2,20.1,29.8,2.5,668729,35,1,1,bbr1
0.075,24141,16,11520,21.6,20.2,20.1,29.8,2.3,770098,37,1,1,bbr1
0.081,26989,18,12960,21.4,20.1,20.1,29.8,2.1,936882,40,1,1,bbr1
0.086,28433,19,14400,21.3,20.2,20.1,29.8,1.9,983330,43,1,1,bbr1
0.089,30236,20,15840,21.1,20.1,20.1,29.8,1.7,1072879,46,1,1,bbr1
0.095,33084,22,18720,21.0,20.2,20.1,29.8,1.5,1216606,50,1,1,bbr1
0.099,33776,23,20160,20.9,20.1,20.1,29.8,1.3,1249364,53,1,1,bbr1
0.102,35567,24,21600,20.8,20.1,20.1,29.8,1.2,1338403,56,1,1,bbr1
0.105,37092,25,23040,20.7,20.1,20.1,29.8,1.1,1416377,59,1,1,bbr1
0.107,39297,27,23040,20.6,20.1,20.1,29.8,1.0,1526278,61,1,1,bbr1
0.110,41898,29,25920,20.6,20.5,20.1,29.8,0.7,1655790,65,1,1,bbr1
0.114,42165,29,28800,20.7,21.1,20.1,29.8,0.7,1669035,69,1,1,bbr1
0.117,43513,30,30240,20.8,21.9,20.1,29.8,0.8,1736167,72,1,1,bbr1
0.120,43513,30,33120,21.1,23.0,20.1,29.8,1.1,1736167,76,1,1,bbr1
0.124,44147,30,37440,21.4,23.6,20.1,29.8,1.5,1767735,81,1,1,bbr1
0.127,44147,30,40320,21.8,24.7,20.1,29.8,1.9,1767735,85,1,1,bbr1
0.130,44147,30,41760,22.4,26.5,20.1,29.8,2.6,1767735,88,1,1,bbr1
0.134,44147,30,41760,23.0,27.6,20.1,29.8,3.2,1767735,90,1,1,bbr1
0.137,44147,30,41760,23.8,28.9,20.1,29.8,3.9,1767735,92,1,1,bbr1
0.140,44147,30,41760,24.7,30.8,20.1,30.8,4.7,1767735,94,1,1,bbr1
0.144,44147,30,41760,25.6,32.3,20.1,32.3,5.4,1767735,96,1,1,bbr1
0.147,44147,30,41760,26.7,34.2,20.1,34.2,6.2,1767735,98,1,1,bbr1
0.151,44147,30,41760,27.8,35.7,20.1,35.7,6.9,1767735,100,1,1,bbr1
0.154,44147,30,41760,29.0,37.2,20.1,37.2,7.5,1767735,102,1,1,bbr1
0.157,44147,30,41760,30.2,38.9,20.1,38.9,8.1,1767735,104,1,1,bbr1
0.161,44147,30,41760,31.5,40.1,20.1,40.1,8.6,1767735,106,1,1,bbr1
0.163,44147,30,43200,32.5,40.1,20.1,40.1,8.6,1767735,109,2,1,bbr1
0.164,44147,30,43200,33.5,40.2,20.1,40.2,8.4,1767735,111,3,1,bbr1
0.166,44147,30,43200,34.4,40.3,20.1,40.3,8.0,1767735,113,4,1,bbr1
0.168,44147,30,43200,35.1,40.3,20.1,40.3,7.5,1767735,115,5,1,bbr1
0.183,33465,23,33120,36.3,37.2,20.1,40.4,3.0,1767735,120,9,1,bbr1
0.184,36313,25,31680,36.4,37.2,20.1,40.4,2.4,1767735,121,9,1,bbr1
0.188,39161,27,34560,36.5,37.2,20.1,40.4,2.0,1767735,125,9,1,bbr1
0.191,42009,29,37440,36.6,37.2,20.1,40.4,1.7,1767735,129,9,1,bbr1
0.195,44147,30,40320,36.7,37.2,20.1,40.4,1.4,1767735,133,9,1,bbr1
0.198,44147,30,41760,36.8,37.2,20.1,40.4,1.2,1767735,136,9,1,bbr1
0.201,44147,30,41760,37.0,38.9,20.1,40.4,1.4,1767735,138,9,1,bbr1
0.205,44147,30,41760,37.5,40.6,20.1,40.6,2.0,1767735,140,9,1,bbr1
0.208,44147,30,41760,38.1,42.2,20.1,42.2,2.7,1767735,142,9,1,bbr1
0.212,44147,30,41760,38.8,44.0,20.1,44.0,3.5,1767735,144,9,1,bbr1
0.215,44147,30,41760,38.6,37.2,20.1,44.0,3.0,1767735,146,9,1,bbr1
0.217,44147,30,41760,38.2,35.6,20.1,44.0,3.0,1767735,148,9,1,bbr1
0.222,44147,30,41760,38.3,38.9,20.1,44.0,2.4,1767735,150,9,1,bbr1
0.223,44147,30,41760,38.4,38.9,20.1,44.0,2.0,1767735,152,9,1,bbr1
0.229,44147,30,41760,38.9,42.4,20.1,44.0,2.5,1767735,154,9,1,bbr1
0.230,44147,30,41760,39.3,42.3,20.1,44.0,2.7,1767735,156,9,1,bbr1
0.235,44147,30,41760,40.1,45.8,20.1,45.8,3.7,1767735,158,9,1,bbr1
0.237,44147,30,43200,40.7,44.6,20.1,45.8,3.9,1767735,160,9,1,bbr1
0.240,44147,30,43200,41.1,44.0,20.1,45.8,3.7,1767735,163,11,1,bbr1
0.246,44147,30,40320,41.7,45.7,20.1,45.8,4.0,1767735,165,12,1,bbr1
0.249,44147,30,40320,42.2,45.7,20.1,45.8,4.0,1767735,168,12,1,bbr1
0.256,44147,30,38880,42.6,45.7,20.1,45.8,3.9,1767735,171,12,1,bbr1
0.006,44147,30,1495,45.4,45.7,20.1,50.2,2.8,1767735,174,13,1,bbr1
0.007,44147,30,0,41.1,27.3,20.1,50.2,9.0,1767735,175,13,1,bbr1
0.033,44147,30,37440,39.0,24.0,20.1,50.2,11.0,1767735,206,13,1,bbr1
0.039,44147,30,38880,37.6,27.8,20.1,50.2,11.1,1767735,212,13,1,bbr1
0.046,44147,30,38880,36.8,31.0,20.1,50.2,10.0,1767735,216,13,1,bbr1
