  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
12:43:34      0.00      0.00
12:43:35      0.00      0.00
12:43:36      0.00      0.07
12:43:37      0.07      0.14
12:43:38      0.00      0.14
12:43:39      0.00      0.00
12:43:40      0.00      0.43
12:43:41      0.00      0.00
12:43:42      0.00      0.00
12:43:43      0.00      0.00
12:43:44      0.00      0.00
12:43:45      0.00      0.00
12:43:46      0.00      0.00
12:43:47      0.00      0.00
12:43:48      0.00      0.00
12:43:49      0.00      0.00
12:43:50      0.00      0.00
12:43:51      0.00      0.07
12:43:52      0.00      0.14
12:43:53      0.00      0.00
12:43:54      0.00      0.00
12:43:55      0.07      0.07
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
12:43:56      0.00      0.43
12:43:57      0.00      0.07
12:43:58      0.00      0.00
12:43:59      0.00      0.00
12:44:00      0.00      0.00
12:44:01      0.00      0.00
12:44:02      0.00      0.00
12:44:03      0.04      0.04
12:44:04     16.81    564.88
12:44:05     21.68    473.97
12:44:06     25.87    835.94
12:44:07     11.47    431.24
12:44:08      9.93    413.70
12:44:09      9.99    435.69
12:44:10      9.64    416.48
12:44:11     10.39    403.19
12:44:12      9.62    409.15
12:44:13     11.08    459.28
12:44:14      9.35    479.98
12:44:15     13.91    689.70
12:44:16     10.52    498.14
12:44:17     15.27    720.73
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
12:44:18      9.80    477.03
12:44:19     15.90    734.75
12:44:20      9.92    441.58
12:44:21     13.27    707.88
12:44:22     11.39    422.48
12:44:23     12.41    717.89
12:44:24     12.57    415.14
12:44:25     11.09    587.78
12:44:26     11.59    407.92
12:44:27     14.17    807.92
12:44:28     12.12    465.66
12:44:29     15.13    827.89
12:44:30     10.90    423.84
12:44:31     12.92    698.91
12:44:32     13.26    454.86
12:44:33     11.84    627.67
12:44:34     13.25    465.29
12:44:35     12.96    725.52
12:44:36     14.30    509.53
12:44:37     11.07    633.58
12:44:38     13.89    520.19
12:44:39     12.97    722.28
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
12:44:40     12.95    539.05
12:44:41     11.86    686.77
12:44:42     16.25    565.64
12:44:43     11.38    647.16
12:44:44     13.32    586.32
12:44:45     10.68    573.04
12:44:46     13.71    613.42
12:44:47     11.95    583.36
12:44:48     15.56    635.53
12:44:49     10.40    495.23
12:44:50     14.82    651.95
12:44:51      9.70    551.17
12:44:52     14.61    672.20
12:44:53      9.65    457.83
12:44:54     14.65    691.16
12:44:55     10.41    496.71
12:44:56     16.04    711.06
12:44:57      9.88    443.06
12:44:58     14.19    712.36
12:44:59     10.55    432.72
12:45:00     14.26    737.70
12:45:01     11.72    431.24
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
12:45:02     14.16    748.79
12:45:03     10.09    452.06
12:45:04     15.38    817.50
12:45:05     11.76    452.09
12:45:06     14.40    825.55
12:45:07     12.79    434.20
12:45:08     13.55    768.73
12:45:09     11.34    441.60
12:45:10     12.31    711.85
12:45:11     12.73    452.14
12:45:12     12.33    694.13
12:45:13     12.32    456.35
12:45:14     11.89    704.46
12:45:15     13.53    478.71
12:45:16     11.48    641.00
12:45:17     12.19    516.90
12:45:18     14.79    802.68
12:45:19     13.51    544.96
12:45:20     13.35    772.92
12:45:21     13.07    559.73
12:45:22     11.82    642.43
12:45:23     12.70    620.45
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
12:45:24     12.23    579.18
12:45:25     14.55    614.44
12:45:26     10.55    490.32
12:45:27     14.30    635.53
12:45:28     10.38    440.11
12:45:29     13.97    617.44
12:45:30      9.61    490.77
12:45:31     15.86    682.38
12:45:32     11.21    642.87
12:45:33     15.07    706.09
12:45:34     10.31    531.66
12:45:35     14.89    720.71
12:45:36     10.29    516.89
12:45:37     15.52    749.17
12:45:38      9.93    503.61
12:45:39     15.94    770.92
