  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:40:09      0.00      0.00
13:40:10      0.00      0.00
13:40:11      0.00      0.07
13:40:12      0.00      0.14
13:40:13      0.07      0.07
13:40:14      0.00      0.07
13:40:15      0.00      0.24
13:40:16      0.00      0.00
13:40:17      0.00      0.00
13:40:18      0.00      0.00
13:40:19      0.00      0.00
13:40:20      0.00      0.00
13:40:21      0.00      0.00
13:40:22      0.00      0.00
13:40:23      0.00      0.00
13:40:24      0.00      0.00
13:40:25      0.00      0.00
13:40:26      0.00      0.07
13:40:27      0.00      0.00
13:40:28      0.00      0.00
13:40:29      0.00      0.00
13:40:30      0.00      0.21
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:40:31      0.00      0.24
13:40:32      0.07      0.07
13:40:33      0.00      0.00
13:40:34      0.00      0.00
13:40:35      0.00      0.00
13:40:36      0.00      0.00
13:40:37      0.00      0.00
13:40:38      0.04      0.04
13:40:39     12.73    371.26
13:40:40     23.55    639.41
13:40:41     21.91    583.35
13:40:42     15.26    578.92
13:40:43     11.21    548.16
13:40:44     10.85    545.50
13:40:45     10.07    531.67
13:40:46     14.05    725.14
13:40:47     10.82    558.26
13:40:48     11.23    601.66
13:40:49     12.74    580.41
13:40:50     11.44    571.55
13:40:51     11.57    562.69
13:40:52     11.86    592.49
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:40:53     11.53    540.66
13:40:54      9.81    555.30
13:40:55     10.87    570.38
13:40:56     11.67    580.48
13:40:57     11.89    602.56
13:40:58     10.56    581.92
13:40:59     12.77    666.73
13:41:00     11.01    575.97
13:41:01     11.61    620.43
13:41:02     11.49    584.93
13:41:03     10.69    592.47
13:41:04     13.01    681.08
13:41:05     10.79    741.68
13:41:06     13.44    599.61
13:41:07     12.70    695.63
13:41:08     11.73    571.55
13:41:09     12.05    676.68
13:41:10     11.37    598.13
13:41:11     14.80    688.62
13:41:12     11.12    574.50
13:41:13     10.95    593.69
13:41:14     10.70    608.56
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:41:15     11.49    521.33
13:41:16     13.47    632.09
13:41:17     12.38    663.29
13:41:18     12.62    711.85
13:41:19     10.47    632.10
13:41:20     12.19    738.43
13:41:21     12.59    653.06
13:41:22     12.33    590.74
13:41:23     12.43    670.50
13:41:24     11.65    576.13
13:41:25      9.54    593.83
13:41:26     13.49    584.85
13:41:27     11.83    657.39
13:41:28     11.36    604.04
13:41:29     12.31    648.50
13:41:30     12.13    624.72
13:41:31     12.68    580.40
13:41:32     11.93    618.83
13:41:33     13.99    783.02
13:41:34     11.72    599.61
13:41:35     11.96    604.04
13:41:36     12.73    584.83
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:41:37      9.48    554.08
13:41:38     13.31    714.04
13:41:39     11.87    587.78
13:41:40     14.04    821.17
13:41:41     13.06    612.90
13:41:42     12.91    669.43
13:41:43     11.87    623.24
13:41:44     12.69    585.40
13:41:45     11.58    617.34
13:41:46     12.07    629.15
13:41:47     11.18    632.48
13:41:48     13.86    670.50
13:41:49     12.46    648.59
13:41:50     10.31    621.78
13:41:51     11.28    632.16
13:41:52     12.37    619.43
13:41:53     11.86    618.79
13:41:54      9.66    593.80
13:41:55     13.43    705.96
13:41:56     10.95    579.04
13:41:57     11.83    657.20
13:41:58     12.07    613.02
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:41:59     13.54    610.37
13:42:00     10.89    591.25
13:42:01     12.08    623.32
13:42:02     10.18    559.74
13:42:03     12.82    671.99
13:42:04     10.75    618.81
13:42:05     11.33    759.46
13:42:06     12.98    599.62
13:42:07     12.28    620.55
13:42:08     10.01    546.51
13:42:09     11.53    716.52
13:42:10     11.61    586.32
13:42:11     12.35    688.23
13:42:12     13.07    589.47
13:42:13     11.63    672.16
13:42:14     11.28    564.30
13:42:15     13.09    705.95
13:42:16     10.95    584.85
13:42:17     13.64    645.69
13:42:18     12.67    577.46
13:42:19     11.45    620.91
13:42:20     12.33    632.11
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:42:21     11.60    571.55
13:42:22     10.51    629.49
13:42:23     13.35    745.85
13:42:24     13.09    636.79
13:42:25     10.73    658.66
13:42:26     10.30    617.36
13:42:27     12.44    658.68
13:42:28     11.88    620.91
13:42:29     13.69    747.30
13:42:30     11.82    677.85
13:42:31     10.84    564.51
13:42:32     13.17    663.11
13:42:33     11.10    528.73
13:42:34     11.76    567.13
13:42:35     11.49    570.30
13:42:36      9.51    627.68
13:42:37     10.98    601.09
13:42:38     11.89    716.29
13:42:39      4.42    159.19
13:42:40      0.00      0.00
13:42:41      0.00      0.00
13:42:42      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:42:43      0.00      0.00
13:42:44      0.00      0.00
13:42:45      0.00      0.00
13:42:46      0.00      0.00
13:42:47      0.00      0.00
13:42:48      0.00      0.00
13:42:49      0.00      0.00
13:42:50      0.00      0.00
13:42:51      0.00      0.00
13:42:52      0.00      0.00
13:42:53      0.00      0.00
13:42:54      0.00      0.00
13:42:55      0.00      0.00
13:42:56      0.00      0.00
13:42:57      0.00      0.00
13:42:58      0.00      0.00
13:42:59      0.00      0.00
13:43:00      0.00      0.00
13:43:01      0.00      0.00
13:43:02      0.00      0.00
13:43:03      0.00      0.00
13:43:04      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:43:05      0.00      0.00
13:43:06      0.00      0.00
13:43:07      0.00      0.00
13:43:08      0.00      0.00
13:43:09      0.00      0.00
13:43:10      0.00      0.00
13:43:11      0.00      0.00
13:43:12      0.00      0.00
13:43:13      0.00      0.00
13:43:14      0.00      0.00
13:43:15      0.00      0.00
13:43:16      0.00      0.00
13:43:17      0.00      0.00
13:43:18      0.00      0.00
13:43:19      0.00      0.00
13:43:20      0.00      0.00
