time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.009,22820,15,0,21.0,20.1,20.1,21.3,4.7,1355493,5,1,1,prague,4,0,0.000
0.007,25171,17,0,23.4,30.9,20.1,30.9,6.7,1347253,7,1,1,prague,7,0,0.000
0.008,27366,19,0,24.7,20.2,20.1,30.9,4.8,1382456,15,1,1,prague,15,0,0.000
0.009,27366,19,0,25.4,29.7,20.1,30.9,4.9,1349035,16,1,1,prague,16,0,0.000
0.030,30746,21,25920,25.9,29.6,20.1,30.9,4.7,1484797,36,1,1,prague,18,0,0.000
0.033,33594,23,28800,26.7,32.8,20.1,32.8,5.2,1570165,40,1,1,prague,20,0,0.000
0.036,36442,25,31680,26.7,26.7,20.1,32.8,3.9,1703534,44,1,1,prague,22,0,0.000
0.040,39290,27,34560,27.2,30.1,20.1,32.8,3.8,1808199,48,1,1,prague,24,0,0.000
0.043,42138,29,37440,27.8,32.1,20.1,32.8,4.1,1896331,52,1,1,prague,26,0,0.000
0.046,44986,31,40320,28.5,33.3,20.1,33.3,4.4,1975635,56,1,1,prague,28,0,0.000
0.050,47834,33,43200,29.2,34.4,20.1,34.4,4.8,2047057,60,1,1,prague,30,0,0.000
0.053,50682,35,46080,30.0,35.6,20.1,35.6,5.2,2110764,64,1,1,prague,32,0,0.000
0.084,26508,18,25975,37.0,43.9,20.1,43.9,6.9,716238,69,1,1,prague,42,8,0.000
0.087,26632,18,24535,38.3,47.3,20.1,47.3,7.7,695388,70,1,1,prague,42,10,0.000
0.090,26751,18,24535,39.4,47.4,20.1,47.4,8.1,678408,72,1,1,prague,42,12,0.000
0.094,26865,18,24535,40.8,50.7,20.1,50.7,8.9,657714,74,1,1,prague,42,14,0.000
0.097,26975,18,24535,42.1,50.7,20.1,50.7,9.1,640995,76,1,1,prague,42,16,0.000
