  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:45:59      0.00      0.00
00:46:00      0.00      0.00
00:46:01      0.07      0.00
00:46:02      0.00      0.27
00:46:03      0.00      0.07
00:46:04      0.00      0.00
00:46:05      0.00      0.40
00:46:06      0.00      0.00
00:46:07      0.00      0.00
00:46:08      0.00      0.00
00:46:09      0.00      0.00
00:46:10      0.00      0.00
00:46:11      0.00      0.00
00:46:12      0.00      0.00
00:46:13      0.00      0.00
00:46:14      0.00      0.00
00:46:15      0.00      0.00
00:46:16      0.07      0.00
00:46:17      0.00      0.14
00:46:18      0.00      0.00
00:46:19      0.00      0.00
00:46:20      0.00      0.14
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:46:21      0.00      0.40
00:46:22      0.00      0.07
00:46:23      0.00      0.00
00:46:24      0.00      0.00
00:46:25      0.00      0.00
00:46:26      0.00      0.00
00:46:27      0.00      0.00
00:46:28      0.04      0.04
00:46:29     17.31    483.86
00:46:30     12.49    435.68
00:46:31     12.05    429.77
00:46:32     12.75    457.97
00:46:33     11.61    426.97
00:46:34     13.01    472.60
00:46:35     11.98    428.29
00:46:36     13.56    500.77
00:46:37     18.78    716.31
00:46:38     16.07    583.37
00:46:39     16.56    669.02
00:46:40     16.93    602.82
00:46:41     16.87    674.93
00:46:42     17.49    623.26
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:46:43     15.76    627.67
00:46:44     17.24    645.67
00:46:45     15.49    612.89
00:46:46     16.72    671.97
00:46:47     14.19    562.69
00:46:48     19.16    694.60
00:46:49     12.26    451.92
00:46:50     18.37    713.37
00:46:51     13.91    527.25
00:46:52     18.54    738.81
00:46:53     13.11    505.55
00:46:54     18.22    762.29
00:46:55     12.75    460.89
00:46:56     19.64    779.81
00:46:57     18.21    688.22
00:46:58     21.57    809.30
00:46:59     17.76    702.99
00:47:00     18.55    831.85
00:47:01     16.48    632.10
00:47:02     18.99    852.10
00:47:03     16.72    658.68
00:47:04     20.31    854.12
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:47:05     16.92    658.71
00:47:06     20.48    855.14
00:47:07     17.20    654.26
00:47:08     21.47    855.43
00:47:09     16.92    636.54
00:47:10     19.64    855.11
00:47:11     14.81    596.70
00:47:12     19.97    855.43
00:47:13     15.48    612.90
00:47:14     21.68    853.64
00:47:15     16.47    617.33
00:47:16     22.20    856.83
00:47:17     15.99    595.17
00:47:18     19.77    793.08
00:47:19     17.21    651.30
00:47:20     18.94    805.38
00:47:21     16.08    652.78
00:47:22     14.90    583.36
00:47:23     17.07    676.43
00:47:24     14.45    543.74
00:47:25     18.82    692.66
00:47:26     14.22    536.10
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:47:27     18.95    721.15
00:47:28     12.56    470.03
00:47:29     18.79    745.95
00:47:30     15.40    624.73
00:47:31     19.36    766.51
00:47:32     18.19    714.84
00:47:33     18.55    790.45
00:47:34     17.45    717.75
00:47:35     18.09    812.26
00:47:36     19.16    722.21
00:47:37     21.68    834.59
00:47:38     18.70    713.35
00:47:39     20.63    852.15
00:47:40     16.83    666.06
00:47:41     19.07    855.56
00:47:42     16.16    622.37
00:47:43     20.25    854.29
00:47:44     16.70    638.00
00:47:45     19.51    855.09
00:47:46     16.55    637.99
00:47:47     20.68    855.08
00:47:48     16.22    626.19
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:47:49     21.92    855.10
00:47:50     16.30    639.91
00:47:51     19.83    855.10
00:47:52     15.83    635.12
00:47:53     20.13    853.66
00:47:54     15.10    613.25
00:47:55     19.12    835.89
00:47:56     15.75    630.81
00:47:57     19.57    825.75
00:47:58     15.96    647.23
00:47:59     18.76    809.79
00:48:00     16.62    667.55
00:48:01     19.44    822.61
00:48:02     18.63    781.49
00:48:03     22.31    853.29
00:48:04     19.14    729.56
00:48:05     19.20    823.40
00:48:06     17.86    739.98
00:48:07     18.53    747.80
00:48:08     19.43    766.49
00:48:09     17.58    697.09
00:48:10     18.04    787.19
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:48:11     17.50    700.32
00:48:12     19.48    810.80
00:48:13     16.82    669.02
00:48:14     18.54    832.96
00:48:15     17.40    656.10
00:48:16     21.42    852.17
00:48:17     16.82    639.50
00:48:18     19.06    855.06
00:48:19     16.50    635.33
00:48:20     20.43    853.62
00:48:21     15.99    614.39
00:48:22     19.19    855.10
00:48:23     18.19    719.55
00:48:24     19.12    853.64
00:48:25     17.16    676.70
00:48:26     20.55    854.21
00:48:27     15.52    635.13
00:48:28     21.41    855.31
00:48:29      3.53    111.63
00:48:30      0.00      0.00
00:48:31      0.00      0.00
00:48:32      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:48:33      0.00      0.00
00:48:34      0.00      0.00
00:48:35      0.00      0.00
00:48:36      0.00      0.00
00:48:37      0.00      0.00
00:48:38      0.00      0.00
00:48:39      0.00      0.00
00:48:40      0.00      0.00
00:48:41      0.00      0.00
00:48:42      0.00      0.00
00:48:43      0.00      0.00
00:48:44      0.00      0.00
00:48:45      0.00      0.00
00:48:46      0.00      0.00
00:48:47      0.00      0.00
00:48:48      0.00      0.00
00:48:49      0.00      0.00
00:48:50      0.00      0.00
00:48:51      0.00      0.00
00:48:52      0.00      0.00
00:48:53      0.00      0.00
00:48:54      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:48:55      0.00      0.00
00:48:56      0.00      0.00
00:48:57      0.00      0.00
00:48:58      0.00      0.00
00:48:59      0.00      0.00
00:49:00      0.00      0.00
00:49:01      0.00      0.00
00:49:02      0.00      0.00
00:49:03      0.00      0.00
00:49:04      0.00      0.00
00:49:05      0.00      0.00
00:49:06      0.00      0.00
00:49:07      0.00      0.00
00:49:08      0.00      0.00
00:49:09      0.00      0.00
00:49:10      0.00      0.00
00:49:11      0.00      0.00
00:49:12      0.00      0.00
00:49:13      0.00      0.00
00:49:14      0.00      0.00
00:49:15      0.00      0.00
00:49:16      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
00:49:17      0.00      0.00
