  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:39:44      7.29    197.10
13:39:45     13.38    743.82
13:39:46      5.38    278.83
13:39:47     14.29    848.56
13:39:48      3.04    153.44
13:39:49     14.48    843.78
13:39:50      1.84     79.10
13:39:51     14.87    847.12
13:39:52      4.49    220.69
13:39:53     14.85    850.89
13:39:54      5.36    292.20
13:39:55     14.36    823.93
13:39:56      6.41    348.61
13:39:57     13.41    776.29
13:39:58      6.82    388.79
13:39:59     12.72    731.88
13:40:00      8.61    471.83
13:40:01     12.07    690.88
13:40:02      7.47    425.81
13:40:03     10.06    544.69
13:40:04      2.84    148.31
13:40:05     10.64    601.31
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:40:06      8.04    444.81
13:40:07     10.24    556.97
13:40:08     12.30    681.29
13:40:09      9.13    509.32
13:40:10     13.63    788.64
13:40:11      8.19    465.12
13:40:12     13.34    735.04
13:40:13      7.52    419.00
13:40:14     14.99    800.78
13:40:15      6.10    302.89
13:40:16     14.38    837.04
13:40:17      7.14    337.28
13:40:18     13.81    748.28
13:40:19      8.47    440.76
13:40:20     13.91    784.99
13:40:21      7.14    350.15
13:40:22     13.44    726.91
13:40:23      3.45    161.47
13:40:24     13.25    671.85
13:40:25      2.60    106.47
13:40:26     13.85    719.89
13:40:27      7.53    377.40
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:40:28     13.53    728.49
13:40:29      1.09     34.30
13:40:30     14.29    777.65
13:40:31      8.75    429.52
13:40:32     14.20    778.11
13:40:33      9.24    498.03
13:40:34     13.60    722.81
13:40:35      8.52    464.90
13:40:36     13.20    717.05
13:40:37     11.17    595.59
13:40:38     11.87    640.13
13:40:39      9.65    515.34
13:40:40     10.65    538.77
13:40:41     13.53    731.68
13:40:42     10.83    557.61
13:40:43     11.77    642.40
13:40:44      9.58    476.82
13:40:45     14.38    776.04
13:40:46      9.60    505.69
13:40:47      8.52    471.04
13:40:48      7.62    352.16
13:40:49     14.29    767.67
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:40:50     10.45    538.13
13:40:51     14.38    769.10
13:40:52      8.00    376.73
13:40:53     13.91    766.21
13:40:54      7.24    353.38
13:40:55     14.00    773.43
13:40:56     10.08    521.33
13:40:57     14.10    770.51
13:40:58      5.06    246.02
13:40:59     14.38    774.85
13:41:00      5.06    211.15
13:41:01     14.19    773.40
13:41:02     10.55    517.91
13:41:03      9.65    490.45
13:41:04      2.41     94.90
13:41:05     14.29    767.72
13:41:06      3.45    146.37
13:41:07     13.91    731.50
13:41:08      7.33    376.44
13:41:09     13.81    734.20
13:41:10      9.33    472.88
13:41:11     13.57    724.02
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:41:12      8.15    437.99
13:41:13     11.81    602.02
13:41:14     13.44    692.09
13:41:15     13.10    683.38
13:41:16     10.60    569.90
13:41:17     12.45    650.44
13:41:18      1.23     61.27
13:41:19     10.45    508.19
13:41:20     13.79    720.92
13:41:21     14.17    770.91
13:41:22     14.36    767.73
13:41:23     12.21    675.62
13:41:24      9.51    494.02
13:41:25     13.72    761.77
13:41:26      8.37    398.40
13:41:27     13.54    720.73
13:41:28      7.62    369.46
13:41:29     13.72    726.10
13:41:30      7.33    360.98
13:41:31      4.83    237.11
13:41:32      6.39    316.09
13:41:33     14.10    773.67
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:41:34      6.67    329.36
13:41:35     12.68    675.25
13:41:36      4.11    165.66
13:41:37     13.92    792.71
13:41:38      8.85    450.29
13:41:39     10.41    578.74
13:41:40      3.12    138.35
13:41:41     14.10    778.09
13:41:42      3.36    146.70
13:41:43     14.68    777.10
13:41:44      9.79    490.12
13:41:45     13.43    740.29
13:41:46      1.00     32.84
13:41:47     14.67    813.84
13:41:48      4.30    234.44
13:41:49     13.62    689.25
13:41:50      5.27    262.13
13:41:51     12.85    642.95
13:41:52      9.08    485.11
13:41:53     13.48    721.06
13:41:54      8.52    451.92
13:41:55     12.52    658.08
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:41:56     13.55    711.91
13:41:57     14.54    782.12
13:41:58     13.60    762.45
13:41:59     12.12    653.48
13:42:00      9.51    507.33
13:42:01     11.45    616.80
13:42:02      6.57    318.88
13:42:03      0.00      0.00
13:42:04      6.39    304.35
13:42:05      1.52     75.44
13:42:06      7.33    318.96
13:42:07     12.77    734.14
13:42:08      5.91    278.42
13:42:09     14.43    775.42
13:42:10      9.32    485.40
13:42:11     14.48    770.52
13:42:12      9.41    472.99
13:42:13     14.58    784.12
13:42:14      7.90    367.26
13:42:15     14.19    786.43
13:42:16      8.47    447.84
13:42:17     14.29    854.38
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:42:18      6.01    332.12
13:42:19     14.57    854.39
13:42:20      5.25    282.94
13:42:21     14.38    854.35
13:42:22      5.82    314.42
13:42:23     14.48    854.28
13:42:24      0.80     23.97
13:42:25     14.19    823.53
13:42:26      0.26      2.59
13:42:27     13.98    823.91
13:42:28      5.30    309.78
13:42:29     13.10    759.92
13:42:30      0.66     36.05
13:42:31     12.83    737.63
13:42:32     14.55    830.24
13:42:33     13.03    725.34
13:42:34     14.17    829.21
13:42:35      9.94    580.88
13:42:36     10.08    564.87
13:42:37     12.63    747.53
13:42:38      8.85    496.77
13:42:39     11.36    658.85
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:42:40      8.18    451.98
13:42:41     13.91    818.36
13:42:42      7.75    430.47
13:42:43     13.16    728.51
13:42:44      7.33    401.90
13:42:45     14.29    854.37
13:42:46      6.67    375.24
13:42:47     10.89    638.94
13:42:48      5.06    291.63
13:42:49     14.48    854.38
13:42:50      6.76    374.95
13:42:51     14.39    854.82
13:42:52      5.54    307.51
13:42:53     14.87    853.79
13:42:54      4.49    249.49
13:42:56     14.67    854.35
13:42:57      7.53    423.44
13:42:58     14.57    854.35
13:42:59      3.74    184.08
13:43:00     14.58    855.10
13:43:01      3.17    157.92
13:43:02     14.38    839.82
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
13:43:03      7.16    395.15
13:43:04     11.06    655.61
