time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,15360,10,0,21.6,20.4,20.4,22.5,6.6,889382,5,1,1,prague,4,0,0.000
0.005,15360,10,0,23.0,27.6,20.4,27.6,6.1,835218,7,1,1,prague,7,0,0.000
0.006,15360,10,0,23.6,24.1,20.4,27.6,2.6,815044,14,1,1,prague,14,0,0.000
0.007,15360,10,0,23.9,26.6,20.4,27.6,2.7,802072,15,1,1,prague,15,0,0.000
0.027,18208,12,12960,24.4,27.3,20.4,27.6,2.9,934165,26,1,1,prague,17,0,0.000
0.031,18208,12,15840,24.2,23.4,20.4,27.6,2.4,938750,30,1,1,prague,19,0,0.000
0.034,21056,14,15840,24.3,24.4,20.4,27.6,1.8,1084913,32,1,1,prague,21,0,0.000
0.038,21056,14,18720,24.2,24.2,20.4,27.6,1.4,1085495,36,1,1,prague,23,0,0.000
0.041,21056,14,18720,24.2,23.9,20.4,27.6,1.1,1087603,38,1,1,prague,25,0,0.000
0.048,23904,16,18720,23.7,20.2,20.2,27.6,1.8,1260599,40,1,1,prague,27,0,0.000
0.049,26752,18,21600,23.5,21.8,20.2,27.6,1.9,1424797,44,1,1,prague,29,0,0.000
0.053,26752,18,24480,23.3,22.0,20.2,27.6,1.8,1436364,48,1,1,prague,31,0,0.000
0.056,29600,20,24480,23.1,22.0,20.2,27.6,1.6,1600484,50,1,1,prague,33,0,0.000
0.059,32448,22,27360,23.2,23.6,20.2,27.6,1.4,1749784,54,1,1,prague,35,0,0.000
0.063,35296,24,30240,23.3,24.3,20.2,27.6,1.3,1892100,58,1,1,prague,37,0,0.000
0.066,38144,26,33120,23.5,25.0,20.2,27.6,1.4,2026521,62,1,1,prague,39,0,0.000
0.070,40992,28,36000,23.3,21.8,20.2,27.6,1.5,2197821,66,1,1,prague,41,0,0.000
0.073,43840,30,38880,23.5,25.2,20.2,27.6,1.6,2327161,70,1,1,prague,43,0,0.000
0.100,23168,16,21655,30.0,37.3,20.2,37.3,6.8,773194,75,1,1,prague,57,2,0.000
0.103,23336,16,21655,31.3,40.6,20.2,40.6,7.8,745749,77,1,1,prague,58,3,0.000
0.107,23497,16,21655,32.5,40.7,20.2,40.7,8.2,723741,80,1,1,prague,58,5,0.000
0.110,23652,16,21655,33.9,44.0,20.2,44.0,9.0,697472,82,1,1,prague,58,7,0.000
0.114,23802,16,21655,35.2,44.1,20.2,44.1,9.3,676577,84,1,1,prague,58,9,0.000
0.117,23946,16,21655,36.7,47.4,20.2,47.4,10.0,652390,86,1,1,prague,58,11,0.000
0.120,24085,16,21655,38.0,47.3,20.2,47.4,10.2,633249,88,1,1,prague,58,13,0.000
0.124,24220,16,21655,39.6,50.8,20.2,50.8,10.8,611230,90,1,1,prague,58,15,0.000
0.129,24287,16,23040,40.4,45.6,20.2,50.8,9.6,601505,92,1,1,prague,58,17,0.000
0.134,18651,12,17335,36.3,27.0,20.2,50.8,10.2,513221,94,1,1,prague,63,17,0.500
0.137,18822,13,15895,35.2,27.2,20.2,50.8,10.0,534837,95,1,1,prague,64,18,0.500
0.142,18993,13,17335,34.2,27.1,20.2,50.8,9.5,555740,98,1,1,prague,66,18,0.500
0.145,19163,13,15895,33.3,27.1,20.2,50.8,8.9,575586,99,1,1,prague,68,18,0.500
0.150,19333,13,15895,32.5,27.1,20.2,50.8,8.2,594605,101,1,1,prague,70,18,0.500
0.152,19502,13,14455,31.8,27.0,20.2,50.8,7.6,612884,102,1,1,prague,72,18,0.500
0.154,19671,13,13015,31.0,25.6,20.2,50.8,7.2,633628,103,1,1,prague,74,18,0.500
0.157,15145,10,12960,29.9,22.1,20.2,50.8,7.7,506115,104,1,1,prague,76,18,0.472
0.160,15365,10,11520,28.9,22.0,20.2,50.8,7.7,530981,105,1,1,prague,78,18,0.472
0.163,15582,10,10080,27.9,20.6,20.2,50.8,7.9,558534,106,1,1,prague,80,18,0.472
0.170,15797,10,11520,26.9,20.2,20.2,50.8,7.8,586507,109,1,1,prague,82,18,0.472
0.172,16010,11,10080,26.1,20.2,20.2,50.8,7.6,613645,110,1,1,prague,84,18,0.472
0.180,16221,11,11520,25.4,20.3,20.2,50.8,7.1,639604,113,1,1,prague,86,18,0.472
0.184,12910,8,11520,24.7,20.2,20.2,50.8,6.6,522375,115,1,1,prague,88,18,0.441
0.188,13174,9,10080,24.2,20.2,20.2,50.8,6.1,545416,116,1,1,prague,90,18,0.441
0.195,13434,9,11520,23.7,20.2,20.2,50.8,5.5,567697,119,1,1,prague,92,18,0.441
0.197,13690,9,10080,23.2,20.2,20.2,50.8,5.0,589349,120,1,1,prague,94,18,0.441
0.202,13942,9,10080,22.8,20.1,20.1,50.8,4.5,610393,122,1,1,prague,96,18,0.441
0.212,11681,8,8640,22.2,20.2,20.1,50.8,3.6,525721,125,1,1,prague,100,18,0.413
0.218,11979,8,10080,22.0,20.6,20.1,50.8,3.1,544104,128,1,1,prague,102,18,0.413
0.223,12270,8,10080,21.8,20.2,20.1,50.8,2.8,563179,130,1,1,prague,104,18,0.413
0.228,12555,8,10080,21.6,20.2,20.1,50.8,2.5,581573,132,1,1,prague,106,18,0.413
0.238,10649,7,8640,21.4,20.2,20.1,50.8,2.2,586380,134,1,1,prague,109,18,0.387
0.243,10980,7,8640,21.3,20.2,20.1,50.8,2.0,586380,136,1,1,prague,111,18,0.387
0.249,11463,7,7200,21.1,20.2,20.1,50.8,1.7,586380,138,1,1,prague,114,18,0.387
0.256,11617,8,10080,21.0,20.2,20.1,50.8,1.5,552979,141,1,1,prague,115,18,0.387
0.269,10246,7,7200,20.8,20.2,20.1,50.8,1.2,555385,143,1,1,prague,119,18,0.362
0.274,10769,7,7200,20.9,21.8,20.1,50.8,1.1,555385,146,1,1,prague,122,18,0.362
0.281,11101,7,8640,20.9,20.2,20.1,50.8,1.0,555385,149,1,1,prague,124,18,0.362
0.294,9805,6,7200,21.0,21.8,20.1,50.8,1.0,555385,151,1,1,prague,127,18,0.339
0.300,10356,7,5760,21.1,21.9,20.1,50.8,1.0,555385,153,1,1,prague,130,18,0.339
0.307,10704,7,8640,21.0,20.2,20.1,50.8,0.9,555385,157,1,1,prague,132,18,0.339
0.320,9407,6,8640,20.9,20.2,20.1,50.8,0.9,555385,159,1,1,prague,134,18,0.317
0.005,10534,7,567,21.1,20.2,20.1,50.8,1.2,555385,160,1,1,prague,140,18,0.317
0.009,9131,6,0,22.1,26.1,20.1,50.8,2.6,555385,161,1,1,prague,142,18,0.297
0.032,8789,6,4320,23.4,32.3,20.1,50.8,4.5,555385,168,1,1,prague,146,18,0.278
0.039,9413,6,5760,25.2,37.4,20.1,50.8,6.8,555385,172,1,1,prague,149,18,0.278
0.056,9082,6,4320,25.0,23.5,20.1,50.8,5.5,555385,175,1,1,prague,153,18,0.261
0.065,9689,6,5760,24.6,21.9,20.1,50.8,4.9,555385,179,1,1,prague,156,18,0.261
0.080,9373,6,4320,24.4,23.6,20.1,50.8,3.9,555385,182,1,1,prague,160,18,0.244
0.090,9964,6,5760,24.1,21.7,20.1,50.8,3.6,555385,186,1,1,prague,163,18,0.244
0.103,9664,6,4320,24.0,23.5,20.1,50.8,2.9,555385,189,1,1,prague,167,18,0.229
0.115,10239,7,5760,23.7,21.8,20.1,50.8,2.7,555385,193,1,1,prague,170,18,0.229
0.127,9957,6,5760,23.7,23.5,20.1,50.8,2.1,555385,197,1,1,prague,174,18,0.214
0.139,10704,7,4320,23.7,23.4,20.1,50.8,1.7,555385,200,1,1,prague,178,18,0.214
0.152,10213,7,7200,23.4,21.8,20.1,50.8,1.7,555385,205,1,1,prague,181,18,0.200
0.162,10944,7,5760,23.4,23.5,20.1,50.8,1.3,555385,208,1,1,prague,185,18,0.200
0.169,11114,7,10080,23.7,25.2,20.1,50.8,1.4,555385,212,1,1,prague,186,18,0.200
0.178,10630,7,7200,23.4,21.8,20.1,50.8,1.5,555385,213,1,1,prague,189,18,0.188
0.186,11335,7,5760,23.4,23.5,20.1,50.8,1.2,555385,216,1,1,prague,193,18,0.188
0.195,11500,7,10080,23.0,20.2,20.1,50.8,1.7,555385,220,1,1,prague,194,18,0.188
0.203,11027,7,7200,22.9,21.7,20.1,50.8,1.6,555385,221,1,1,prague,197,18,0.176
0.210,11709,8,5760,23.0,23.5,20.1,50.8,1.3,510084,224,1,1,prague,201,18,0.176
0.221,11869,8,11520,22.6,20.1,20.1,50.8,1.7,525130,229,1,1,prague,202,18,0.176
0.228,11414,7,8640,22.5,21.7,20.1,50.8,1.5,527792,230,1,1,prague,205,18,0.164
0.235,11909,8,7200,22.2,20.2,20.1,50.8,1.7,536513,232,1,1,prague,208,18,0.164
0.240,12226,8,8640,21.9,20.2,20.1,50.8,1.8,557196,235,1,1,prague,210,18,0.164
0.248,12380,8,11520,21.7,20.2,20.1,50.8,1.8,569850,238,1,1,prague,211,18,0.164
0.254,11761,8,10080,21.5,20.2,20.1,50.8,1.7,546108,239,1,1,prague,213,18,0.153
0.260,12243,8,8640,21.4,20.2,20.1,50.8,1.6,573093,241,1,1,prague,216,18,0.153
0.266,12707,8,8640,21.2,20.1,20.1,50.8,1.5,599104,244,1,1,prague,219,18,0.153
0.273,12856,8,11520,21.1,20.1,20.1,50.8,1.4,609982,247,1,1,prague,220,18,0.153
0.279,12251,8,10080,21.0,20.2,20.1,50.8,1.3,584299,248,1,1,prague,222,18,0.144
