  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:01:28      0.00      0.00
13:01:29      0.00      0.00
13:01:30      0.00      0.07
13:01:31      0.00      0.20
13:01:32      0.07      0.07
13:01:33      0.00      0.00
13:01:34      0.00      0.43
13:01:35      0.00      0.00
13:01:36      0.00      0.00
13:01:37      0.00      0.00
13:01:38      0.00      0.00
13:01:39      0.00      0.00
13:01:40      0.00      0.00
13:01:41      0.00      0.00
13:01:42      0.00      0.00
13:01:43      0.00      0.00
13:01:44      0.00      0.07
13:01:45      0.00      0.07
13:01:46      0.00      0.00
13:01:47      0.00      0.07
13:01:48      0.00      0.00
13:01:49      0.00      0.14
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:01:50      0.00      0.43
13:01:51      0.07      0.00
13:01:52      0.00      0.00
13:01:53      0.00      0.00
13:01:54      0.00      0.00
13:01:55      0.00      0.00
13:01:56      0.00      0.00
13:01:57      0.00      0.00
13:01:58     21.50    614.57
13:01:59     29.28    669.51
13:02:00      9.66    296.85
13:02:01      9.23    401.69
13:02:02      5.55    268.75
13:02:03     11.89    518.38
13:02:04      6.62    292.42
13:02:05     14.29    693.04
13:02:06      7.63    280.89
13:02:07      9.63    521.34
13:02:08      7.57    239.25
13:02:09      5.98    227.44
13:02:10      4.61    186.19
13:02:11      6.72    245.16
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:02:12      6.40    240.73
13:02:13      5.31    225.96
13:02:14      6.23    242.40
13:02:15      5.99    236.30
13:02:16      5.72    209.77
13:02:17      9.60    564.17
13:02:18     10.22    335.41
13:02:19      6.80    320.51
13:02:20      7.39    330.80
13:02:21      6.26    277.55
13:02:22      7.86    372.99
13:02:23     11.83    701.51
13:02:24     11.22    416.49
13:02:25      7.44    449.04
13:02:26     11.71    483.10
13:02:27      5.41    227.53
13:02:28      6.27    191.99
13:02:29      8.20    413.52
13:02:30     12.88    527.31
13:02:31      6.95    293.94
13:02:32      5.85    258.45
13:02:33      5.94    249.60
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:02:34      8.94    499.34
13:02:35      7.80    302.75
13:02:36     11.59    617.62
13:02:37      6.66    220.04
13:02:38     11.11    574.52
13:02:39      7.76    279.13
13:02:40     10.53    601.06
13:02:41      6.51    227.55
13:02:42      9.71    577.49
13:02:43      7.01    254.00
13:02:44      8.75    524.34
13:02:45      9.27    354.45
13:02:46     14.37    821.24
13:02:47      9.96    355.86
13:02:48     14.06    797.44
13:02:49     10.96    407.56
13:02:50      9.50    617.32
13:02:51     10.96    423.86
13:02:52      7.22    360.36
13:02:53     11.27    459.57
13:02:54     11.25    691.18
13:02:55     13.43    488.84
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:02:56      6.33    268.79
13:02:57     13.09    588.07
13:02:58      9.32    503.63
13:02:59     13.36    580.42
13:03:00      9.76    540.47
13:03:01     11.17    557.04
13:03:02      9.76    547.75
13:03:03     13.18    683.79
13:03:04     15.40    827.04
13:03:05     13.76    697.03
13:03:06      7.11    231.87
13:03:07      8.89    376.71
13:03:08      5.97    218.51
13:03:09      9.97    575.95
13:03:10      8.61    252.55
13:03:11      9.93    552.39
13:03:12      7.86    273.42
13:03:13     10.60    592.22
13:03:14      8.27    390.28
13:03:15     13.60    770.93
13:03:16     10.58    523.09
13:03:17     13.56    819.78
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:03:18     11.28    547.93
13:03:19     16.02    852.21
13:03:20      7.74    282.03
13:03:21      8.12    431.49
13:03:22      7.39    282.07
13:03:23      7.52    521.52
13:03:24      9.36    308.66
13:03:25      7.76    487.58
13:03:26      7.05    263.31
13:03:27      7.94    438.63
13:03:28     11.74    468.17
13:03:29      6.93    282.28
13:03:30      6.10    262.88
13:03:31     11.69    691.87
13:03:32     10.16    416.42
13:03:33     14.65    822.58
13:03:34     10.87    456.69
13:03:35     13.84    788.62
13:03:36     11.26    508.03
13:03:37     11.02    630.65
13:03:38      9.37    591.05
13:03:39     12.44    750.18
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:03:40     11.68    583.36
13:03:41     10.75    676.27
13:03:42     12.64    592.50
13:03:43     11.11    580.36
13:03:44     15.37    682.36
13:03:45      7.49    507.05
13:03:46     13.84    703.36
13:03:47     10.73    511.20
13:03:48     14.54    788.89
13:03:49      8.31    451.92
13:03:50     14.55    784.25
13:03:51      9.30    425.39
13:03:52     14.72    839.29
13:03:53      8.48    350.02
13:03:54     13.49    837.37
13:03:55     11.06    354.43
13:03:56     11.88    778.30
13:03:57      8.79    355.89
13:03:58      8.84    484.02
13:03:59      0.00      0.00
13:04:00      0.00      0.00
13:04:01      0.00      0.00
  Time         s2-eth3      
