  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
11:24:34      3.79     87.89
11:24:35     13.11    733.29
11:24:36      9.92    605.72
11:24:37     11.70    768.04
11:24:38      1.08      5.06
11:24:39     11.30    783.36
11:24:40      1.71      7.81
11:24:41     10.40    762.96
11:24:42      2.50     40.42
11:24:43     10.56    724.44
11:24:44      7.48    456.73
11:24:45      9.85    668.14
11:24:46      8.97    570.61
11:24:47      9.64    619.13
11:24:48      3.99    183.54
11:24:49     10.74    565.16
11:24:50     10.99    692.97
11:24:51      8.75    510.51
11:24:52     11.68    772.76
11:24:53     11.96    827.50
11:24:54     11.15    749.25
11:24:55      7.74    530.41
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
11:24:56     11.97    784.84
11:24:57      4.16    284.34
11:24:58     10.55    738.57
11:24:59      4.68    308.24
11:25:00     11.50    673.23
11:25:01      8.04    549.13
11:25:02     10.08    643.82
11:25:03      0.09      4.56
11:25:04      8.56    271.91
11:25:05      9.65    309.93
11:25:06     10.86    300.63
11:25:07      9.60    275.67
11:25:08      9.93    291.57
11:25:09     10.92    280.77
11:25:10      9.73    296.30
11:25:11     10.42    282.10
11:25:12     10.17    292.20
11:25:13      6.24    182.02
11:25:14      7.81    238.32
11:25:15      7.19    220.79
11:25:16      7.94    246.07
11:25:17      2.71     63.88
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
11:25:18      5.92    156.40
11:25:19      0.00      0.00
11:25:20      7.14    198.00
11:25:21      0.63      7.52
11:25:22      3.55    110.96
11:25:23      0.00      0.00
11:25:24      4.30    115.98
11:25:25      0.00      0.07
11:25:26      3.83     97.09
11:25:27      0.00      0.00
11:25:28      4.59    112.93
11:25:29      0.11      0.18
11:25:30      2.79     59.58
11:25:31      0.00      0.00
11:25:32      4.02     89.02
11:25:33      0.47     11.08
11:25:34      2.32     71.64
11:25:35      0.38      6.32
11:25:36      1.37     51.05
11:25:37      2.08     47.87
11:25:38      0.90     36.65
11:25:39      1.42     35.69
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
11:25:40      0.52     25.10
11:25:41      2.46     59.97
11:25:42      0.42      2.59
11:25:43      3.50    111.61
11:25:44      0.16      0.00
11:25:45      2.72     84.27
11:25:46      0.00      0.00
11:25:47      3.74     99.76
11:25:48      0.00      0.00
11:25:49      2.98     95.84
11:25:50      0.00      0.00
11:25:51      7.98    194.49
11:25:52      0.09     19.58
11:25:53      2.79     88.08
11:25:54      0.09     20.37
11:25:55      2.79     95.32
11:25:56      0.09     17.96
11:25:57      2.88     84.29
11:25:58      0.27     30.11
11:25:59      2.41     93.76
11:26:00      0.09     17.19
11:26:01      0.71     29.40
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
11:26:02      0.09     14.29
11:26:03      0.61     33.57
11:26:04      0.09     22.04
11:26:05      2.98     79.95
11:26:06      0.44     37.61
11:26:07      3.45    100.26
11:26:08      3.88    129.50
