  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:09:41      0.00      0.00
16:09:42      0.00      0.00
16:09:43      0.00      0.07
16:09:44      0.00      0.07
16:09:45      0.07      0.20
16:09:46      0.00      0.00
16:09:47      0.00      0.21
16:09:48      0.00      0.00
16:09:49      0.00      0.00
16:09:50      0.00      0.00
16:09:51      0.00      0.00
16:09:52      0.00      0.00
16:09:53      0.00      0.00
16:09:54      0.00      0.00
16:09:55      0.00      0.00
16:09:56      0.00      0.00
16:09:57      0.00      0.00
16:09:58      0.00      0.07
16:09:59      0.00      0.07
16:10:00      0.07      0.00
16:10:01      0.00      0.14
16:10:02      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:10:03      0.00      0.28
16:10:04      0.00      0.00
16:10:05      0.00      0.00
16:10:06      0.00      0.00
16:10:07      0.00      0.00
16:10:08      0.00      0.00
16:10:09      0.00      0.00
16:10:10      0.04      0.04
16:10:11     11.31    333.20
16:10:12     12.52    431.35
16:10:13     12.17    426.83
16:10:14     11.85    422.51
16:10:15     13.03    478.50
16:10:16     12.61    428.72
16:10:17     12.10    431.64
16:10:18     12.00    425.34
16:10:19     12.03    451.93
16:10:20     12.49    427.14
16:10:21     12.34    437.16
16:10:22     12.02    426.82
16:10:23     11.83    426.82
16:10:24     12.14    431.45
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:10:25     12.24    432.73
16:10:26     12.20    428.29
16:10:27     11.88    431.48
16:10:28     10.84    422.45
16:10:29     12.75    462.26
16:10:30     12.23    432.73
16:10:31     12.00    422.39
16:10:32     12.04    429.97
16:10:33     12.17    426.82
16:10:34     12.61    483.01
16:10:35     12.07    422.60
16:10:36     13.98    508.33
16:10:37     11.89    423.95
16:10:38     13.64    509.53
16:10:39     11.46    417.91
16:10:40     13.23    486.11
16:10:41     12.22    428.39
16:10:42     12.97    477.50
16:10:43     12.46    426.95
16:10:44     12.82    471.12
16:10:45     12.29    428.31
16:10:46     12.49    485.89
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:10:47     12.25    420.92
16:10:48     12.98    499.20
16:10:49     12.34    425.52
16:10:50     12.24    420.92
