time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.010,21454,14,0,21.3,20.4,20.4,21.5,4.8,1256442,5,1,1,prague,4,0,0.000
0.005,23732,16,55,23.8,31.7,20.4,31.7,6.9,1248842,8,1,1,prague,7,0,0.000
0.006,24947,17,55,25.0,28.4,20.4,31.7,3.9,1248798,16,1,1,prague,15,0,0.000
0.005,25197,17,0,25.2,27.0,20.4,31.7,3.5,1248810,17,1,1,prague,17,0,0.000
0.026,28146,19,23040,25.3,26.0,20.4,31.7,2.8,1389404,35,1,1,prague,19,0,0.000
0.029,30994,21,25920,25.8,29.0,20.4,31.7,3.0,1502753,39,1,1,prague,21,0,0.000
0.032,33842,23,28800,25.9,26.7,20.4,31.7,2.5,1633553,43,1,1,prague,23,0,0.000
0.036,36690,25,31680,26.5,30.4,20.4,31.7,3.0,1733276,47,1,1,prague,25,0,0.000
0.039,39538,27,34560,27.1,31.3,20.4,31.7,3.4,1826471,51,1,1,prague,27,0,0.000
0.043,42386,29,37440,27.7,32.5,20.4,32.5,3.9,1910174,55,1,1,prague,29,0,0.000
0.046,45234,31,40320,28.5,33.9,20.4,33.9,4.5,1983529,59,1,1,prague,31,0,0.000
0.073,23819,16,23095,33.4,40.5,20.4,40.5,5.5,712589,64,1,1,prague,45,2,0.000
0.077,23980,16,21655,34.3,40.3,20.4,40.5,5.9,699370,65,1,1,prague,46,3,0.000
0.080,24134,16,21655,35.5,43.7,20.4,43.7,6.7,680540,67,1,1,prague,46,5,0.000
0.083,24281,16,21655,36.5,44.0,20.4,44.0,7.2,664759,69,1,1,prague,46,7,0.000
0.087,24422,16,21655,37.9,47.4,20.4,47.4,8.1,644669,71,1,1,prague,46,9,0.000
0.090,24557,17,21655,39.1,47.4,20.4,47.4,8.5,628538,73,1,1,prague,46,11,0.000
0.095,24687,17,23095,40.5,50.8,20.4,50.8,9.3,609059,76,1,1,prague,46,13,0.000
0.097,24812,17,21655,41.8,50.5,20.4,50.8,9.4,593886,77,1,1,prague,46,15,0.000
0.105,18556,12,17335,39.9,28.8,20.4,53.9,11.6,464992,80,1,1,prague,49,18,0.531
0.109,18719,12,15895,38.5,28.9,20.4,53.9,11.4,485829,81,1,1,prague,51,18,0.531
0.112,18882,13,15895,37.3,28.9,20.4,53.9,11.0,505948,83,1,1,prague,53,18,0.531
0.117,19042,13,15895,36.3,28.8,20.4,53.9,10.4,525180,85,1,1,prague,54,19,0.531
0.119,19202,13,14455,35.3,28.8,20.4,53.9,9.6,543488,86,1,1,prague,56,19,0.531
0.122,19362,13,13015,34.4,27.8,20.4,53.9,9.1,563110,87,1,1,prague,58,19,0.531
0.127,19522,13,13015,33.4,26.5,20.4,53.9,8.8,584596,89,1,1,prague,60,19,0.531
0.131,14733,10,12960,32.0,22.0,20.4,53.9,9.4,460795,90,1,1,prague,62,19,0.502
0.133,14947,10,11520,30.7,22.0,20.4,53.9,9.6,486397,91,1,1,prague,64,19,0.502
0.136,15160,10,10080,29.4,20.2,20.2,53.9,9.8,515348,92,1,1,prague,66,19,0.502
0.142,15371,10,10080,28.3,20.2,20.2,53.9,9.7,543778,94,1,1,prague,68,19,0.502
0.147,15580,10,10080,27.3,20.2,20.2,53.9,9.3,571701,96,1,1,prague,70,19,0.502
0.152,15788,10,10080,26.4,20.2,20.2,53.9,8.7,598733,98,1,1,prague,72,19,0.502
0.157,12350,8,10080,25.6,20.2,20.2,53.9,8.1,482497,100,1,1,prague,74,19,0.470
0.163,12615,8,10080,24.9,20.4,20.2,53.9,7.4,505692,102,1,1,prague,76,19,0.470
0.168,12876,8,10080,24.4,20.2,20.2,53.9,6.7,528766,104,1,1,prague,78,19,0.470
0.174,13133,9,10080,23.8,20.3,20.2,53.9,6.0,550765,106,1,1,prague,80,19,0.470
0.179,13386,9,10080,23.4,20.4,20.2,53.9,5.4,571733,108,1,1,prague,82,19,0.470
