time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.011,21900,15,0,21.0,20.2,20.2,21.3,4.7,1302021,5,1,1,prague,4,0,0.000
0.008,24397,16,0,23.6,31.9,20.2,31.9,7.1,1294298,7,1,1,prague,7,0,0.000
0.006,26683,18,0,25.1,20.2,20.2,32.0,5.1,1330371,15,1,1,prague,15,0,0.000
0.008,26683,18,0,25.3,26.9,20.2,32.0,4.3,1318330,16,1,1,prague,16,0,0.000
0.028,29531,20,24480,25.7,28.2,20.2,32.0,3.9,1438683,35,1,1,prague,18,0,0.000
0.031,32379,22,27360,26.4,31.4,20.2,32.0,4.4,1534607,39,1,1,prague,20,0,0.000
0.035,35227,24,30240,26.4,26.7,20.2,32.0,3.4,1666871,43,1,1,prague,22,0,0.000
0.038,38075,26,33120,26.9,30.1,20.2,32.0,3.5,1770600,47,1,1,prague,24,0,0.000
0.042,40923,28,36000,27.5,32.0,20.2,32.0,3.9,1858987,51,1,1,prague,26,0,0.000
0.045,43771,30,38880,28.2,33.2,20.2,33.2,4.3,1938760,55,1,1,prague,28,0,0.000
0.072,23087,16,21655,32.7,37.2,20.2,37.2,4.4,706607,60,1,1,prague,41,3,0.000
0.076,23253,16,20215,33.7,40.6,20.2,40.6,5.3,690799,61,1,1,prague,43,3,0.000
0.079,23410,16,21655,34.5,40.5,20.2,40.6,5.7,678157,64,1,1,prague,43,5,0.000
0.082,23560,16,21655,35.7,43.9,20.2,43.9,6.6,659980,66,1,1,prague,43,7,0.000
0.086,23703,16,21655,36.7,44.0,20.2,44.0,7.0,645313,68,1,1,prague,43,9,0.000
0.089,23840,16,21655,38.1,47.3,20.2,47.3,7.9,626428,70,1,1,prague,43,11,0.000
0.093,23972,16,21655,39.2,47.3,20.2,47.3,8.3,611343,72,1,1,prague,43,13,0.000
0.096,24098,16,20215,40.6,50.7,20.2,50.7,9.1,592875,73,1,1,prague,43,15,0.000
0.104,18448,12,15840,38.1,28.8,20.2,50.7,10.5,483831,75,1,1,prague,47,17,0.500
0.108,18613,12,15840,37.0,28.8,20.2,50.7,10.2,503557,77,1,1,prague,49,17,0.500
0.113,18778,13,15840,35.9,28.8,20.2,50.7,9.7,522438,79,1,1,prague,51,17,0.500
0.116,18943,13,14400,34.9,27.7,20.2,50.7,9.3,542639,80,1,1,prague,53,17,0.500
0.118,19108,13,12960,33.9,26.7,20.2,50.7,9.0,564007,81,1,1,prague,55,17,0.500
0.123,19273,13,12960,32.8,25.4,20.2,50.7,8.9,587215,83,1,1,prague,57,17,0.500
0.126,19438,13,11520,31.2,20.3,20.2,50.7,9.8,622016,84,1,1,prague,59,17,0.500
0.130,15098,10,11520,29.9,20.3,20.2,50.7,10.1,505355,86,1,1,prague,61,17,0.469
0.133,15311,10,10080,28.7,20.2,20.2,50.7,10.0,534191,87,1,1,prague,63,17,0.469
0.138,15523,10,10080,27.6,20.1,20.1,50.7,9.6,562570,89,1,1,prague,65,17,0.469
0.146,15733,10,11520,26.7,20.2,20.1,50.7,9.1,590024,92,1,1,prague,67,17,0.469
0.148,15942,11,10080,25.8,20.1,20.1,50.7,8.5,616831,93,1,1,prague,69,17,0.469
0.156,12705,8,11520,25.1,20.1,20.1,50.7,7.8,505591,96,1,1,prague,71,17,0.439
0.159,12966,9,10080,24.5,20.1,20.1,50.7,7.1,529138,97,1,1,prague,73,17,0.439
0.164,13223,9,10080,24.0,20.1,20.1,50.7,6.4,552016,99,1,1,prague,75,17,0.439
0.169,13476,9,10080,23.5,20.2,20.1,50.7,5.8,573935,101,1,1,prague,77,17,0.439
