time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,25.7,21.0,21.0,28.1,7.8,747168,5,1,1,prague,4,0,0.000
0.006,15360,10,55,26.2,27.9,21.0,28.1,5.2,732964,8,1,1,prague,7,0,0.000
0.005,15360,10,55,25.2,23.7,21.0,28.1,3.1,762358,16,1,1,prague,15,0,0.000
0.007,15360,10,0,25.3,26.0,21.0,28.1,2.5,759163,17,1,1,prague,17,0,0.000
0.027,18208,12,12960,25.5,27.3,21.0,28.1,2.4,891046,28,1,1,prague,19,0,0.000
0.031,18208,12,15840,25.3,23.4,21.0,28.1,2.3,900672,32,1,1,prague,21,0,0.000
0.034,18208,12,15840,25.1,24.2,21.0,28.1,2.0,905510,34,1,1,prague,23,0,0.000
0.037,21056,14,15840,24.9,23.4,21.0,28.1,1.9,1056179,36,1,1,prague,25,0,0.000
0.042,21056,14,18720,24.7,23.2,21.0,28.1,1.9,1065630,40,1,1,prague,27,0,0.000
0.048,23904,16,18720,24.2,20.3,20.3,28.1,2.5,1237113,42,1,1,prague,29,0,0.000
0.049,26752,18,21600,23.9,21.8,20.3,28.1,2.5,1401685,46,1,1,prague,31,0,0.000
0.053,26752,18,24480,23.6,22.0,20.3,28.1,2.3,1415150,50,1,1,prague,33,0,0.000
0.056,29600,20,24480,23.4,22.1,20.3,28.1,2.1,1578363,52,1,1,prague,35,0,0.000
0.059,32448,22,27360,23.3,22.0,20.3,28.1,1.9,1743391,56,1,1,prague,37,0,0.000
0.063,35296,24,30240,23.3,23.5,20.3,28.1,1.5,1893887,60,1,1,prague,39,0,0.000
0.066,38144,26,33120,23.4,24.2,20.3,28.1,1.4,2036910,64,1,1,prague,41,0,0.000
0.070,40992,28,36000,23.2,21.8,20.3,28.1,1.4,2207954,68,1,1,prague,43,0,0.000
