time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,15360,10,0,22.0,20.9,20.9,22.3,5.0,872806,5,1,1,prague,4,0,0.000
0.006,15360,10,0,23.2,27.3,20.9,27.3,5.0,826019,7,1,1,prague,7,0,0.000
0.005,15360,10,0,23.8,24.0,20.9,27.3,2.2,807503,14,1,1,prague,14,0,0.000
0.007,15360,10,0,24.1,26.3,20.9,27.3,2.3,797143,15,1,1,prague,15,0,0.000
0.027,18208,12,12960,24.5,27.3,20.9,27.3,2.5,929662,27,1,1,prague,17,0,0.000
0.031,18208,12,15840,24.3,23.3,20.9,27.3,2.2,935163,31,1,1,prague,19,0,0.000
0.034,21056,14,15840,24.3,24.3,20.9,27.3,1.6,1081525,33,1,1,prague,21,0,0.000
0.038,21056,14,18720,24.3,24.1,20.9,27.3,1.3,1082904,37,1,1,prague,23,0,0.000
0.040,21056,14,18720,24.2,23.7,20.9,27.3,1.1,1086480,38,1,1,prague,24,0,0.000
0.042,23904,16,18720,24.1,23.5,20.9,27.3,1.0,1238189,40,1,1,prague,26,0,0.000
0.048,26752,18,21600,23.6,20.2,20.2,27.3,1.8,1414671,44,1,1,prague,28,0,0.000
0.051,26752,18,24480,23.5,22.2,20.2,27.3,1.7,1425708,48,1,1,prague,30,0,0.000
0.054,29600,20,24480,23.3,22.5,20.2,27.3,1.5,1585397,50,1,1,prague,32,0,0.000
0.058,32448,22,27360,23.3,23.2,20.2,27.3,1.1,1738906,54,1,1,prague,34,0,0.000
0.061,35296,24,30240,23.4,24.1,20.2,27.3,1.0,1884020,58,1,1,prague,36,0,0.000
0.064,38144,26,33120,23.5,24.2,20.2,27.3,1.0,2027555,62,1,1,prague,38,0,0.000
0.068,40992,28,36000,23.7,25.3,20.2,27.3,1.2,2158291,66,1,1,prague,40,0,0.000
