  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:59:08      0.00      0.00
13:59:09      0.00      0.00
13:59:10      0.00      0.07
13:59:11      0.00      0.21
13:59:12      0.07      0.07
13:59:13      0.00      0.00
13:59:14      0.00      0.21
13:59:15      0.00      0.00
13:59:16      0.00      0.00
13:59:17      0.00      0.00
13:59:18      0.00      0.00
13:59:19      0.00      0.00
13:59:20      0.00      0.00
13:59:21      0.00      0.00
13:59:22      0.00      0.00
13:59:23      0.00      0.00
13:59:24      0.00      0.07
13:59:25      0.00      0.00
13:59:26      0.00      0.07
13:59:27      0.00      0.14
13:59:28      0.07      0.00
13:59:29      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:59:30      0.00      0.28
13:59:31      0.00      0.00
13:59:32      0.00      0.00
13:59:33      0.00      0.00
13:59:34      0.00      0.00
13:59:35      0.00      0.00
13:59:36      0.00      0.00
13:59:37      0.04      0.04
13:59:38     12.24    376.41
13:59:39     21.84    656.30
13:59:40     11.99    534.61
13:59:41      9.85    512.93
13:59:42     10.49    565.65
13:59:43     11.95    531.71
13:59:44     11.39    698.53
13:59:45      8.27    508.29
13:59:46     14.43    791.58
13:59:47     11.71    562.68
13:59:48     13.04    694.10
13:59:49      8.57    546.72
13:59:50     12.41    739.87
13:59:51     10.37    543.47
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
13:59:52     10.54    734.01
13:59:53     12.43    642.80
13:59:54     11.28    618.81
13:59:55     10.94    635.12
13:59:56     13.44    609.92
13:59:57     11.62    639.86
13:59:58     10.36    604.01
13:59:59     11.07    632.15
14:00:00     11.89    593.68
14:00:01     11.69    676.87
14:00:02      8.99    544.16
14:00:03      9.47    651.31
14:00:04     15.40    702.20
14:00:05     10.62    731.12
14:00:06     10.66    536.11
14:00:07     12.86    749.40
14:00:08     10.65    570.08
14:00:09     12.05    557.16
14:00:10      9.20    552.43
14:00:11     14.02    761.11
14:00:12     10.88    490.35
14:00:13     13.69    754.68
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
14:00:14      8.68    496.20
14:00:15     13.96    788.91
14:00:16      8.86    459.40
14:00:17     10.87    725.71
14:00:18      8.84    479.97
14:00:19     14.73    754.85
14:00:20     10.22    524.28
14:00:21     11.74    687.15
14:00:22      9.48    568.59
14:00:23     14.61    854.12
14:00:24     11.77    567.10
14:00:25     13.38    756.59
14:00:26      9.10    518.42
14:00:27     13.06    739.92
14:00:28     11.51    567.09
14:00:29     12.24    793.05
14:00:30     10.15    551.39
14:00:31     12.12    688.33
14:00:32     11.11    657.20
14:00:33     11.48    570.05
14:00:34     10.90    623.41
14:00:35     12.59    574.48
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
14:00:36     10.29    607.58
14:00:37     12.54    666.05
14:00:38     11.30    674.90
14:00:39     11.96    614.86
14:00:40     12.74    692.65
14:00:41     11.26    567.09
14:00:42     10.82    713.32
14:00:43      7.98    543.76
14:00:44      9.92    714.79
14:00:45     11.27    564.21
14:00:46     11.32    710.35
14:00:47      8.34    500.80
14:00:48     12.85    775.29
14:00:49     11.63    564.16
14:00:50     12.22    636.53
14:00:51     12.09    582.31
14:00:52     13.10    639.45
14:00:53      8.77    509.77
14:00:54     12.10    747.99
14:00:55     10.20    577.43
14:00:56     14.03    721.06
14:00:57     10.15    575.97
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
14:00:58     10.07    654.24
14:00:59     11.12    540.90
14:01:00     12.66    685.38
14:01:01      9.77    498.16
14:01:02     12.02    719.21
14:01:03     10.94    604.04
14:01:04     13.82    804.89
14:01:05     10.59    616.28
14:01:06     12.62    695.68
14:01:07     10.51    567.15
14:01:08     10.72    698.55
14:01:09      9.74    576.32
14:01:10      8.64    603.15
14:01:11      9.01    633.56
14:01:12     13.31    617.31
14:01:13     11.17    641.01
14:01:14     11.63    574.89
14:01:15     11.72    688.22
14:01:16     10.96    590.78
14:01:17     12.52    530.19
14:01:18      7.17    449.19
14:01:19     12.96    855.47
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
14:01:20      8.91    596.63
14:01:21     13.01    677.94
14:01:22      9.67    562.66
14:01:23     12.65    679.57
14:01:24      9.80    585.15
14:01:25     10.58    602.54
14:01:26     10.69    618.81
14:01:27     11.67    592.61
14:01:28     10.25    660.80
14:01:29     10.00    533.14
14:01:30     12.92    674.89
14:01:31     12.78    685.91
14:01:32     10.28    678.08
14:01:33     11.09    602.98
14:01:34     12.00    704.46
14:01:35     12.05    604.64
14:01:36     12.37    745.80
14:01:37     10.21    513.93
14:01:38      6.12    256.66
14:01:39      0.00      0.00
14:01:40      0.00      0.00
14:01:41      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
14:01:42      0.00      0.00
14:01:43      0.00      0.00
14:01:44      0.00      0.00
14:01:45      0.00      0.00
14:01:46      0.00      0.00
14:01:47      0.00      0.00
14:01:48      0.00      0.00
14:01:49      0.00      0.00
14:01:50      0.00      0.00
14:01:51      0.00      0.00
14:01:52      0.00      0.00
14:01:53      0.00      0.00
14:01:54      0.00      0.00
14:01:55      0.00      0.00
14:01:56      0.00      0.00
14:01:57      0.00      0.00
14:01:58      0.00      0.00
14:01:59      0.00      0.00
14:02:00      0.00      0.00
14:02:01      0.00      0.00
14:02:02      0.00      0.00
14:02:03      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
14:02:04      0.00      0.00
14:02:05      0.00      0.00
14:02:06      0.00      0.00
14:02:07      0.00      0.00
14:02:08      0.00      0.00
14:02:09      0.00      0.00
14:02:10      0.00      0.00
14:02:11      0.00      0.00
14:02:12      0.00      0.00
14:02:13      0.00      0.00
14:02:14      0.00      0.00
14:02:15      0.00      0.00
14:02:16      0.00      0.00
14:02:17      0.00      0.00
14:02:18      0.00      0.00
14:02:19      0.00      0.00
14:02:20      0.00      0.00
14:02:21      0.00      0.00
14:02:22      0.00      0.00
14:02:23      0.00      0.00
14:02:24      0.00      0.00
14:02:25      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
14:02:26      0.00      0.00
14:02:27      0.00      0.00
