time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,18633,12,0,21.6,20.4,20.4,22.6,6.6,1080098,5,1,1,prague,4,0,0.000
0.005,19667,13,55,22.9,27.5,20.4,27.5,6.1,1071841,8,1,1,prague,7,0,0.000
0.017,40772,28,0,47.5,94.6,20.4,100.9,38.3,1071841,15,1,1,prague,15,0,0.000
0.007,40772,28,0,46.5,39.2,20.4,100.9,30.8,1095974,16,1,1,prague,16,0,0.000
0.027,40772,28,36000,44.1,27.4,20.4,100.9,27.9,1155275,43,1,1,prague,18,0,0.000
0.031,40772,28,37440,42.4,30.7,20.4,100.9,24.3,1200985,46,1,1,prague,20,0,0.000
0.035,40772,28,38880,41.4,34.1,20.4,100.9,20.3,1231336,49,1,1,prague,22,0,0.000
0.038,40772,28,38880,40.0,30.2,20.4,100.9,18.0,1274602,51,1,1,prague,24,0,0.000
0.041,43620,30,38880,39.2,33.7,20.4,100.9,15.1,1390766,53,1,1,prague,26,0,0.000
0.044,46468,32,41760,38.9,36.9,20.4,100.9,11.9,1492650,57,1,1,prague,28,0,0.000
0.075,24406,16,21655,41.2,44.8,20.4,100.9,3.7,592033,62,1,1,prague,33,13,0.000
0.078,24521,17,21655,41.8,45.8,20.4,100.9,3.9,586739,64,1,1,prague,33,15,0.000
0.082,24631,17,21655,42.4,46.3,20.4,100.9,4.0,581564,66,1,1,prague,33,17,0.000
0.085,24736,17,23095,43.0,47.4,20.4,100.9,4.3,575523,69,1,1,prague,33,19,0.000
0.089,24837,17,23095,43.5,47.1,20.4,100.9,4.3,570978,71,1,1,prague,33,21,0.000
0.092,24934,17,21655,44.4,50.4,20.4,100.9,4.9,562006,72,1,1,prague,33,23,0.000
0.097,25027,17,21655,45.2,50.8,20.4,100.9,5.3,554062,74,1,1,prague,33,25,0.000
0.100,25117,17,20215,46.2,53.1,20.4,100.9,6.0,544129,75,1,1,prague,33,27,0.000
0.102,25161,17,20160,46.8,51.0,20.4,100.9,5.7,537973,76,1,1,prague,33,29,0.000
0.111,15256,10,13015,40.9,29.0,20.4,100.9,11.2,372843,78,1,1,prague,38,30,0.823
0.114,15409,10,13015,39.4,29.0,20.4,100.9,11.4,390793,80,1,1,prague,40,30,0.823
0.118,15564,10,11575,38.0,28.0,20.4,100.9,11.4,409589,81,1,1,prague,42,30,0.823
0.121,15720,10,10135,36.6,26.5,20.4,100.9,11.4,430013,82,1,1,prague,44,30,0.823
0.124,15877,11,8695,35.0,24.3,20.4,100.9,11.6,453240,83,1,1,prague,46,30,0.823
0.130,15958,11,10080,33.3,20.9,20.4,100.9,12.2,479694,85,1,1,prague,48,30,0.823
0.132,10034,6,8640,31.7,20.7,20.4,100.9,12.3,503502,86,1,1,prague,50,30,0.775
0.138,10293,7,7200,30.3,20.5,20.4,100.9,12.0,503502,87,1,1,prague,52,30,0.775
0.145,10549,7,8640,29.1,20.5,20.4,100.9,11.5,503502,90,1,1,prague,54,30,0.775
0.151,10802,7,8640,28.0,20.4,20.4,100.9,10.8,503502,92,1,1,prague,56,30,0.775
0.161,7645,5,5760,26.5,22.3,20.4,100.9,8.6,503502,94,1,1,prague,60,30,0.727
0.166,8006,5,5760,25.7,20.4,20.4,100.9,8.0,503502,96,1,1,prague,62,30,0.727
0.171,8354,5,5760,25.0,20.3,20.3,100.9,7.3,503502,98,1,1,prague,64,30,0.727
0.181,6022,4,5760,24.4,20.3,20.3,100.9,6.7,503502,100,1,1,prague,66,30,0.681
0.186,6494,4,4320,23.9,20.4,20.3,100.9,6.0,503502,101,1,1,prague,68,30,0.681
0.191,6935,4,4320,23.5,20.3,20.3,100.9,5.4,503502,103,1,1,prague,70,30,0.681
0.206,5336,3,4320,23.1,20.2,20.2,100.9,4.9,503502,105,1,1,prague,72,30,0.638
0.211,5608,3,4320,22.7,20.2,20.2,100.9,4.4,503502,106,1,1,prague,73,30,0.638
0.212,6130,4,2880,22.4,20.3,20.2,100.9,3.9,503502,107,1,1,prague,75,30,0.638
0.232,6369,4,5760,22.8,25.4,20.2,100.9,3.7,503502,110,1,1,prague,76,30,0.638
0.232,5128,3,4320,22.5,20.2,20.2,100.9,3.4,503502,111,1,1,prague,78,30,0.598
0.235,5709,3,2880,22.6,23.4,20.2,100.9,2.8,503502,112,1,1,prague,80,30,0.598
0.252,6234,4,2880,22.3,20.4,20.2,100.9,2.6,503502,114,1,1,prague,82,30,0.598
0.256,5162,3,4320,22.1,20.5,20.2,100.9,2.4,503502,117,1,1,prague,84,30,0.560
0.274,5750,3,2880,21.9,21.0,20.2,100.9,2.1,503502,118,1,1,prague,86,30,0.560
0.277,6281,4,2880,21.8,20.8,20.2,100.9,1.8,503502,120,1,1,prague,88,30,0.560
0.295,5298,3,4320,21.7,20.9,20.2,100.9,1.6,503502,123,1,1,prague,90,30,0.524
0.298,5881,4,2880,21.6,21.2,20.2,100.9,1.3,503502,124,1,1,prague,92,30,0.524
0.305,6144,4,5760,21.8,22.8,20.2,100.9,1.3,503502,127,1,1,prague,93,30,0.524
0.321,5986,4,1440,21.8,22.2,20.2,100.9,1.1,503502,128,1,1,prague,97,30,0.491
0.331,6248,4,5760,21.7,20.6,20.2,100.9,1.1,503502,132,1,1,prague,98,30,0.491
0.347,6129,4,1440,22.0,24.2,20.2,100.9,1.5,503502,133,1,1,prague,102,30,0.460
0.357,6387,4,5760,21.8,20.5,20.2,100.9,1.5,503502,137,1,1,prague,103,30,0.460
0.373,6289,4,1440,22.1,24.2,20.2,100.9,1.7,503502,138,1,1,prague,107,30,0.431
