time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.009,3072,2,0,21.4,20.4,20.4,22.3,6.5,896986,5,1,1,cubic
0.022,4717,3,0,32.8,20.5,20.4,180.1,25.2,896986,11,2,2,cubic
0.043,10413,7,0,35.1,42.6,20.4,180.1,18.1,896986,15,2,2,cubic
0.006,10413,7,0,31.7,20.5,20.4,180.1,16.1,896986,18,2,2,cubic
0.006,10413,7,0,31.0,26.6,20.4,180.1,13.4,896986,19,2,2,cubic
0.027,21805,15,0,29.2,26.6,20.4,180.1,6.6,934040,27,2,2,cubic
0.047,21805,15,20160,28.1,20.2,20.2,180.1,7.2,971459,43,2,2,cubic
0.050,24653,17,20160,27.4,23.1,20.2,180.1,6.6,1122918,45,2,2,cubic
0.054,24653,17,21600,26.9,23.3,20.2,180.1,6.0,1144564,48,2,2,cubic
0.057,24653,17,23040,26.5,23.2,20.2,180.1,5.4,1164811,51,2,2,cubic
0.060,27501,19,23040,26.2,24.0,20.2,180.1,4.7,1314428,53,2,2,cubic
0.064,27501,19,25920,25.9,24.1,20.2,180.1,4.0,1327678,57,2,2,cubic
0.067,30349,21,25920,25.7,24.0,20.2,180.1,3.5,1478419,59,2,2,cubic
0.071,33197,23,28800,25.6,25.0,20.2,180.1,2.8,1622468,63,2,2,cubic
0.074,36045,25,31680,25.5,25.3,20.2,180.1,2.1,1763799,67,2,2,cubic
0.077,38893,27,34560,25.6,25.9,20.2,180.1,1.7,1899814,71,2,2,cubic
0.081,41741,28,37440,25.8,27.0,20.2,180.1,1.6,2024532,76,2,2,cubic
0.084,44589,30,38880,26.0,27.9,20.2,180.1,1.8,2140408,79,2,2,cubic
0.087,47437,32,41760,26.4,28.8,20.2,180.1,2.0,2247602,83,2,2,cubic
0.091,50285,34,44640,26.8,30.0,20.2,180.1,2.4,2342410,87,2,2,cubic
0.094,53133,36,47520,27.4,31.1,20.2,180.1,2.9,2426518,91,2,2,cubic
0.098,55981,38,50400,28.0,32.4,20.2,180.1,3.4,2499508,95,2,2,cubic
