time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.008,15360,10,0,21.2,20.1,20.1,21.4,4.8,904508,5,1,1,prague,4,0,0.000
0.009,15360,10,0,23.2,29.7,20.1,29.7,6.2,827194,7,1,1,prague,7,0,0.000
0.007,15360,10,0,23.9,24.4,20.1,29.7,2.8,801737,14,1,1,prague,14,0,0.000
0.009,15360,10,0,24.5,28.3,20.1,29.7,3.2,783961,15,1,1,prague,15,0,0.000
0.030,18208,12,12960,25.1,29.7,20.1,29.7,3.7,905366,26,1,1,prague,17,0,0.000
0.033,18208,12,15840,24.9,23.3,20.1,29.7,3.2,913652,30,1,1,prague,19,0,0.000
0.036,18208,12,15840,24.8,24.3,20.1,29.7,2.6,916411,32,1,1,prague,21,0,0.000
0.040,21056,14,15840,24.7,24.0,20.1,29.7,2.1,1064208,34,1,1,prague,23,0,0.000
0.044,21056,14,18720,24.6,23.7,20.1,29.7,1.9,1069962,38,1,1,prague,25,0,0.000
0.050,23904,16,18720,24.1,20.2,20.1,29.7,2.5,1242205,40,1,1,prague,27,0,0.000
0.052,26752,18,21600,23.8,21.8,20.1,29.7,2.4,1406756,44,1,1,prague,29,0,0.000
0.055,26752,18,24480,23.6,22.1,20.1,29.7,2.2,1419415,48,1,1,prague,31,0,0.000
0.058,29600,20,24480,23.4,22.0,20.1,29.7,2.1,1583429,50,1,1,prague,33,0,0.000
0.062,32448,22,27360,23.2,22.0,20.1,29.7,1.9,1748200,54,1,1,prague,35,0,0.000
0.065,35296,24,30240,23.3,23.6,20.1,29.7,1.5,1897144,58,1,1,prague,37,0,0.000
0.069,38144,26,33120,23.4,24.4,20.1,29.7,1.4,2037345,62,1,1,prague,39,0,0.000
0.072,40992,28,36000,23.2,21.9,20.1,29.7,1.5,2207573,66,1,1,prague,41,0,0.000
0.075,43840,30,38880,23.5,25.2,20.1,29.7,1.6,2336289,70,1,1,prague,43,0,0.000
0.079,46688,32,41760,23.9,27.0,20.1,29.7,2.1,2441432,74,1,1,prague,45,0,0.000
0.082,49536,34,44640,24.5,28.8,20.1,29.7,2.8,2525903,78,1,1,prague,47,0,0.000
0.086,52384,36,47520,25.2,30.2,20.1,30.2,3.5,2596146,82,1,1,prague,49,0,0.000
0.089,55232,38,50400,25.9,30.5,20.1,30.5,3.9,2667903,86,1,1,prague,51,0,0.000
0.092,58080,40,53280,26.8,33.3,20.1,33.3,4.8,2708753,90,1,1,prague,53,0,0.000
0.096,60928,42,56160,27.7,33.7,20.1,33.7,5.3,2753235,94,1,1,prague,55,0,0.000
0.099,63776,44,59040,28.8,36.6,20.1,36.6,6.2,2769882,98,1,1,prague,57,0,0.000
