time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.007,3072,2,0,21.2,20.1,20.1,21.4,4.8,904380,5,1,1,cubic
0.005,3072,2,0,22.8,28.0,20.1,28.0,5.5,904380,7,1,1,cubic
0.026,5920,4,1440,23.2,25.6,20.1,28.0,4.8,904380,10,1,1,cubic
0.005,7344,5,0,22.7,20.4,20.1,28.0,3.6,904380,14,1,1,cubic
0.007,7344,5,0,23.2,26.1,20.1,28.0,3.6,904380,15,1,1,cubic
0.027,11759,8,0,24.6,27.4,20.1,28.0,3.6,478942,21,1,1,cubic
0.049,11830,8,8640,24.0,20.2,20.1,28.0,3.8,492649,29,1,1,cubic
0.054,11851,8,8640,23.5,20.2,20.1,28.0,3.8,503654,31,1,1,cubic
0.060,11870,8,8640,23.1,20.2,20.1,28.0,3.7,513652,33,1,1,cubic
0.068,11891,8,10080,22.7,20.2,20.1,28.0,3.5,522934,36,1,1,cubic
0.074,11910,8,10080,22.4,20.3,20.1,28.0,3.2,530866,38,1,1,cubic
0.079,11930,8,10080,22.2,20.2,20.1,28.0,3.0,538357,40,1,1,cubic
0.085,11949,8,10080,21.9,20.3,20.1,28.0,2.7,544944,42,1,1,cubic
0.090,11966,8,10080,21.7,20.4,20.1,28.0,2.4,550641,44,1,1,cubic
0.095,11985,8,10080,21.6,20.6,20.1,28.0,2.1,555220,46,1,1,cubic
0.100,12001,8,10080,21.4,20.5,20.1,28.0,1.8,559539,48,1,1,cubic
0.106,12019,8,10080,21.3,20.6,20.1,28.0,1.6,563188,50,1,1,cubic
0.111,12321,8,10080,21.2,20.5,20.1,28.0,1.4,580084,52,1,1,cubic
0.115,12654,8,10080,21.1,20.4,20.1,28.0,1.3,598637,54,1,1,cubic
0.121,12978,9,10080,21.1,20.6,20.1,28.0,1.1,615946,56,1,1,cubic
0.127,13294,9,11520,21.0,20.5,20.1,28.0,0.9,632987,60,1,1,cubic
0.131,13603,9,11520,20.9,20.5,20.1,28.0,0.8,649555,62,1,1,cubic
0.136,13904,9,11520,20.9,20.5,20.1,28.0,0.7,665645,64,1,1,cubic
0.142,14199,9,11520,20.8,20.5,20.1,28.0,0.7,681530,66,1,1,cubic
0.145,14488,10,11520,20.8,20.5,20.1,28.0,0.6,696806,68,1,1,cubic
0.150,14771,10,12960,20.8,20.5,20.1,28.0,0.5,711821,71,1,1,cubic
0.155,15049,10,12960,20.7,20.5,20.1,28.0,0.4,726197,73,1,1,cubic
0.159,15321,10,12960,20.7,20.5,20.1,28.0,0.4,740180,75,1,1,cubic
0.163,15589,10,12960,20.7,20.3,20.1,28.0,0.4,754769,77,1,1,cubic
0.167,15852,11,12960,20.6,20.5,20.1,28.0,0.3,768395,79,1,1,cubic
0.171,16111,11,14400,20.6,20.6,20.1,28.0,0.3,781139,82,1,1,cubic
0.176,16365,11,14400,20.6,20.7,20.1,28.0,0.2,793300,84,1,1,cubic
0.179,16616,11,14400,20.6,20.6,20.1,28.0,0.1,805428,86,1,1,cubic
0.183,16862,11,14400,20.6,20.6,20.1,28.0,0.1,817670,88,1,1,cubic
0.188,17106,11,14400,20.6,20.4,20.1,28.0,0.1,830388,90,1,1,cubic
0.191,17345,12,14400,20.6,20.5,20.1,28.0,0.1,842521,92,1,1,cubic
0.194,17582,12,15840,20.6,20.5,20.1,28.0,0.1,854573,95,1,1,cubic
0.198,17815,12,15840,20.6,20.5,20.1,28.0,0.1,866488,97,1,1,cubic
