time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,15360,10,0,23.2,27.3,22.5,27.3,6.1,826980,4,1,1,prague,3,0,0.000
0.010,15360,10,0,24.0,26.6,22.5,27.3,4.8,800033,6,1,1,prague,6,0,0.000
0.005,15360,10,0,24.5,23.9,22.5,30.2,2.6,784377,13,1,1,prague,13,0,0.000
0.006,15360,10,0,24.7,26.2,22.5,30.2,2.4,777516,14,1,1,prague,14,0,0.000
0.027,18208,12,12960,24.9,26.6,22.5,30.2,2.2,913029,25,1,1,prague,16,0,0.000
0.030,18208,12,15840,24.7,23.3,22.5,30.2,2.1,920339,29,1,1,prague,18,0,0.000
0.033,21056,14,15840,24.7,24.3,22.5,30.2,1.7,1066753,31,1,1,prague,20,0,0.000
0.038,21056,14,18720,24.5,23.5,22.5,30.2,1.5,1073103,35,1,1,prague,22,0,0.000
0.041,21056,14,18720,24.4,23.4,22.5,30.2,1.4,1079219,37,1,1,prague,24,0,0.000
0.047,23904,16,18720,23.9,20.2,20.2,30.2,2.1,1252095,39,1,1,prague,26,0,0.000
0.048,26752,18,21600,23.6,21.7,20.2,30.2,2.1,1417309,43,1,1,prague,28,0,0.000
0.052,26752,18,24480,23.4,21.9,20.2,30.2,2.0,1429976,47,1,1,prague,30,0,0.000
0.055,29600,20,24480,23.2,21.9,20.2,30.2,1.9,1594827,49,1,1,prague,32,0,0.000
0.059,32448,22,27360,23.2,23.4,20.2,30.2,1.5,1746018,53,1,1,prague,34,0,0.000
0.062,35296,24,30240,23.3,24.1,20.2,30.2,1.3,1890641,57,1,1,prague,36,0,0.000
0.065,38144,26,33120,23.5,24.8,20.2,30.2,1.3,2027469,61,1,1,prague,38,0,0.000
0.069,40992,28,36000,23.3,21.8,20.2,30.2,1.4,2198858,65,1,1,prague,40,0,0.000
0.072,43840,30,38880,23.5,25.2,20.2,30.2,1.6,2327853,69,1,1,prague,42,0,0.000
0.076,46688,32,41760,24.0,27.1,20.2,30.2,2.0,2433491,73,1,1,prague,44,0,0.000
0.079,49536,34,44640,24.6,29.0,20.2,30.2,2.8,2516459,77,1,1,prague,46,0,0.000
0.082,52384,36,47520,25.3,30.4,20.2,30.4,3.5,2585179,81,1,1,prague,48,0,0.000
0.086,55232,38,50400,26.0,30.4,20.2,30.4,3.9,2658963,85,1,1,prague,50,0,0.000
0.089,58080,40,53280,26.9,33.5,20.2,33.5,4.8,2697982,89,1,1,prague,52,0,0.000
0.092,60928,42,56160,27.8,33.8,20.2,33.8,5.3,2742922,93,1,1,prague,54,0,0.000
0.096,63776,44,59040,28.9,36.9,20.2,36.9,6.3,2757809,97,1,1,prague,56,0,0.000
0.099,66624,46,61920,29.9,37.2,20.2,37.2,6.8,2781191,101,1,1,prague,58,0,0.000
0.140,34409,23,33230,47.2,57.5,20.2,57.5,11.9,729004,107,1,1,prague,59,23,0.000
0.143,34492,23,31790,48.9,60.9,20.2,60.9,12.4,705184,108,1,1,prague,59,25,0.000
0.147,34573,24,31790,50.4,61.0,20.2,61.0,12.3,685591,110,1,1,prague,59,27,0.000
0.150,34652,24,31790,52.2,64.2,20.2,64.2,12.7,664404,112,1,1,prague,59,29,0.000
0.153,34729,24,31790,53.7,64.3,20.2,64.3,12.5,647084,115,1,1,prague,59,31,0.000
0.157,34804,24,33230,55.4,67.8,20.2,67.8,12.9,627879,118,1,1,prague,59,33,0.000
0.160,34877,24,33230,57.0,67.8,20.2,67.8,12.8,612134,120,1,1,prague,59,35,0.000
0.164,34949,24,33230,58.7,71.1,20.2,71.1,13.1,594977,122,1,1,prague,59,37,0.000
0.167,35019,24,33230,60.3,71.1,20.2,71.1,12.9,580948,124,1,1,prague,59,39,0.000
0.172,35088,24,33230,62.0,74.4,20.2,74.4,13.2,565525,126,1,1,prague,59,41,0.000
0.175,35155,24,31790,63.6,74.4,20.2,74.4,13.0,552838,127,1,1,prague,59,43,0.000
0.177,35221,24,30350,65.4,77.8,20.2,77.8,13.3,538835,128,1,1,prague,59,45,0.000
0.196,18242,12,17335,52.4,42.6,20.2,77.8,15.9,348322,131,1,1,prague,61,56,1.000
0.199,18357,12,15895,51.1,42.5,20.2,77.8,14.4,359018,132,1,1,prague,61,58,1.000
0.203,18469,12,15895,50.0,42.4,20.2,77.8,13.0,369055,134,1,1,prague,61,60,1.000
0.207,18579,12,15895,49.0,41.4,20.2,77.8,11.9,379418,136,1,1,prague,61,62,1.000
0.214,18797,13,13015,47.6,38.1,20.2,77.8,11.6,394836,138,1,1,prague,63,64,1.000
0.225,10373,7,5760,41.6,22.0,20.2,77.8,17.0,423270,140,1,1,prague,71,64,0.978
0.232,10583,7,8640,39.0,21.2,20.2,77.8,17.8,423270,144,1,1,prague,73,64,0.978
0.240,10791,7,8640,36.8,21.2,20.2,77.8,17.8,423270,146,1,1,prague,75,64,0.978
0.250,6623,4,5760,35.2,23.6,20.2,77.8,16.7,423270,148,1,1,prague,79,64,0.916
0.257,6968,4,4320,33.3,20.2,20.2,77.8,16.2,423270,149,1,1,prague,81,64,0.916
0.265,7300,5,4320,31.7,20.2,20.2,77.8,15.5,423270,151,1,1,prague,83,64,0.916
0.276,7459,5,7200,30.9,25.2,20.2,77.8,13.2,423270,154,1,1,prague,84,64,0.916
0.290,5553,3,1440,28.6,21.8,20.2,77.8,11.4,423270,155,1,1,prague,89,64,0.858
0.301,5768,4,4320,28.1,25.3,20.2,77.8,9.3,423270,158,1,1,prague,90,64,0.858
