timestamp,dst_port,state,cc_algo,rto_ms,rtt_ms,rtt_var_ms,min_rtt_ms,mss_bytes,cwnd_pkts,cwnd_bytes,ssthresh_bytes,bytes_sent,bytes_acked,bytes_received,bytes_retrans,segs_out,segs_in,data_segs_out,data_segs_in,retrans_outstanding,retrans_total,pacing_rate_bps,delivery_rate_bps,delivered_pkts,snd_wnd_bytes,rcv_wnd_bytes,unacked_pkts,notsent_bytes
2026-03-31 20:49:50.087,56026,ESTAB,bbr,224,21.009,6.299,20.168,1448,12,17376,NaN,2883,2883,408,NaN,3,5,2,1,NaN,NaN,15770072,1060216,3,48640,43520,NaN,NaN
2026-03-31 20:49:50.358,56026,ESTAB,bbr,224,21.009,6.299,20.168,1448,12,17376,NaN,2883,2883,408,NaN,3,5,2,1,NaN,NaN,15770072,1060216,3,48640,43520,NaN,NaN
2026-03-31 20:49:50.843,56040,ESTAB,bbr,224,20.905,10.452,20.905,1448,10,14480,NaN,1056,NaN,406,NaN,2,3,1,1,NaN,NaN,15835192,NaN,1,42496,43520,1,NaN
2026-03-31 20:49:51.062,56040,ESTAB,bbr,232,28.76,0.123,20.037,1448,38,55024,26064,180360,154296,822,NaN,126,58,125,2,NaN,NaN,6648256,6697456,108,86016,43520,18,9565
2026-03-31 20:49:51.286,56040,ESTAB,bbr,232,28.747,0.403,20.037,1448,36,52128,26064,322749,301029,1644,NaN,225,110,224,4,NaN,NaN,8310320,6686072,210,86016,43520,15,333040
2026-03-31 20:49:51.515,56040,ESTAB,bbr,232,28.393,0.27,20.037,1448,36,52128,26064,516781,495061,1644,NaN,359,177,358,4,NaN,NaN,8311176,6073864,344,86016,43520,15,306976
2026-03-31 20:49:51.739,56040,ESTAB,bbr,232,29.428,1.219,20.037,1448,36,52128,26064,703573,680405,1644,NaN,488,241,487,4,NaN,NaN,8320576,6672088,472,86016,43520,16,288152
2026-03-31 20:49:51.966,56040,ESTAB,bbr,232,28.661,1.149,20.037,1448,44,63712,26064,891813,870093,1644,NaN,618,301,617,4,NaN,NaN,6722768,5785488,603,115200,43520,15,395922
2026-03-31 20:49:52.185,56040,ESTAB,bbr,232,29.881,1.231,20.037,1448,44,63712,26064,1078605,1055437,1644,NaN,747,360,746,4,NaN,NaN,6722768,6301216,731,238080,43520,16,209130
2026-03-31 20:49:52.407,56040,ESTAB,bbr,232,29.32,1.366,20.037,1448,44,63712,26064,1263949,1226301,1644,NaN,875,419,874,4,NaN,NaN,8338520,6697400,849,238080,43520,26,23786
2026-03-31 20:49:52.635,56040,ESTAB,bbr,232,29.812,0.441,20.037,1448,42,60816,26064,1287735,1287735,1644,NaN,892,436,891,4,NaN,NaN,6659192,6452128,892,238592,43520,NaN,NaN
2026-03-31 20:49:52.884,56040,ESTAB,bbr,232,29.812,0.441,20.037,1448,42,60816,26064,1290618,1287735,2052,NaN,894,437,893,5,NaN,NaN,6659192,6452128,892,238592,43520,2,NaN
2026-03-31 20:49:53.121,56040,ESTAB,bbr,228,27.019,1.236,20.037,1448,46,66608,26064,1475962,1457138,2468,NaN,1022,490,1021,6,NaN,NaN,6654408,6654736,1009,238592,43520,13,403992
2026-03-31 20:49:53.368,56040,ESTAB,bbr,228,27.787,0.269,20.037,1448,46,66608,26064,1683026,1661306,2468,NaN,1165,558,1164,6,NaN,NaN,6653728,6669792,1150,238592,43520,15,457568
2026-03-31 20:49:53.616,56040,ESTAB,bbr,232,28.808,0.093,20.037,1448,48,69504,26064,1894434,1869818,2468,NaN,1311,630,1310,6,NaN,NaN,8325704,6686504,1294,238592,43520,17,506800
2026-03-31 20:49:53.861,56040,ESTAB,bbr,232,29.838,0.43,20.037,1448,48,69504,26064,2101498,2078330,2468,NaN,1454,702,1453,6,NaN,NaN,8322288,6497368,1438,238592,43520,16,326440
2026-03-31 20:49:54.097,56040,ESTAB,bbr,232,28.319,0.202,20.037,1448,48,69504,26064,2299874,2275258,2468,NaN,1591,770,1590,6,NaN,NaN,8359024,5949088,1574,238592,43520,17,128064
2026-03-31 20:49:54.350,56040,ESTAB,bbr,232,29.602,1.125,20.037,1448,44,63712,26064,2427938,2427938,2468,NaN,1680,823,1679,6,NaN,NaN,8329976,6088368,1680,238592,43520,NaN,NaN
2026-03-31 20:49:54.594,56040,ESTAB,bbr,232,29.602,1.125,20.037,1448,44,63712,26064,2427938,2427938,2468,NaN,1680,823,1679,6,NaN,NaN,8329976,6088368,1680,238592,43520,NaN,NaN
2026-03-31 20:49:54.844,56040,ESTAB,bbr,232,29.602,1.125,20.037,1448,44,63712,26064,2427938,2427938,2468,NaN,1680,823,1679,6,NaN,NaN,8329976,6088368,1680,238592,43520,NaN,NaN
2026-03-31 20:49:55.090,56040,ESTAB,bbr,232,30.204,0.657,20.037,1448,44,63712,26064,2575621,2552453,3292,NaN,1782,868,1781,8,NaN,NaN,8330832,6696672,1766,238592,43520,16,509696
2026-03-31 20:49:55.324,56040,ESTAB,bbr,232,28.828,0.132,20.037,1448,36,52128,26064,2771101,2749381,3292,NaN,1917,936,1916,8,NaN,NaN,8318016,6697240,1902,238592,43520,15,574856
2026-03-31 20:49:55.574,56040,ESTAB,bbr,232,30.399,0.375,20.037,1448,36,52128,26064,2978165,2952101,3292,NaN,2060,1006,2059,8,NaN,NaN,8341080,6674488,2042,238592,43520,18,601313
2026-03-31 20:49:55.810,56040,ESTAB,bbr,232,28.328,0.15,20.037,1448,36,52128,26064,3179437,3154821,3292,NaN,2199,1076,2198,8,NaN,NaN,8329976,5946800,2182,238592,43520,17,400041
