  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
11:55:41      0.00      0.00
11:55:42      0.00      0.00
11:55:43      0.00      0.07
11:55:44      0.07      0.21
11:55:45      0.00      0.07
11:55:46      0.00      0.00
11:55:47      0.00      0.24
11:55:48      0.00      0.00
11:55:49      0.00      0.00
11:55:50      0.00      0.00
11:55:51      0.00      0.00
11:55:52      0.00      0.00
11:55:53      0.00      0.00
11:55:54      0.00      0.00
11:55:55      0.00      0.00
11:55:56      0.00      0.00
11:55:57      0.00      0.00
11:55:58      0.00      0.07
11:55:59      0.00      0.14
11:56:00      0.00      0.07
11:56:01      0.00      0.00
11:56:02      0.07      0.07
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
11:56:03      0.00      0.24
11:56:04      0.00      0.00
11:56:05      0.00      0.00
11:56:06      0.00      0.00
11:56:07      0.00      0.00
11:56:08      0.00      0.00
11:56:09      0.00      0.00
11:56:10      0.00      0.00
11:56:11      3.09     61.51
11:56:12     10.75    392.99
11:56:13      0.24      4.43
11:56:14      3.53    110.80
11:56:15      0.42      8.86
11:56:16      5.18    172.82
11:56:17      0.22      4.43
11:56:18      1.27     29.57
11:56:19      0.26      5.91
11:56:20     10.03    357.40
11:56:21      4.34    135.95
11:56:22      6.02    209.71
11:56:23      2.66    101.90
11:56:24     16.12    635.69
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
11:56:25      5.02    153.59
11:56:26     16.09    611.74
11:56:27      3.95    110.83
11:56:28      7.50    276.18
11:56:30      2.74     93.18
11:56:31     16.16    659.03
11:56:32      4.42    104.86
11:56:33      5.62    240.73
11:56:34      4.04    110.83
11:56:35      5.05    206.85
11:56:36      5.07    133.25
11:56:37      6.43    270.47
11:56:38      6.09    164.00
11:56:39      2.89    112.24
11:56:40      4.42    135.90
11:56:41      2.62     75.38
11:56:42      1.72     44.34
11:56:43      3.38    104.86
11:56:44      3.50    128.49
11:56:45      8.59    298.38
11:56:46      3.17     97.47
11:56:47      7.39    261.43
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
11:56:48      4.58    174.27
11:56:49     13.67    490.46
11:56:50      2.90     96.00
11:56:51      2.94    103.38
11:56:52      1.86     42.83
11:56:53      9.18    322.13
11:56:54      2.56     90.09
11:56:55     11.60    428.31
11:56:56      4.78    150.65
11:56:57      4.34    143.31
11:56:58      2.84     91.57
11:56:59     11.30    443.06
11:57:00      3.84    118.15
11:57:01      9.23    350.15
11:57:02      4.37    125.54
11:57:03      5.63    211.20
11:57:04      4.55    171.32
11:57:05     18.07    777.15
11:57:06      5.40    128.62
11:57:07     10.01    423.86
11:57:08      4.64    124.07
11:57:09      6.85    270.26
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
