time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,15360,10,0,22.8,20.9,20.9,23.4,4.6,843362,5,1,1,prague,4,0,0.000
0.006,15360,10,0,23.9,27.4,20.9,27.4,4.5,804963,7,1,1,prague,7,0,0.000
0.005,15360,10,0,24.0,24.0,20.9,27.4,1.8,798469,14,1,1,prague,14,0,0.000
0.008,15360,10,0,24.3,26.2,20.9,27.4,1.9,789765,15,1,1,prague,15,0,0.000
0.028,18208,12,12960,24.8,28.3,20.9,28.3,2.4,917556,26,1,1,prague,17,0,0.000
0.032,18208,12,15840,24.6,23.4,20.9,28.3,2.2,924151,30,1,1,prague,19,0,0.000
0.035,21056,14,15840,24.6,24.4,20.9,28.3,1.7,1070179,32,1,1,prague,21,0,0.000
0.039,21056,14,18720,24.5,24.1,20.9,28.3,1.4,1073103,36,1,1,prague,23,0,0.000
0.042,21056,14,18720,24.4,23.8,20.9,28.3,1.2,1077275,38,1,1,prague,25,0,0.000
0.049,23904,16,18720,23.9,20.3,20.3,28.3,2.0,1249268,40,1,1,prague,27,0,0.000
0.050,26752,18,21600,23.6,21.8,20.3,28.3,2.0,1414132,44,1,1,prague,29,0,0.000
0.054,26752,18,24480,23.4,21.9,20.3,28.3,1.9,1427595,48,1,1,prague,31,0,0.000
0.057,29600,20,24480,23.2,21.9,20.3,28.3,1.8,1592630,50,1,1,prague,33,0,0.000
0.060,32448,22,27360,23.3,23.5,20.3,28.3,1.4,1743691,54,1,1,prague,35,0,0.000
0.064,35296,24,30240,23.4,24.1,20.3,28.3,1.3,1887890,58,1,1,prague,37,0,0.000
0.067,38144,26,33120,23.6,24.9,20.3,28.3,1.4,2023940,62,1,1,prague,39,0,0.000
0.070,40992,28,36000,23.3,21.7,20.3,28.3,1.5,2196784,66,1,1,prague,41,0,0.000
0.074,43840,30,38880,23.5,25.1,20.3,28.3,1.5,2327655,70,1,1,prague,43,0,0.000
0.077,46688,32,41760,24.0,27.1,20.3,28.3,2.0,2432883,74,1,1,prague,45,0,0.000
0.081,49536,34,44640,24.6,28.9,20.3,28.9,2.8,2516561,78,1,1,prague,47,0,0.000
0.084,52384,36,47520,25.3,30.4,20.3,30.4,3.5,2585791,82,1,1,prague,49,0,0.000
0.087,55232,38,50400,26.0,30.4,20.3,30.4,3.9,2659476,86,1,1,prague,51,0,0.000
0.091,58080,40,53280,26.9,33.4,20.3,33.4,4.8,2699687,90,1,1,prague,53,0,0.000
0.094,60928,42,56160,27.8,33.8,20.3,33.8,5.3,2743911,94,1,1,prague,55,0,0.000
0.098,63776,44,59040,28.9,36.8,20.3,36.8,6.3,2759527,98,1,1,prague,57,0,0.000
0.101,66624,46,61920,29.9,37.2,20.3,37.2,6.8,2782771,102,1,1,prague,59,0,0.000
0.142,34411,23,33175,47.2,57.6,20.3,57.6,12.0,728552,107,1,1,prague,60,23,0.000
0.145,34495,23,31735,49.0,61.0,20.3,61.0,12.4,704641,108,1,1,prague,60,25,0.000
0.149,34576,24,31735,50.5,61.1,20.3,61.1,12.3,685053,110,1,1,prague,60,27,0.000
0.152,34655,24,31735,52.2,64.4,20.3,64.4,12.7,663685,112,1,1,prague,60,29,0.000
0.156,34732,24,33175,53.7,64.5,20.3,64.5,12.6,646236,115,1,1,prague,60,31,0.000
0.159,34808,24,33175,55.5,67.9,20.3,67.9,13.0,627001,117,1,1,prague,60,33,0.000
0.162,34882,24,33175,57.1,68.0,20.3,68.0,12.9,611182,119,1,1,prague,60,35,0.000
0.166,34954,24,33175,58.9,71.3,20.3,71.3,13.2,593920,121,1,1,prague,60,37,0.000
0.169,35025,24,33175,60.4,71.4,20.3,71.4,13.0,579701,123,1,1,prague,60,39,0.000
0.174,35094,24,33175,62.2,74.8,20.3,74.8,13.4,564048,125,1,1,prague,60,41,0.000
0.177,35162,24,31735,63.8,74.7,20.3,74.8,13.2,551309,126,1,1,prague,60,43,0.000
0.179,35228,24,30295,65.6,78.2,20.3,78.2,13.5,537126,127,1,1,prague,60,45,0.000
0.198,18256,12,17335,52.6,42.1,20.3,78.2,15.7,347369,130,1,1,prague,64,53,1.000
0.201,18378,12,15895,51.2,41.9,20.3,78.2,14.5,358749,131,1,1,prague,65,54,1.000
0.205,18497,12,15895,50.1,42.1,20.3,78.2,13.1,369312,133,1,1,prague,65,56,1.000
0.209,18615,12,15895,49.0,41.3,20.3,78.2,12.0,379991,135,1,1,prague,66,57,1.000
0.217,18916,13,11575,47.5,36.8,20.3,78.2,12.1,398558,137,1,1,prague,70,58,1.000
0.225,10431,7,8640,44.1,20.3,20.3,78.2,15.8,429216,140,1,1,prague,76,58,0.960
0.234,10771,7,7200,41.2,21.5,20.3,78.2,17.5,429216,142,1,1,prague,79,58,0.960
0.244,11105,7,7200,38.7,21.0,20.3,78.2,18.2,429216,145,1,1,prague,82,58,0.960
0.261,7075,4,4320,35.4,21.9,20.3,78.2,16.2,429216,148,1,1,prague,87,58,0.899
0.272,7603,5,2880,33.7,21.9,20.3,78.2,15.5,429216,150,1,1,prague,90,58,0.899
0.299,5999,4,0,31.0,23.6,20.3,78.2,13.3,429216,154,1,1,prague,96,58,0.843
0.007,6158,4,0,30.5,27.4,20.3,78.2,10.9,429216,155,1,1,prague,97,58,0.843
0.012,3906,2,55,30.3,28.6,20.3,78.2,8.6,429216,157,1,1,prague,98,58,0.790
0.038,4348,3,0,30.2,34.2,20.3,78.2,7.1,429216,160,1,1,prague,102,58,0.740
0.064,4797,3,0,29.4,23.8,20.3,78.2,6.9,429216,164,1,1,prague,106,58,0.693
0.089,4897,3,0,28.6,23.6,20.3,78.2,6.6,429216,168,1,1,prague,110,58,0.649
0.115,5003,3,0,28.0,23.6,20.3,78.2,6.2,429216,172,1,1,prague,114,58,0.608
0.140,5114,3,0,27.5,23.6,20.3,78.2,5.8,429216,176,1,1,prague,118,58,0.570
0.166,5231,3,0,27.0,23.7,20.3,78.2,5.3,429216,180,1,1,prague,122,58,0.534
0.193,5355,3,0,26.7,24.3,20.3,78.2,4.6,429216,184,1,1,prague,126,58,0.500
0.219,5483,3,0,26.4,24.3,20.3,78.2,4.1,429216,188,1,1,prague,130,58,0.469
0.245,5616,3,0,26.0,23.6,20.3,78.2,3.7,429216,192,1,1,prague,134,58,0.439
0.270,5756,3,0,25.7,23.5,20.3,78.2,3.4,429216,196,1,1,prague,138,58,0.411
0.296,5901,4,0,25.4,23.5,20.3,78.2,3.1,429216,200,1,1,prague,142,58,0.385
0.321,6357,4,0,25.4,25.2,20.3,78.2,2.4,429216,205,1,1,prague,147,58,0.360
0.346,6690,4,0,25.4,25.3,20.3,78.2,1.8,429216,210,1,1,prague,152,58,0.337
0.372,6963,4,0,25.4,25.3,20.3,78.2,1.4,429216,215,1,1,prague,157,58,0.315
0.397,7208,5,0,25.4,25.3,20.3,78.2,1.1,429216,220,1,1,prague,162,58,0.295
0.423,7436,5,1440,25.4,25.4,20.3,78.2,0.8,429216,226,1,1,prague,167,58,0.276
0.430,7640,5,7200,25.6,27.1,20.3,78.2,1.0,429216,231,1,1,prague,168,58,0.276
0.449,7806,5,1440,25.6,25.3,20.3,78.2,0.9,429216,232,1,1,prague,173,58,0.259
0.455,8003,5,7200,25.5,25.5,20.3,78.2,0.7,429216,238,1,1,prague,174,58,0.259
0.474,8134,5,1440,25.5,25.5,20.3,78.2,0.5,429216,239,1,1,prague,179,58,0.242
0.481,8324,5,7200,24.9,20.5,20.3,78.2,1.6,429216,244,1,1,prague,180,58,0.242
0.500,8439,5,1440,25.0,25.8,20.3,78.2,1.4,429216,245,1,1,prague,185,58,0.227
0.507,8624,5,7200,24.4,20.4,20.3,78.2,2.2,429216,250,1,1,prague,186,58,0.227
0.526,8730,6,1440,24.6,25.3,20.3,78.2,1.9,429216,251,1,1,prague,191,58,0.212
0.533,8910,6,8640,24.0,20.3,20.3,78.2,2.5,429216,257,1,1,prague,192,58,0.212
0.551,9013,6,2880,24.2,25.4,20.3,78.2,2.2,429216,258,1,1,prague,197,58,0.198
0.558,9365,6,7200,23.9,22.1,20.3,78.2,2.2,429216,263,1,1,prague,199,58,0.198
0.577,9436,6,2880,24.1,25.4,20.3,78.2,2.0,429216,265,1,1,prague,204,58,0.186
0.584,9775,6,7200,23.9,22.1,20.3,78.2,2.0,429216,270,1,1,prague,206,58,0.186
0.603,9826,6,2880,24.1,25.6,20.3,78.2,1.9,429216,272,1,1,prague,211,58,0.174
0.610,10153,7,7200,23.9,22.4,20.3,78.2,1.9,429216,277,1,1,prague,213,58,0.174
0.629,10198,7,4320,24.1,25.3,20.3,78.2,1.8,429216,280,1,1,prague,218,58,0.162
0.635,10675,7,7200,24.0,23.8,20.3,78.2,1.4,429216,285,1,1,prague,221,58,0.162
0.654,10694,7,4320,24.2,25.3,20.3,78.2,1.4,429216,288,1,1,prague,226,58,0.151
0.661,11152,7,7200,24.1,23.7,20.3,78.2,1.1,429216,293,1,1,prague,229,58,0.151
0.679,11155,7,4320,24.3,25.2,20.3,78.2,1.1,429216,296,1,1,prague,234,58,0.142
0.686,11598,8,7200,24.2,23.6,20.3,78.2,1.0,479632,301,1,1,prague,237,58,0.142
0.705,11597,8,5760,24.3,25.2,20.3,78.2,1.0,477183,305,1,1,prague,242,58,0.132
0.714,12025,8,7200,24.0,22.1,20.3,78.2,1.3,500395,309,1,1,prague,245,58,0.132
0.720,12162,8,8640,24.2,25.5,20.3,78.2,1.3,502354,311,1,1,prague,246,58,0.132
0.730,11851,8,8640,24.0,22.2,20.3,78.2,1.5,494719,314,1,1,prague,249,58,0.123
0.737,12132,8,10080,23.8,22.8,20.3,78.2,1.4,509662,317,1,1,prague,251,58,0.123
0.742,12406,8,10080,23.6,22.2,20.3,78.2,1.5,525588,319,1,1,prague,253,58,0.123
0.748,12675,8,10080,23.4,22.2,20.3,78.2,1.5,541088,321,1,1,prague,255,58,0.123
0.756,12365,8,8640,23.1,21.1,20.3,78.2,1.7,534633,323,1,1,prague,258,58,0.115
0.762,12636,8,10080,23.0,22.2,20.3,78.2,1.5,549057,326,1,1,prague,260,58,0.115
0.768,12901,8,10080,22.9,22.2,20.3,78.2,1.3,563018,328,1,1,prague,262,58,0.115
