time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.008,17329,12,0,21.1,20.3,20.3,21.3,6.2,1026016,5,1,1,prague,4,0,0.000
0.005,19784,13,0,24.2,27.1,20.3,29.4,3.9,1020298,14,1,1,prague,14,0,0.000
0.006,19979,13,0,24.5,26.2,20.3,29.4,3.4,1020294,15,1,1,prague,15,0,0.000
0.026,23027,15,17280,24.7,26.4,20.3,29.4,3.1,1164296,29,1,1,prague,17,0,0.000
0.030,25875,17,20160,24.6,23.4,20.3,29.4,2.6,1317249,33,1,1,prague,19,0,0.000
0.033,28723,19,23040,24.8,26.8,20.3,29.4,2.5,1445866,37,1,1,prague,21,0,0.000
0.050,15430,10,14400,26.1,23.5,20.3,29.6,3.1,590622,41,1,1,prague,30,1,0.000
0.053,15687,10,12960,26.2,26.8,20.3,29.6,2.5,598534,42,1,1,prague,32,1,0.000
0.057,15940,11,12960,26.3,27.0,20.3,29.6,2.1,605899,44,1,1,prague,34,1,0.000
0.061,16190,11,14400,26.7,29.2,20.3,29.6,2.3,606935,47,1,1,prague,36,1,0.000
0.064,16436,11,12960,27.1,30.3,20.3,30.3,2.6,605801,48,1,1,prague,38,1,0.000
0.068,16679,11,12960,27.8,32.1,20.3,32.1,3.2,601001,50,1,1,prague,40,1,0.000
0.076,16919,11,14400,26.8,20.3,20.3,32.1,4.3,630976,53,1,1,prague,42,1,0.000
0.078,17155,11,12960,26.0,20.2,20.2,32.1,4.9,660036,54,1,1,prague,44,1,0.000
0.080,17388,12,11520,25.3,20.2,20.2,32.1,5.1,688170,55,1,1,prague,46,1,0.000
0.084,17618,12,11520,24.6,20.2,20.2,32.1,5.1,715161,57,1,1,prague,48,1,0.000
0.090,17846,12,12960,24.1,20.2,20.2,32.1,4.9,741143,60,1,1,prague,50,1,0.000
0.094,18071,12,12960,23.6,20.2,20.2,32.1,4.7,766012,62,1,1,prague,52,1,0.000
0.099,18293,12,14400,23.2,20.1,20.1,32.1,4.4,790057,65,1,1,prague,54,1,0.000
0.103,18513,12,14400,22.8,20.2,20.1,32.1,4.0,812615,67,1,1,prague,56,1,0.000
0.106,18730,13,14400,22.5,20.2,20.1,32.1,3.7,834149,69,1,1,prague,58,1,0.000
0.111,18945,13,15840,22.2,20.1,20.1,32.1,3.3,854803,72,1,1,prague,60,1,0.000
0.115,19157,13,15840,21.9,20.2,20.1,32.1,3.0,874150,74,1,1,prague,62,1,0.000
0.118,19367,13,15840,21.7,20.2,20.1,32.1,2.7,892611,76,1,1,prague,64,1,0.000
0.123,19575,13,17280,21.5,20.2,20.1,32.1,2.4,910211,79,1,1,prague,66,1,0.000
0.126,19781,13,17280,21.3,20.2,20.1,32.1,2.1,926944,81,1,1,prague,68,1,0.000
0.129,19985,13,17280,21.2,20.1,20.1,32.1,1.9,943133,83,1,1,prague,70,1,0.000
0.132,20187,14,17280,21.1,20.2,20.1,32.1,1.7,958319,85,1,1,prague,72,1,0.000
0.137,20387,14,18720,21.0,20.2,20.1,32.1,1.5,972847,88,1,1,prague,74,1,0.000
0.139,20585,14,18720,20.9,20.1,20.1,32.1,1.3,987053,90,1,1,prague,76,1,0.000
0.142,20781,14,18720,20.8,20.1,20.1,32.1,1.2,1000866,92,1,1,prague,78,1,0.000
0.146,20975,14,18720,20.7,20.1,20.1,32.1,1.0,1014215,94,1,1,prague,80,1,0.000
0.148,21168,14,18720,20.6,20.1,20.1,32.1,0.9,1026974,96,1,1,prague,82,1,0.000
0.151,21359,14,18720,20.6,20.5,20.1,32.1,0.7,1036894,98,1,1,prague,84,1,0.000
0.154,21548,14,18720,20.6,20.3,20.1,32.1,0.6,1047901,100,1,1,prague,86,1,0.000
0.157,21736,15,18720,20.6,20.7,20.1,32.1,0.5,1056171,102,1,1,prague,88,1,0.000
0.161,21922,15,20160,20.7,21.2,20.1,32.1,0.5,1061186,105,1,1,prague,90,1,0.000
0.164,22107,15,20160,20.8,21.6,20.1,32.1,0.6,1063910,107,1,1,prague,92,1,0.000
0.168,22290,15,20160,20.9,22.0,20.1,32.1,0.8,1065131,109,1,1,prague,94,1,0.000
0.171,22472,15,20160,21.1,22.7,20.1,32.1,1.0,1062556,111,1,1,prague,96,1,0.000
0.174,22652,15,20160,21.4,23.1,20.1,32.1,1.2,1059098,113,1,1,prague,98,1,0.000
0.178,22831,15,20160,21.7,23.7,20.1,32.1,1.5,1053381,115,1,1,prague,100,1,0.000
0.181,23008,15,20160,21.9,23.4,20.1,32.1,1.6,1050977,117,1,1,prague,102,1,0.000
0.184,23184,16,20160,22.3,25.3,20.1,32.1,2.0,1039035,119,1,1,prague,104,1,0.000
