time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,24.0,26.0,21.0,26.0,5.0,801068,5,0,0,prague,5,0,0.000
0.005,15360,10,55,24.5,28.3,21.0,28.3,4.8,783513,8,0,0,prague,7,0,0.000
0.020,15360,10,55,24.2,23.9,21.0,28.3,2.2,794340,16,0,0,prague,15,0,0.000
0.006,15360,10,0,25.6,20.4,20.4,41.7,6.0,749677,19,2,2,prague,19,0,0.000
0.027,18208,12,12960,25.7,26.6,20.4,41.7,4.7,884467,30,2,2,prague,21,0,0.000
0.030,18208,12,15840,25.5,23.6,20.4,41.7,4.1,893916,34,2,2,prague,23,0,0.000
0.033,21056,14,15840,25.3,24.5,20.4,41.7,3.3,1038838,36,2,2,prague,25,0,0.000
0.037,21056,14,17280,25.1,23.7,20.4,41.7,2.9,1047312,39,2,2,prague,27,0,0.000
0.041,21056,14,18720,24.9,23.2,20.4,41.7,2.7,1057707,42,2,2,prague,29,0,0.000
0.047,22480,15,20160,24.7,23.2,20.4,41.7,2.4,1138758,44,2,2,prague,30,0,0.000
0.048,25328,17,20160,24.2,20.9,20.4,41.7,2.8,1308102,46,2,2,prague,32,0,0.000
0.051,28176,19,23040,24.0,22.4,20.4,41.7,2.5,1469214,50,2,2,prague,34,0,0.000
0.055,31024,21,25920,23.8,22.9,20.4,41.7,2.2,1626882,54,2,2,prague,36,0,0.000
0.058,31024,21,28800,23.8,23.2,20.4,41.7,1.8,1632292,58,2,2,prague,38,0,0.000
0.061,33872,23,28800,23.8,24.1,20.4,41.7,1.4,1778991,60,2,2,prague,40,0,0.000
0.065,36720,25,31680,23.9,24.7,20.4,41.7,1.3,1919779,64,2,2,prague,42,0,0.000
0.068,39568,27,34560,24.1,25.3,20.4,41.7,1.3,2054242,68,2,2,prague,44,0,0.000
0.071,42416,29,37440,24.1,24.3,20.4,41.7,1.0,2199178,72,2,2,prague,46,0,0.000
0.075,45264,31,40320,24.4,26.7,20.4,41.7,1.4,2315531,76,2,2,prague,48,0,0.000
0.078,48112,33,43200,24.9,28.4,20.4,41.7,2.1,2411967,80,2,2,prague,50,0,0.000
0.082,50960,35,46080,25.6,30.1,20.4,41.7,2.8,2490810,84,2,2,prague,52,0,0.000
0.085,53808,37,48960,26.3,31.0,20.4,41.7,3.5,2561895,88,2,2,prague,54,0,0.000
0.088,56656,39,51840,27.1,33.1,20.4,41.7,4.3,2612320,92,2,2,prague,56,0,0.000
0.122,29525,20,28855,39.4,50.5,20.4,50.5,10.6,748681,97,2,2,prague,65,11,0.000
0.125,29640,20,27415,40.8,50.5,20.4,50.5,10.7,726150,98,2,2,prague,65,13,0.000
0.129,29752,20,27415,42.5,53.9,20.4,53.9,11.3,700772,100,2,2,prague,65,15,0.000
0.132,29861,20,27415,43.9,54.1,20.4,54.1,11.4,680003,102,2,2,prague,65,17,0.000
0.136,29967,20,27415,45.6,57.4,20.4,57.4,11.9,657228,104,2,2,prague,65,19,0.000
0.139,30070,20,27415,47.1,57.3,20.4,57.4,11.9,638985,106,2,2,prague,65,21,0.000
0.142,30170,20,27415,48.8,60.8,20.4,60.8,12.3,618503,108,2,2,prague,65,23,0.000
0.146,30268,21,27415,50.3,60.9,20.4,60.9,12.3,601893,110,2,2,prague,65,25,0.000
0.149,30363,21,27415,52.0,64.1,20.4,64.1,12.7,583757,112,2,2,prague,65,27,0.000
0.154,30456,21,27415,53.5,64.1,20.4,64.1,12.5,569058,114,2,2,prague,65,29,0.000
0.168,19225,13,17335,47.1,35.4,20.4,67.5,14.7,408044,117,2,2,prague,70,34,0.774
0.171,19369,13,17335,45.7,35.6,20.4,67.5,13.9,424079,119,2,2,prague,72,34,0.774
0.175,19514,13,17335,44.4,35.5,20.4,67.5,13.0,439474,121,2,2,prague,74,34,0.774
0.180,19659,13,17335,43.3,35.5,20.4,67.5,12.0,454081,123,2,2,prague,76,34,0.774
0.183,19804,13,15895,42.3,35.5,20.4,67.5,10.9,468024,124,2,2,prague,78,34,0.774
0.186,19947,13,14455,41.2,33.5,20.4,67.5,10.4,483986,125,2,2,prague,79,35,0.774
0.189,20090,13,13015,40.1,32.2,20.4,67.5,10.0,501097,126,2,2,prague,81,35,0.774
0.193,13046,9,10080,35.9,22.1,20.4,67.5,13.0,363773,127,2,2,prague,85,35,0.735
0.200,13270,9,10080,34.1,22.1,20.4,67.5,13.2,388693,129,2,2,prague,87,35,0.735
0.204,13491,9,8640,32.4,20.2,20.2,67.5,13.4,416414,130,2,2,prague,89,35,0.735
0.210,13710,9,8640,31.1,22.2,20.2,67.5,12.6,440481,132,2,2,prague,91,35,0.735
0.217,13927,9,8640,29.8,20.4,20.2,67.5,12.1,467552,134,2,2,prague,93,35,0.735
0.222,9461,6,8640,28.6,20.3,20.2,67.5,11.4,486941,136,2,2,prague,95,35,0.688
0.230,9779,6,7200,27.6,20.4,20.2,67.5,10.6,486941,137,2,2,prague,97,35,0.688
0.236,10088,7,7200,26.7,20.3,20.2,67.5,9.8,486941,139,2,2,prague,99,35,0.688
0.243,10389,7,8640,25.9,20.6,20.2,67.5,8.9,486941,142,2,2,prague,101,35,0.688
0.248,10535,7,10080,25.2,20.5,20.2,67.5,8.0,486941,144,2,2,prague,102,35,0.688
0.262,8181,5,4320,24.4,22.2,20.2,67.5,5.9,486941,145,2,2,prague,107,35,0.645
0.268,8560,5,5760,23.9,20.6,20.2,67.5,5.4,486941,148,2,2,prague,109,35,0.645
0.274,8741,6,7200,23.5,20.5,20.2,67.5,4.9,486941,150,2,2,prague,110,35,0.645
0.288,6873,4,5760,23.3,22.1,20.2,67.5,4.0,486941,152,2,2,prague,113,35,0.604
0.294,7330,5,4320,22.9,20.4,20.2,67.5,3.7,486941,153,2,2,prague,115,35,0.604
0.299,7760,5,5760,22.6,20.3,20.2,67.5,3.5,486941,156,2,2,prague,117,35,0.604
0.313,7963,5,7200,22.3,20.2,20.2,67.5,3.2,486941,158,2,2,prague,118,35,0.604
0.320,6547,4,4320,22.3,22.0,20.2,67.5,2.5,486941,159,2,2,prague,121,35,0.565
0.325,7034,4,4320,22.1,20.8,20.2,67.5,2.2,486941,161,2,2,prague,123,35,0.565
0.339,7261,5,5760,21.9,20.4,20.2,67.5,2.1,486941,163,2,2,prague,124,35,0.565
0.006,6599,4,55,21.4,20.3,20.2,67.5,1.6,486941,165,2,2,prague,129,35,0.529
0.017,5141,3,0,22.1,27.0,20.2,67.5,2.6,486941,166,2,2,prague,131,35,0.496
0.043,5597,3,1440,24.5,41.1,20.2,67.5,6.7,486941,171,3,3,prague,135,35,0.465
0.066,5875,4,0,24.1,21.9,20.2,67.5,5.7,486941,174,3,3,prague,139,35,0.436
0.091,6439,4,0,24.3,25.4,20.2,67.5,4.6,486941,179,3,3,prague,144,35,0.408
0.116,6803,4,0,24.4,25.3,20.2,67.5,3.7,486941,184,3,3,prague,149,35,0.382
0.142,7082,4,0,24.5,25.3,20.2,67.5,3.0,486941,189,3,3,prague,154,35,0.357
0.167,7321,5,0,24.6,25.2,20.2,67.5,2.4,486941,194,3,3,prague,159,35,0.335
0.192,7542,5,1440,24.7,25.3,20.2,67.5,2.0,486941,200,3,3,prague,164,35,0.313
0.199,7766,5,7200,25.0,27.0,20.2,67.5,2.0,486941,205,3,3,prague,165,35,0.313
0.218,7911,5,1440,25.0,25.2,20.2,67.5,1.6,486941,206,3,3,prague,170,35,0.293
0.225,8126,5,7200,25.1,25.3,20.2,67.5,1.3,486941,211,3,3,prague,171,35,0.293
0.243,8231,5,1440,25.1,25.3,20.2,67.5,1.0,486941,212,3,3,prague,176,35,0.274
0.250,8438,5,7200,24.5,20.3,20.2,67.5,2.0,486941,217,3,3,prague,177,35,0.274
0.268,8524,5,1440,24.6,25.2,20.2,67.5,1.6,486941,218,3,3,prague,182,35,0.257
0.276,8725,6,7200,24.0,20.2,20.2,67.5,2.3,486941,223,3,3,prague,183,35,0.257
0.294,8802,6,2880,24.2,25.3,20.2,67.5,2.0,486941,225,3,3,prague,188,35,0.240
0.301,9195,6,7200,23.9,21.6,20.2,67.5,2.2,486941,230,3,3,prague,190,35,0.240
0.320,9227,6,2880,24.1,25.7,20.2,67.5,2.1,486941,232,3,3,prague,195,35,0.225
0.327,9604,6,7200,23.8,21.7,20.2,67.5,2.2,486941,237,3,3,prague,197,35,0.225
0.346,9612,6,2880,24.0,25.8,20.2,67.5,2.1,486941,239,3,3,prague,202,35,0.210
0.353,9976,6,7200,23.8,21.8,20.2,67.5,2.2,486941,245,3,3,prague,204,35,0.210
0.371,9973,6,2880,23.9,25.3,20.2,67.5,2.0,486941,247,3,3,prague,209,35,0.196
0.378,10325,7,7200,23.6,21.5,20.2,67.5,2.1,486941,252,3,3,prague,211,35,0.196
0.396,10318,7,4320,23.9,25.3,20.2,67.5,2.0,486941,255,3,3,prague,216,35,0.184
0.404,10832,7,7200,23.8,23.1,20.2,67.5,1.7,486941,260,3,3,prague,219,35,0.184
0.422,10797,7,4320,23.9,25.2,20.2,67.5,1.6,486941,263,3,3,prague,224,35,0.172
0.429,11290,7,7200,23.8,22.9,20.2,67.5,1.5,486941,268,3,3,prague,227,35,0.172
0.447,11239,7,4320,24.0,25.3,20.2,67.5,1.5,486941,271,3,3,prague,232,35,0.161
0.455,11715,8,7200,23.8,22.6,20.2,67.5,1.5,491978,276,3,3,prague,235,35,0.161
0.472,11660,8,5760,24.0,25.3,20.2,67.5,1.5,485975,280,3,3,prague,240,35,0.150
0.481,12121,8,7200,23.5,20.2,20.2,67.5,2.0,515326,284,3,3,prague,243,35,0.150
0.487,12268,8,8640,23.8,25.4,20.2,67.5,2.0,516547,286,3,3,prague,244,35,0.150
0.498,11878,8,8640,23.3,20.3,20.2,67.5,2.4,509413,289,3,3,prague,247,35,0.141
