  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:08:18      6.63    179.45
20:08:19     12.73    637.97
20:08:20     14.28    729.63
20:08:21     14.55    649.26
20:08:22      9.03    521.83
20:08:23     14.86    601.39
20:08:24      4.87    264.12
20:08:25     13.34    669.34
20:08:26      2.98    128.93
20:08:27     14.00    839.95
20:08:28      5.08    293.04
20:08:29     13.61    795.99
20:08:30      0.00      0.00
20:08:31     13.02    754.76
20:08:32     14.08    830.26
20:08:33     14.35    854.50
20:08:34     13.80    825.21
20:08:35      7.38    438.85
20:08:36     12.14    707.45
20:08:37     10.03    605.58
20:08:38     11.31    661.84
20:08:39      8.23    493.74
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:08:40     10.65    617.82
20:08:41     11.07    653.51
20:08:42      9.70    563.55
20:08:43     10.69    636.64
20:08:44      8.94    523.15
20:08:45     12.15    731.26
20:08:46      8.28    478.43
20:08:47      8.24    497.53
20:08:48      6.48    252.72
20:08:49     11.26    465.60
20:08:50     12.63    574.46
20:08:51     11.17    468.40
20:08:52     12.46    588.57
20:08:53     11.02    455.82
20:08:54     11.92    543.58
20:08:55      8.18    287.36
20:08:56     12.96    617.29
20:08:57     11.31    524.67
20:08:58     10.50    362.89
20:08:59     12.23    510.70
20:09:00     10.03    315.15
20:09:01     11.88    505.68
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:09:02     13.15    599.95
20:09:03      9.32    363.23
20:09:05     11.43    464.58
20:09:06     12.21    507.65
20:09:07      8.47    331.25
20:09:08     11.26    566.46
20:09:09      5.34    223.81
20:09:10     11.36    519.02
20:09:11      6.45    216.89
20:09:12     11.73    498.75
20:09:13      9.79    436.37
20:09:14     11.45    407.79
20:09:15      8.00    306.57
20:09:16     12.53    527.80
20:09:17      9.89    393.34
20:09:18     11.26    449.70
20:09:19      4.97    174.20
20:09:20     12.30    513.37
20:09:21      5.53    227.45
20:09:22     11.64    462.61
20:09:23      9.42    353.33
20:09:24     11.83    503.08
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:09:25      6.98    288.03
20:09:26     10.96    461.25
20:09:27     10.03    395.17
20:09:28     11.69    510.36
20:09:29     10.58    399.14
20:09:30     11.99    519.08
20:09:31     10.50    370.09
20:09:32      9.35    387.18
20:09:33      4.45    213.27
20:09:34     10.74    449.46
20:09:35     10.58    386.57
20:09:36     12.66    597.35
20:09:37     12.01    525.29
20:09:38     11.83    442.39
20:09:39     10.40    468.01
20:09:40      7.76    264.17
20:09:41      6.96    284.73
20:09:42     10.88    428.01
20:09:43      6.95    263.13
20:09:44     11.73    503.09
20:09:45      9.32    404.62
20:09:46     11.64    541.02
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:09:47      3.87    126.99
20:09:48     12.68    604.28
20:09:49      6.01    259.71
20:09:50     13.25    620.18
20:09:51      4.30    174.50
20:09:52     11.45    412.02
20:09:53      9.80    401.67
20:09:54     11.17    423.59
20:09:55      9.98    403.05
20:09:56     12.96    620.20
20:09:57      4.50    170.95
20:09:58     12.30    549.48
20:09:59     10.26    323.79
20:10:00     12.30    500.19
20:10:01     10.36    365.40
20:10:02     11.54    485.81
20:10:03      8.96    397.49
20:10:04     10.85    483.22
20:10:05      2.55    105.77
20:10:06     10.18    436.72
20:10:07      8.61    403.60
20:10:08     11.68    523.17
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:10:09      8.52    325.94
20:10:10     10.17    466.88
20:10:11      9.84    397.62
20:10:12      7.99    323.55
20:10:13     11.54    471.35
20:10:14      9.58    416.61
20:10:15     11.17    393.27
20:10:16      9.89    450.67
20:10:17      9.93    328.59
20:10:18     11.30    509.05
20:10:19     10.60    391.79
20:10:20      9.89    391.57
20:10:21     12.30    584.12
20:10:22     10.84    439.90
20:10:23      7.29    334.12
20:10:24      4.02    152.97
20:10:25     12.30    555.13
20:10:26      4.50    152.45
20:10:27     12.87    621.70
20:10:28      6.01    243.88
20:10:29      9.84    435.34
20:10:30      2.22     74.91
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:10:31     11.73    545.02
20:10:32      5.82    243.18
20:10:33     12.02    503.09
20:10:34      6.96    311.20
20:10:35     10.88    446.71
20:10:36      7.62    318.47
20:10:37     12.68    497.40
20:10:38      6.90    262.95
20:10:39     12.21    477.37
20:10:40      7.90    302.21
20:10:41     12.40    627.41
20:10:42      5.65    179.99
20:10:43     11.81    481.33
20:10:44      8.71    326.44
20:10:45     11.40    489.79
20:10:46      7.57    323.46
