  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:35:47      0.00      0.00
16:35:48      0.00      0.00
16:35:49      0.00      0.14
16:35:50      0.07      0.14
16:35:51      0.00      0.07
16:35:52      0.00      0.00
16:35:53      0.00      0.21
16:35:54      0.00      0.00
16:35:55      0.00      0.00
16:35:56      0.00      0.00
16:35:57      0.00      0.00
16:35:58      0.00      0.00
16:35:59      0.00      0.00
16:36:00      0.00      0.00
16:36:01      0.00      0.00
16:36:02      0.00      0.07
16:36:03      0.00      0.00
16:36:04      0.00      0.07
16:36:05      0.00      0.00
16:36:06      0.07      0.00
16:36:07      0.00      0.00
16:36:08      0.00      0.14
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:36:09      0.00      0.21
16:36:10      0.00      0.07
16:36:11      0.00      0.00
16:36:12      0.00      0.00
16:36:13      0.00      0.00
16:36:14      0.00      0.00
16:36:15      0.00      0.00
16:36:16      0.04      0.04
16:36:17     16.42    413.78
16:36:18     23.63    599.66
16:36:19     22.94    616.14
16:36:20     18.93    627.65
16:36:21     19.18    618.67
16:36:22     12.03    617.02
16:36:23     12.12    624.53
16:36:24     11.66    602.40
16:36:25     11.40    606.87
16:36:26     11.29    615.68
16:36:27     12.43    628.28
16:36:28     11.50    682.32
16:36:29     13.83    658.70
16:36:30     11.88    617.33
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:36:31     12.53    612.98
16:36:32     11.62    623.27
16:36:33     12.02    624.94
16:36:34     12.00    623.24
16:36:35     11.53    612.99
16:36:36     12.13    623.24
16:36:37     12.68    613.16
16:36:38     11.98    618.83
16:36:39     11.94    624.72
16:36:40     12.88    641.22
16:36:41     14.01    769.76
16:36:42     13.88    676.41
16:36:43     12.63    608.61
16:36:44     11.95    586.32
16:36:45     11.58    611.73
16:36:46     11.98    609.09
16:36:47     13.66    680.04
16:36:48     11.33    620.29
16:36:49     11.68    610.57
16:36:50     12.52    617.33
16:36:51     11.80    618.81
16:36:52     12.24    617.76
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:36:53     12.25    644.01
16:36:54     12.33    620.28
16:36:55     12.13    599.61
16:36:56     11.54    613.13
16:36:57     11.70    612.92
16:36:58     11.84    608.58
16:36:59     12.54    640.96
16:37:00     11.90    626.35
16:37:01     12.76    615.86
16:37:02     12.14    622.42
16:37:03     11.38    620.31
16:37:04     12.54    607.02
16:37:05     11.69    617.64
16:37:06     12.67    602.56
16:37:07     11.74    608.48
16:37:08     12.86    716.27
16:37:09     12.05    611.70
16:37:10     12.63    670.52
16:37:11     11.76    620.28
16:37:12     13.10    626.19
16:37:13     10.93    602.80
16:37:14     14.16    670.73
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:37:15     11.64    607.00
16:37:16     12.26    649.82
16:37:17     11.71    614.46
16:37:18     14.92    796.03
16:37:19     12.02    589.86
16:37:20     13.34    769.45
16:37:21     12.38    604.04
16:37:22     12.27    685.64
