time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.007,18688,12,0,24.0,26.1,20.9,26.1,5.0,423806,5,0,0,bbr1
0.006,3072,2,0,24.5,28.0,20.9,28.0,4.8,423806,8,1,1,bbr1
0.026,5760,4,2880,24.7,26.0,20.9,28.0,4.0,146880,11,1,1,bbr1
0.036,8608,5,1440,24.3,21.6,20.9,28.0,3.7,146880,12,1,1,bbr1
0.055,10032,6,2880,24.4,25.5,20.9,28.0,3.1,163753,14,1,1,bbr1
0.006,13834,9,0,24.9,25.5,20.9,28.0,1.5,293837,16,1,1,bbr1
0.007,14576,10,0,25.2,27.5,20.9,28.0,1.8,293837,17,1,1,bbr1
0.030,15489,10,7200,25.5,27.8,20.9,28.0,2.0,293837,24,1,1,bbr1
0.034,15489,10,5760,25.0,21.2,20.9,28.0,2.6,293837,25,1,1,bbr1
0.044,15246,10,5760,24.4,20.2,20.2,28.0,3.1,293837,27,1,1,bbr1
0.054,15246,10,7200,24.5,25.5,20.2,28.0,2.6,293837,29,1,1,bbr1
0.057,18094,12,5760,24.0,20.3,20.2,28.0,3.0,521407,30,1,1,bbr1
0.065,20362,14,7200,23.5,20.5,20.2,28.0,3.1,521407,33,1,1,bbr1
0.077,20362,14,10080,23.1,20.2,20.2,28.0,3.2,521407,37,1,1,bbr1
0.081,22119,15,10080,22.8,20.3,20.2,28.0,3.1,599556,39,1,1,bbr1
0.086,24967,17,10080,22.4,20.1,20.1,28.0,3.0,742614,41,1,1,bbr1
0.092,26143,18,11520,22.2,20.1,20.1,28.0,2.8,781170,44,1,1,bbr1
0.097,28953,20,12960,21.9,20.1,20.1,28.0,2.6,906586,47,1,1,bbr1
0.103,29899,20,15840,21.7,20.1,20.1,28.0,2.4,948790,51,1,1,bbr1
0.106,30852,21,15840,21.5,20.2,20.1,28.0,2.2,991353,53,1,1,bbr1
0.110,31682,22,17280,21.3,20.1,20.1,28.0,2.0,1028378,56,1,1,bbr1
0.115,33862,23,18720,21.2,20.2,20.1,28.0,1.8,1125694,59,1,1,bbr1
0.118,36710,25,20160,21.1,20.2,20.1,28.0,1.6,1263331,62,1,1,bbr1
0.122,37615,26,21600,21.0,20.2,20.1,28.0,1.4,1293179,65,1,1,bbr1
0.123,40463,28,21600,20.9,20.2,20.1,28.0,1.2,1427161,67,1,1,bbr1
0.126,42492,29,23040,20.8,20.2,20.1,28.0,1.1,1510842,70,1,1,bbr1
0.129,43247,30,24480,20.7,20.2,20.1,28.0,1.0,1544535,73,1,1,bbr1
0.133,44574,30,27360,20.7,20.7,20.1,28.0,0.7,1603738,77,1,1,bbr1
0.136,44674,31,28800,20.7,21.1,20.1,28.0,0.6,1608208,80,1,1,bbr1
0.139,44674,31,31680,20.9,22.2,20.1,28.0,0.8,1608208,84,1,1,bbr1
0.143,44680,31,34560,21.2,23.1,20.1,28.0,1.2,1608506,88,1,1,bbr1
0.146,44729,31,37440,21.6,24.2,20.1,28.0,1.6,1610661,92,1,1,bbr1
0.150,44729,31,40320,22.1,25.8,20.1,28.0,2.3,1610661,96,1,1,bbr1
0.153,44729,31,41760,22.7,26.9,20.1,28.0,2.9,1610661,99,1,1,bbr1
0.156,44729,31,43200,23.4,28.5,20.1,28.5,3.6,673206,102,1,1,bbr1
0.161,44729,31,43200,24.3,30.1,20.1,30.1,4.4,673206,104,1,1,bbr1
0.163,44729,31,41760,25.1,31.2,20.1,31.2,5.0,673206,105,1,1,bbr1
0.167,44729,31,41760,26.1,32.7,20.1,32.7,5.7,673206,107,1,1,bbr1
0.172,44729,31,41760,27.1,34.6,20.1,34.6,6.4,673206,109,1,1,bbr1
0.174,44729,31,40320,28.2,36.0,20.1,36.0,7.0,673206,110,1,1,bbr1
0.178,44729,31,40320,29.4,37.6,20.1,37.6,7.6,673206,112,1,1,bbr1
0.180,44729,31,38880,30.7,39.4,20.1,39.4,8.2,673206,113,1,1,bbr1
0.184,44729,31,38880,32.0,41.2,20.1,41.2,8.8,673206,115,1,1,bbr1
0.186,44729,31,37440,33.3,42.5,20.1,42.5,9.2,673206,116,1,1,bbr1
0.191,44729,31,37440,34.7,44.4,20.1,44.4,9.7,673206,118,1,1,bbr1
0.195,44729,31,37440,36.1,45.7,20.1,45.7,10.0,673206,120,1,1,bbr1
0.200,44729,31,33120,39.0,49.3,20.1,49.3,10.7,673206,121,1,1,bbr1
0.204,44729,31,34560,40.4,50.6,20.1,50.6,11.0,673206,124,1,1,bbr1
0.209,44729,31,34560,41.9,52.4,20.1,52.4,11.2,673206,126,1,1,bbr1
0.211,44729,31,33120,43.1,51.5,20.1,52.4,10.8,673206,128,1,1,bbr1
0.216,44729,31,33120,44.0,50.6,20.1,52.4,10.0,673206,130,1,1,bbr1
0.217,44729,31,31680,44.8,49.7,20.1,52.4,8.9,673206,131,1,1,bbr1
0.222,44729,31,31680,45.2,48.4,20.1,52.4,7.6,673206,133,1,1,bbr1
0.226,44729,31,31680,45.5,47.6,20.1,52.4,6.3,673206,135,1,1,bbr1
0.228,44729,31,30240,45.7,47.0,20.1,52.4,5.1,673206,136,1,1,bbr1
0.233,44729,31,30240,45.8,46.1,20.1,52.4,3.9,673206,138,1,1,bbr1
0.235,44729,31,28800,45.7,45.2,20.1,52.4,3.1,673206,139,1,1,bbr1
0.239,44729,31,28800,45.5,44.1,20.1,52.4,2.7,673206,141,1,1,bbr1
0.241,44729,31,27360,44.9,40.4,20.1,52.4,3.3,673206,142,1,1,bbr1
0.245,44729,31,27360,44.5,41.6,20.1,52.4,3.3,673206,144,1,1,bbr1
0.252,28060,19,25920,43.8,39.5,20.1,52.4,3.7,673206,147,1,1,bbr1
0.258,33756,23,23040,43.1,38.1,20.1,52.4,4.2,897608,149,1,1,bbr1
0.266,39452,27,25920,42.2,36.2,20.1,52.4,4.9,897608,155,1,1,bbr1
0.005,44729,31,55,36.2,30.7,20.1,52.4,7.2,897608,160,1,1,bbr1
0.009,44729,31,0,35.0,26.2,20.1,52.4,7.9,1122010,161,1,1,bbr1
0.035,44729,31,25920,33.6,23.7,20.1,52.4,8.7,1122010,184,1,1,bbr1
0.041,44729,31,27360,32.5,25.4,20.1,52.4,8.6,1122010,189,1,1,bbr1
0.049,44729,31,30240,31.9,27.1,20.1,52.4,7.8,1122010,195,1,1,bbr1
