time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.007,19086,13,0,23.6,21.0,20.9,24.9,5.4,1009884,5,0,0,cubic
0.006,19086,13,55,24.4,29.7,20.9,29.7,5.6,978327,9,0,0,cubic
0.006,15183,10,0,25.1,20.2,20.2,29.7,4.3,603769,18,0,0,cubic
0.007,15183,10,0,25.4,27.4,20.2,29.7,3.8,597238,19,0,0,cubic
0.029,15397,10,12960,25.8,28.7,20.2,29.7,3.6,596135,30,0,0,cubic
0.032,15410,10,12960,25.8,25.4,20.2,29.7,2.8,597889,32,0,0,cubic
0.036,15424,10,12960,25.8,25.7,20.2,29.7,2.2,598734,34,0,0,cubic
0.039,15436,10,12960,25.5,23.9,20.2,29.7,2.1,604716,36,0,0,cubic
0.044,15449,10,12960,25.1,22.5,20.2,29.7,2.3,614469,38,0,0,cubic
0.049,15475,10,12960,24.5,20.2,20.2,29.7,3.0,630988,40,0,0,cubic
0.054,15488,10,12960,24.0,20.2,20.2,29.7,3.3,645602,42,0,0,cubic
0.057,15501,10,12960,23.5,20.2,20.2,29.7,3.4,659308,44,0,0,cubic
0.060,15514,10,11520,23.1,20.2,20.2,29.7,3.4,671659,45,0,0,cubic
0.066,15533,10,12960,22.7,20.2,20.2,29.7,3.3,683219,48,0,0,cubic
0.070,15551,10,12960,22.4,20.2,20.2,29.7,3.1,693776,50,0,0,cubic
0.074,15567,10,12960,22.1,20.2,20.2,29.7,2.9,703148,52,0,0,cubic
0.079,15582,10,12960,21.9,20.2,20.2,29.7,2.6,711539,54,0,0,cubic
0.082,15598,10,12960,21.7,20.3,20.2,29.7,2.4,718669,56,0,0,cubic
0.086,15613,10,12960,21.5,20.3,20.2,29.7,2.1,725140,58,0,0,cubic
0.091,15629,10,12960,21.4,20.3,20.2,29.7,1.9,731318,60,0,0,cubic
0.095,15643,10,12960,21.2,20.2,20.2,29.7,1.7,736973,62,0,0,cubic
0.099,15744,10,12960,21.1,20.3,20.2,29.7,1.5,745807,64,0,0,cubic
0.103,16004,11,12960,21.0,20.2,20.2,29.7,1.4,762276,66,0,0,cubic
0.108,16260,11,14400,20.9,20.2,20.2,29.7,1.2,778139,69,0,0,cubic
0.111,16513,11,14400,20.8,20.2,20.2,29.7,1.1,793360,71,0,0,cubic
0.115,16761,11,14400,20.7,20.2,20.2,29.7,1.0,808382,73,0,0,cubic
0.119,17006,11,14400,20.7,20.2,20.2,29.7,0.9,822897,75,0,0,cubic
0.123,17247,11,14400,20.6,20.2,20.2,29.7,0.8,836826,77,0,0,cubic
0.126,17485,12,14400,20.6,20.3,20.2,29.7,0.6,849859,79,0,0,cubic
0.130,17719,12,15840,20.5,20.2,20.2,29.7,0.6,863246,82,0,0,cubic
0.134,17951,12,15840,20.5,20.2,20.2,29.7,0.5,876299,84,0,0,cubic
0.137,18179,12,15840,20.4,20.2,20.2,29.7,0.5,889122,86,0,0,cubic
0.141,18405,12,15840,20.5,20.8,20.2,29.7,0.4,898330,88,0,0,cubic
0.145,18627,12,15840,20.5,20.8,20.2,29.7,0.4,907483,90,0,0,cubic
0.148,18848,13,15840,20.6,21.4,20.2,29.7,0.5,913620,92,0,0,cubic
0.152,19065,13,17280,20.7,21.4,20.2,29.7,0.6,920036,95,0,0,cubic
0.155,19280,13,17280,20.8,21.4,20.2,29.7,0.6,926655,97,0,0,cubic
0.159,19493,13,17280,20.9,21.3,20.2,29.7,0.6,934154,99,0,0,cubic
0.162,19703,13,17280,20.8,20.3,20.2,29.7,0.6,947487,101,0,0,cubic
0.165,19912,13,17280,20.7,20.2,20.2,29.7,0.6,961143,103,0,0,cubic
0.169,20118,13,17280,20.7,20.3,20.2,29.7,0.6,973860,105,0,0,cubic
0.172,20321,14,17280,20.9,22.4,20.2,29.7,0.8,973694,107,0,0,cubic
0.175,20523,14,18720,21.1,22.5,20.2,29.7,1.0,974038,110,0,0,cubic
0.179,20723,14,18720,21.2,22.5,20.2,29.7,1.1,975337,112,0,0,cubic
0.182,20921,14,18720,21.5,23.2,20.2,29.7,1.3,973749,114,0,0,cubic
