time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,25.4,27.6,24.9,27.6,6.0,757247,4,1,1,prague,3,0,0.000
0.007,15360,10,0,26.1,28.6,24.9,28.6,4.7,735237,6,1,1,prague,6,0,0.000
0.006,15360,10,0,25.4,23.7,23.4,28.6,2.9,754895,14,1,1,prague,13,0,0.000
0.080,15360,10,0,25.7,27.3,23.4,28.6,2.6,747954,15,1,1,prague,14,0,0.000
0.100,18208,12,13955,34.9,99.9,23.4,99.9,20.5,651271,28,2,2,prague,16,0,0.000
0.103,20863,14,15588,33.5,23.3,23.3,99.9,18.3,778679,31,2,2,prague,18,0,0.000
0.107,20863,14,17404,32.3,24.1,23.3,99.9,16.1,807066,34,2,2,prague,20,0,0.000
0.109,20863,14,16340,31.2,23.6,23.3,99.9,14.2,835214,35,2,2,prague,22,0,0.000
0.112,20863,14,16716,30.2,23.3,23.3,99.9,12.7,862649,37,2,2,prague,24,0,0.000
0.116,20863,14,17092,29.3,22.9,22.9,99.9,11.3,889725,39,2,2,prague,26,0,0.000
0.120,20863,14,18720,28.2,20.2,20.2,99.9,10.8,925796,42,2,2,prague,28,0,0.000
0.122,24836,17,17280,27.4,21.7,20.2,99.9,9.7,1134478,43,2,2,prague,30,0,0.000
0.126,24836,17,18720,26.6,21.4,20.2,99.9,8.8,1166053,46,2,2,prague,32,0,0.000
0.130,24836,17,20160,26.0,21.3,20.2,99.9,7.9,1196246,49,2,2,prague,34,0,0.000
0.132,24836,17,20160,25.3,20.7,20.2,99.9,7.2,1227511,51,2,2,prague,36,0,0.000
0.135,24836,17,21600,24.7,20.7,20.2,99.9,6.6,1255916,54,2,2,prague,38,0,0.000
