time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,15972,11,0,21.1,20.3,20.3,21.3,6.2,945133,5,1,1,prague,4,0,0.000
0.005,16937,11,0,22.5,27.1,20.3,27.1,5.9,940108,7,1,1,prague,7,0,0.000
0.005,17601,12,0,23.4,25.2,20.3,27.1,3.1,940103,14,1,1,prague,14,0,0.000
0.082,17863,12,0,23.8,26.2,20.3,27.1,3.0,940078,15,1,1,prague,15,0,0.000
0.103,28112,19,16702,33.6,102.5,20.3,102.5,21.9,1046082,31,2,2,prague,17,0,0.000
0.107,28112,19,23907,32.3,23.4,20.3,102.5,19.0,1087353,38,2,2,prague,19,0,0.000
0.109,28112,19,24283,31.6,26.5,20.3,102.5,15.7,1112377,40,2,2,prague,21,0,0.000
0.112,28112,19,24659,31.0,27.2,20.3,102.5,12.9,1132014,42,2,2,prague,23,0,0.000
0.116,28112,19,26475,30.6,27.7,20.3,102.5,10.5,1147428,45,2,2,prague,25,0,0.000
0.118,28112,19,26851,30.3,28.0,20.3,102.5,8.5,1160080,47,2,2,prague,27,0,0.000
0.121,30584,21,25787,30.0,28.2,20.3,102.5,6.9,1272890,48,2,2,prague,29,0,0.000
0.124,30584,21,30240,29.9,28.6,20.3,102.5,5.5,1280608,52,2,2,prague,31,0,0.000
0.126,33432,23,28800,29.0,23.0,20.3,102.5,5.9,1441382,53,2,2,prague,33,0,0.000
0.129,33432,23,31680,28.7,26.3,20.3,102.5,5.1,1458129,57,2,2,prague,35,0,0.000
0.132,36280,25,31680,28.6,28.2,20.3,102.5,3.9,1585775,59,2,2,prague,37,0,0.000
0.136,39128,27,34560,28.6,28.8,20.3,102.5,3.0,1709123,63,2,2,prague,39,0,0.000
0.139,41976,29,37440,28.7,29.6,20.3,102.5,2.5,1825614,67,2,2,prague,41,0,0.000
0.142,44824,31,40320,29.0,30.4,20.3,102.5,2.3,1935205,71,2,2,prague,43,0,0.000
0.146,47672,33,43200,29.2,31.3,20.3,102.5,2.3,2037822,75,2,2,prague,45,0,0.000
0.149,50520,35,46080,29.6,32.0,20.3,102.5,2.4,2134094,79,2,2,prague,47,0,0.000
0.153,53368,37,48960,29.9,31.8,20.3,102.5,2.4,2233494,83,2,2,prague,49,0,0.000
0.156,56216,39,51840,30.4,34.1,20.3,102.5,2.8,2311741,87,2,2,prague,51,0,0.000
0.159,59064,41,54720,31.0,35.4,20.3,102.5,3.4,2379617,91,2,2,prague,53,0,0.000
0.163,61912,42,57600,31.8,36.8,20.3,102.5,4.0,2437480,95,2,2,prague,55,0,0.000
0.200,32089,22,30295,44.4,54.2,20.3,102.5,10.3,722822,99,2,2,prague,59,18,0.000
0.203,32184,22,30295,46.0,57.5,20.3,102.5,11.0,699105,101,2,2,prague,59,20,0.000
0.207,32276,22,30295,47.5,57.6,20.3,102.5,11.1,679852,103,2,2,prague,59,22,0.000
0.210,32366,22,30295,49.2,60.9,20.3,102.5,11.7,658407,105,2,2,prague,59,24,0.000
0.214,32453,22,30295,50.6,61.0,20.3,102.5,11.7,640932,107,2,2,prague,59,26,0.000
0.217,32538,22,30295,52.4,64.4,20.3,102.5,12.2,621511,109,2,2,prague,59,28,0.000
0.220,32621,22,30295,53.8,64.3,20.3,102.5,12.2,605820,111,2,2,prague,59,30,0.000
0.224,32702,22,30295,55.6,67.6,20.3,102.5,12.6,588567,113,2,2,prague,59,32,0.000
0.227,32781,22,30295,57.1,67.6,20.3,102.5,12.4,574419,115,2,2,prague,59,34,0.000
0.233,32858,22,30295,58.8,71.0,20.3,102.5,12.8,558695,117,2,2,prague,59,36,0.000
0.235,32933,22,28855,60.3,71.1,20.3,102.5,12.7,545754,118,2,2,prague,59,38,0.000
0.237,32971,22,28800,60.0,57.4,20.3,102.5,10.2,549718,119,2,2,prague,59,40,0.000
0.253,18267,12,15840,49.7,39.0,20.3,102.5,14.0,367220,120,2,2,prague,63,46,0.932
0.256,18398,12,15840,48.4,39.0,20.3,102.5,13.2,380155,122,2,2,prague,65,46,0.932
0.259,18530,12,15840,47.2,38.9,20.3,102.5,12.3,392518,124,2,2,prague,67,46,0.932
0.263,18662,12,14400,46.0,37.9,20.3,102.5,11.5,405343,125,2,2,prague,69,46,0.932
0.266,18795,13,12960,44.9,36.7,20.3,102.5,11.0,418904,126,2,2,prague,71,46,0.932
0.270,18928,13,11520,43.6,34.5,20.3,102.5,10.9,434467,127,2,2,prague,73,46,0.932
0.276,19062,13,11520,40.7,20.4,20.3,102.5,13.9,468768,129,2,2,prague,75,46,0.932
0.276,10871,7,10080,38.1,20.2,20.2,102.5,15.6,500223,130,2,2,prague,77,46,0.885
0.283,11230,7,7200,35.9,20.3,20.2,102.5,16.1,500223,131,2,2,prague,80,46,0.885
0.292,11463,7,8640,34.1,22.0,20.2,102.5,15.6,500223,134,2,2,prague,82,46,0.885
0.298,11811,8,7200,32.6,21.9,20.2,102.5,14.7,362111,136,2,2,prague,85,46,0.885
0.005,8072,5,55,28.7,20.3,20.2,102.5,12.2,377879,139,2,2,prague,92,46,0.829
0.008,5091,3,0,28.4,26.1,20.2,102.5,9.8,377879,140,2,2,prague,94,46,0.776
0.034,4962,3,0,28.8,31.6,20.2,102.5,8.2,377879,144,2,2,prague,98,46,0.728
0.059,4998,3,0,28.1,23.5,20.2,102.5,7.4,377879,148,2,2,prague,102,46,0.682
0.085,5083,3,0,27.5,23.6,20.2,102.5,6.7,377879,152,2,2,prague,106,46,0.639
0.110,5185,3,0,27.0,23.5,20.2,102.5,6.0,377879,156,2,2,prague,110,46,0.599
0.136,5297,3,0,26.6,23.6,20.2,102.5,5.4,377879,160,2,2,prague,114,46,0.561
0.161,5416,3,0,26.2,23.5,20.2,102.5,4.8,377879,164,2,2,prague,118,46,0.525
0.186,5542,3,0,25.9,23.5,20.2,102.5,4.3,377879,168,2,2,prague,122,46,0.492
0.212,5673,3,0,25.6,23.5,20.2,102.5,3.8,377879,172,2,2,prague,126,46,0.461
0.237,5810,4,0,25.3,23.5,20.2,102.5,3.4,377879,176,2,2,prague,130,46,0.432
0.263,6285,4,0,25.3,25.2,20.2,102.5,2.6,377879,181,2,2,prague,135,46,0.404
0.288,6609,4,0,25.3,25.2,20.2,102.5,2.0,377879,186,2,2,prague,140,46,0.379
0.314,6869,4,0,25.3,25.3,20.2,102.5,1.5,377879,191,2,2,prague,145,46,0.354
0.339,7098,4,0,25.3,25.3,20.2,102.5,1.1,377879,196,2,2,prague,150,46,0.332
0.365,7314,5,0,25.3,25.2,20.2,102.5,0.8,377879,201,2,2,prague,155,46,0.311
0.390,7524,5,1440,25.3,25.2,20.2,102.5,0.6,377879,207,2,2,prague,160,46,0.291
0.397,7735,5,7200,25.5,26.9,20.2,102.5,0.9,377879,213,2,2,prague,161,46,0.291
0.416,7883,5,1440,25.4,25.3,20.2,102.5,0.7,377879,214,2,2,prague,166,46,0.272
0.422,8086,5,7200,24.8,20.4,20.2,102.5,1.8,377879,219,2,2,prague,167,46,0.272
0.441,8202,5,1440,24.9,25.2,20.2,102.5,1.4,377879,220,2,2,prague,172,46,0.255
0.448,8399,5,7200,24.3,20.2,20.2,102.5,2.2,377879,225,2,2,prague,173,46,0.255
0.467,8499,5,1440,24.4,25.3,20.2,102.5,1.9,377879,226,2,2,prague,178,46,0.238
0.473,8690,6,7200,23.9,20.2,20.2,102.5,2.5,377879,231,2,2,prague,179,46,0.238
