  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:08:54      0.00      0.00
16:08:55      0.00      0.00
16:08:56      0.00      0.07
16:08:57      0.07      0.07
16:08:58      0.00      0.14
16:08:59      0.00      0.07
16:09:00      0.00      0.43
16:09:01      0.00      0.00
16:09:02      0.00      0.00
16:09:03      0.00      0.00
16:09:04      0.00      0.00
16:09:05      0.00      0.00
16:09:06      0.00      0.00
16:09:07      0.00      0.00
16:09:08      0.00      0.00
16:09:09      0.00      0.00
16:09:10      0.00      0.00
16:09:11      0.00      0.07
16:09:12      0.00      0.07
16:09:13      0.07      0.00
16:09:14      0.00      0.00
16:09:15      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:09:16      0.00      0.43
16:09:17      0.00      0.14
16:09:18      0.00      0.00
16:09:19      0.00      0.07
16:09:20      0.00      0.00
16:09:21      0.00      0.00
16:09:22      0.00      0.00
16:09:23      0.04      0.04
16:09:24     18.18    462.64
16:09:25     16.50    534.63
16:09:26     14.35    540.52
16:09:27     13.38    524.61
16:09:28     12.36    584.85
16:09:29     10.45    559.73
16:09:30     13.14    667.54
16:09:31     10.19    555.55
16:09:32     11.41    564.17
16:09:33     11.34    567.12
16:09:34     12.12    651.29
16:09:35     13.10    596.91
16:09:36     11.36    543.47
16:09:37     11.84    543.48
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:09:38     12.76    589.26
16:09:39     15.19    823.08
16:09:40     11.63    544.96
16:09:41     13.96    773.23
16:09:42     11.96    558.25
16:09:43     12.56    697.14
16:09:44     12.36    549.72
16:09:45     12.92    737.69
16:09:46     12.20    571.55
16:09:47     12.53    669.02
16:09:48     12.10    589.70
16:09:49     12.95    685.67
16:09:50     12.61    604.04
16:09:51     11.71    661.64
16:09:52     12.50    607.06
16:09:53     12.94    607.27
16:09:54     13.17    634.28
16:09:55     11.20    586.37
16:09:56     12.57    651.31
16:09:57     11.58    599.61
16:09:58     13.26    664.99
16:09:59     11.89    575.97
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:10:00     13.06    667.61
16:10:01     10.96    553.83
16:10:02     13.69    688.54
16:10:03     14.78    831.48
16:10:04     14.09    705.95
16:10:05     14.04    812.28
16:10:06     13.31    726.91
16:10:07     11.35    550.95
16:10:08     13.52    728.17
16:10:09     11.24    561.21
16:10:10     13.18    655.90
16:10:11     11.61    543.50
16:10:12     14.04    734.03
16:10:13     10.21    556.80
16:10:14     13.84    725.39
16:10:15     12.17    542.01
16:10:16     14.47    727.36
16:10:17     11.13    539.17
16:10:18     12.86    736.95
16:10:19     12.95    546.65
16:10:20     11.99    688.22
16:10:21     12.79    513.95
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:10:22     12.30    676.41
16:10:23     12.69    565.85
16:10:24     14.88    847.72
16:10:25     11.98    573.09
16:10:26     13.25    747.31
16:10:27     12.82    588.06
16:10:28     11.26    554.07
16:10:29     11.74    549.41
16:10:30     11.42    522.79
16:10:31     13.03    711.86
16:10:32     10.46    555.60
16:10:33     13.82    676.42
16:10:34      9.97    552.34
16:10:35     13.12    683.78
16:10:36     12.24    550.89
16:10:37     13.71    723.69
16:10:38     11.07    549.65
16:10:39     14.50    748.78
16:10:40     11.97    537.59
16:10:41     13.43    734.09
16:10:42     12.17    564.18
16:10:43     12.51    722.43
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:10:44     13.05    565.65
16:10:45     12.26    679.33
16:10:46     12.50    578.93
16:10:47     12.33    663.46
16:10:48     13.26    567.11
16:10:49     12.98    601.08
16:10:50     12.64    593.70
16:10:51     12.55    642.73
16:10:52     13.44    617.77
16:10:53     12.03    629.77
16:10:54     13.55    624.85
16:10:55     11.76    646.87
16:10:56     13.36    653.10
16:10:57     11.62    568.60
16:10:58     13.73    664.60
16:10:59     11.07    570.18
16:11:00     13.33    686.89
16:11:01     11.03    553.89
16:11:02     12.46    673.45
16:11:03     12.05    688.21
16:11:04     13.87    716.62
16:11:05     11.42    595.42
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:11:06     13.38    725.13
16:11:07     11.65    570.42
16:11:08     13.48    732.63
16:11:09     11.40    523.10
16:11:10     14.05    750.23
16:11:11     10.66    526.07
16:11:12     14.14    703.69
16:11:13     10.73    541.07
16:11:14     13.88    694.13
16:11:15     11.92    537.66
16:11:16     13.19    719.26
16:11:17     12.07    570.06
16:11:19     15.29    812.34
16:11:20     12.12    548.20
16:11:21     15.66    852.17
16:11:22     12.45    533.15
16:11:23     13.16    751.75
16:11:24     12.17    562.79
16:11:25      6.49    210.69
16:11:26      0.00      0.00
16:11:27      0.00      0.00
16:11:28      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:11:29      0.00      0.00
16:11:30      0.00      0.00
16:11:31      0.00      0.00
16:11:32      0.00      0.00
16:11:33      0.00      0.00
16:11:34      0.00      0.00
16:11:35      0.00      0.00
16:11:36      0.00      0.00
16:11:37      0.00      0.00
16:11:38      0.00      0.00
16:11:39      0.00      0.00
16:11:40      0.00      0.00
16:11:41      0.00      0.00
16:11:42      0.00      0.00
16:11:43      0.00      0.00
16:11:44      0.00      0.00
16:11:45      0.00      0.00
16:11:46      0.00      0.00
16:11:47      0.00      0.00
16:11:48      0.00      0.00
16:11:49      0.00      0.00
16:11:50      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:11:51      0.00      0.00
16:11:52      0.00      0.00
16:11:53      0.00      0.00
16:11:54      0.00      0.00
16:11:55      0.00      0.00
16:11:56      0.00      0.00
16:11:57      0.00      0.00
16:11:58      0.00      0.00
16:11:59      0.00      0.00
16:12:00      0.00      0.00
16:12:01      0.00      0.00
16:12:02      0.00      0.00
16:12:03      0.00      0.00
16:12:04      0.00      0.00
16:12:05      0.00      0.00
16:12:06      0.00      0.00
16:12:07      0.00      0.00
16:12:08      0.00      0.00
16:12:09      0.00      0.00
16:12:10      0.00      0.00
16:12:11      0.00      0.00
16:12:12      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:12:13      0.00      0.00
