time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,21.6,20.2,20.2,22.5,6.7,888395,5,1,1,prague,4,0,0.000
0.005,15360,10,0,23.3,28.8,20.2,28.8,6.6,824990,7,1,1,prague,7,0,0.000
0.006,15360,10,0,23.7,24.1,20.2,28.8,2.6,809477,14,1,1,prague,14,0,0.000
0.006,15360,10,0,24.1,27.0,20.2,28.8,2.8,795755,15,1,1,prague,15,0,0.000
0.027,18208,12,12960,24.4,26.4,20.2,28.8,2.7,932137,26,1,1,prague,17,0,0.000
0.030,21056,14,15840,24.3,23.3,20.2,28.8,2.3,1084064,30,1,1,prague,19,0,0.000
0.033,21056,14,17280,24.3,24.3,20.2,28.8,1.7,1083975,33,1,1,prague,21,0,0.000
0.038,21056,14,18720,24.3,24.1,20.2,28.8,1.3,1084779,36,1,1,prague,23,0,0.000
0.040,21056,14,18720,24.2,23.9,20.2,28.8,1.1,1086839,38,1,1,prague,25,0,0.000
0.047,23904,16,18720,23.7,20.3,20.2,28.8,1.8,1259590,40,1,1,prague,27,0,0.000
0.048,26752,18,21600,23.5,21.8,20.2,28.8,1.8,1424008,44,1,1,prague,29,0,0.000
0.052,26752,18,24480,23.3,22.1,20.2,28.8,1.7,1434762,49,1,1,prague,31,0,0.000
0.055,29600,20,24480,23.3,23.1,20.2,28.8,1.3,1589142,51,1,1,prague,33,0,0.000
0.059,32448,22,27360,23.4,24.0,20.2,28.8,1.2,1735409,55,1,1,prague,35,0,0.000
0.062,35296,24,30240,23.5,24.2,20.2,28.8,1.1,1879126,59,1,1,prague,37,0,0.000
0.065,38144,26,33120,23.7,25.3,20.2,28.8,1.3,2011390,63,1,1,prague,39,0,0.000
0.069,40992,28,36000,23.5,21.8,20.2,28.8,1.4,2183957,67,1,1,prague,41,0,0.000
0.072,43840,30,38880,23.7,25.1,20.2,28.8,1.5,2315166,71,1,1,prague,43,0,0.000
0.075,46688,32,41760,24.1,27.0,20.2,28.8,2.0,2422984,75,1,1,prague,45,0,0.000
0.077,48112,33,46080,24.6,28.3,20.2,28.8,2.5,2442927,79,1,1,prague,46,0,0.000
0.081,50960,35,46080,25.2,29.5,20.2,29.5,3.1,2525072,81,1,1,prague,48,0,0.000
0.084,53808,37,48960,25.9,30.9,20.2,30.9,3.8,2593406,85,1,1,prague,50,0,0.000
0.087,56656,39,51840,26.7,32.1,20.2,32.1,4.4,2651739,89,1,1,prague,52,0,0.000
0.091,59504,41,54720,27.6,34.0,20.2,34.0,5.1,2692683,93,1,1,prague,54,0,0.000
0.094,62352,43,57600,28.6,35.5,20.2,35.5,5.8,2724222,97,1,1,prague,56,0,0.000
0.098,65200,45,60480,29.7,37.5,20.2,37.5,6.6,2741892,101,1,1,prague,58,0,0.000
0.101,68048,47,63360,30.9,38.9,20.2,38.9,7.2,2755783,105,1,1,prague,60,0,0.000
0.142,35087,24,34670,48.9,61.0,20.2,61.0,12.6,717202,111,1,1,prague,60,24,0.000
0.145,35168,24,33230,50.4,61.0,20.2,61.0,12.5,697390,112,1,1,prague,60,26,0.000
