  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
18:56:29      5.78    150.44
18:56:30     10.64    440.49
18:56:31      8.60    491.67
18:56:32     14.26    854.45
18:56:33      5.81    332.96
18:56:34     14.01    854.79
18:56:35     14.05    828.89
18:56:36     13.89    829.33
18:56:37     14.19    854.40
18:56:38      7.14    409.43
18:56:39     14.10    854.37
18:56:40      4.78    262.61
18:56:41     13.92    849.43
18:56:42      7.07    419.23
18:56:43     13.43    807.10
18:56:44      6.72    393.65
18:56:45     12.91    761.59
18:56:46      8.23    492.76
18:56:47     12.26    715.65
18:56:48      4.45    259.98
18:56:49     11.41    672.45
18:56:50     10.03    601.98
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
18:56:51     10.90    626.02
18:56:52     10.03    603.91
18:56:53      9.79    576.53
18:56:54      9.46    572.09
18:56:55      9.13    530.45
18:56:56     12.96    771.49
18:56:57      8.37    485.47
18:56:58      9.97    599.10
18:56:59      7.52    436.30
18:57:00     10.41    627.99
18:57:01      6.76    390.02
18:57:02     14.11    852.61
18:57:03      6.11    345.65
18:57:04      5.34    312.67
18:57:05      5.25    296.33
18:57:06     11.07    673.08
18:57:07      4.49    252.71
18:57:08     14.10    854.37
18:57:09      4.11    227.56
18:57:10     14.10    854.34
18:57:11      5.73    325.18
18:57:12     14.10    854.23
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
18:57:13      4.78    262.77
18:57:14     14.19    854.23
18:57:15      6.96    395.73
18:57:16     14.10    855.81
18:57:17     14.14    831.71
18:57:18     13.79    828.48
18:57:19      5.01    298.83
18:57:20      9.70    572.25
18:57:21     12.11    721.81
18:57:22      9.04    528.96
18:57:23     11.83    701.68
18:57:24      8.28    463.87
18:57:25     14.19    670.78
18:57:26      9.23    497.21
18:57:27     13.57    675.17
18:57:28      7.88    448.34
18:57:29     11.83    715.86
18:57:30      6.01    343.81
18:57:31      4.26    254.56
18:57:32      5.07    292.01
18:57:33     14.19    854.30
18:57:34      4.59    257.53
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
18:57:35     11.54    691.04
18:57:36      3.64    199.23
18:57:37     14.00    855.57
18:57:38      5.16    288.25
18:57:39     10.69    643.91
18:57:40      2.03    106.80
18:57:41     14.10    854.35
18:57:42      1.75     83.06
18:57:43     14.14    854.16
18:57:44      6.30    356.08
18:57:45     13.63    815.56
18:57:46      0.26      2.63
18:57:47     13.62    819.05
18:57:48      4.35    257.80
18:57:49     13.11    772.24
18:57:50      3.03    180.03
18:57:51     12.26    726.11
18:57:52      6.72    405.50
18:57:53     11.49    676.11
18:57:54      8.23    496.52
18:57:55     10.83    635.83
18:57:56      9.22    548.54
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
18:57:57      9.99    587.01
18:57:58      9.75    586.51
18:57:59      9.42    545.27
18:58:00     10.98    667.59
18:58:01      8.56    499.92
18:58:02     10.31    623.95
18:58:03      5.63    319.25
18:58:04      0.00      0.00
18:58:05      6.67    379.99
18:58:06      0.00      0.00
18:58:07      6.29    362.80
18:58:08     11.54    690.62
18:58:09      5.44    313.44
18:58:10     14.19    855.83
18:58:11      6.10    348.04
18:58:12     14.10    854.38
18:58:13      7.24    409.45
