  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:00:18      7.90    223.59
12:00:19     13.72    840.00
12:00:20     13.90    828.48
12:00:21     13.86    826.12
12:00:22     13.91    854.49
12:00:23      5.62    314.89
12:00:24     13.92    855.08
12:00:25     13.95    827.56
12:00:26     13.79    827.28
12:00:27      5.30    323.27
12:00:28     12.64    743.20
12:00:29      0.95     52.77
12:00:30     11.79    693.07
12:00:31      8.99    539.82
12:00:32     11.31    671.96
12:00:33     10.79    611.62
12:00:34     10.55    625.80
12:00:35      9.37    564.47
12:00:36      9.89    581.05
12:00:37     12.09    731.96
12:00:38      9.03    533.66
12:00:39     10.31    622.42
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:00:40      8.00    461.40
12:00:41     13.34    809.61
12:00:42      7.52    440.74
12:00:43     12.58    759.24
12:00:44      6.67    372.69
12:00:45     13.91    853.73
12:00:46      6.57    376.82
12:00:47     10.41    627.30
12:00:48      4.97    148.78
12:00:49     13.72    428.02
12:00:50     13.88    426.59
12:00:51     13.01    393.66
12:00:52     13.63    428.00
12:00:53     13.58    423.51
12:00:54     13.72    426.75
12:00:55     13.17    395.90
12:00:56     12.58    392.04
12:00:57     13.68    416.21
12:00:58     13.42    423.76
12:00:59      4.64    140.86
12:01:00      9.79    297.73
12:01:01      6.29    192.60
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:01:02      9.03    277.38
12:01:03      0.85     23.08
12:01:04      8.38    252.91
12:01:05      4.21    129.78
12:01:06      6.48    205.02
12:01:07      6.15    188.67
12:01:08      6.76    205.28
12:01:09      7.38    227.00
12:01:10      6.08    181.96
12:01:11      8.80    271.48
12:01:12      5.16    154.77
12:01:13      9.09    285.45
12:01:14      4.21    125.66
12:01:15     10.97    339.24
12:01:16      3.74    109.67
12:01:17      6.62    202.66
12:01:18      2.98     86.47
12:01:19      7.57    234.47
12:01:20      2.22     63.38
12:01:21     11.64    361.49
12:01:22      1.65     43.10
12:01:23     12.30    381.43
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:01:24      0.80     17.09
12:01:25     13.72    428.09
12:01:26      1.37     30.09
12:01:27     13.35    420.03
12:01:28      1.77     45.85
12:01:29     12.85    398.91
12:01:30      3.32    105.41
12:01:31      9.89    307.10
12:01:32      0.00      0.00
12:01:33     11.59    355.57
12:01:34      2.27     66.99
12:01:35     10.93    332.44
12:01:36      2.18     64.59
12:01:37     10.27    310.94
12:01:38      4.16    129.14
12:01:39      9.41    286.17
12:01:40      0.19      3.71
12:01:41      7.23    229.31
12:01:42      4.64    142.03
12:01:43      7.90    238.23
12:01:44      6.91    214.51
12:01:45      7.05    213.73
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:01:46      6.38    196.22
12:01:47      6.39    190.75
12:01:48      6.72    208.56
12:01:49      5.82    173.21
12:01:50     13.46    416.34
12:01:51     13.39    407.99
12:01:52      9.66    295.70
12:01:53      4.30    127.05
12:01:54     10.41    320.94
12:01:55      3.55    102.47
12:01:56     11.17    348.65
12:01:57      1.75     53.23
12:01:58     13.06    407.99
12:01:59      1.94     53.28
12:02:00     13.26    410.67
12:02:01      1.28     31.57
12:02:02      3.97    120.74
12:02:03      0.61      9.86
12:02:04      5.49    169.72
12:02:05      0.26      2.63
12:02:06     13.32    413.47
12:02:07      1.04     27.80
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:02:08     12.82    391.48
12:02:09      2.65     81.12
12:02:10     11.97    365.40
12:02:11      1.99     59.81
12:02:12     11.31    343.80
12:02:13      2.74     83.09
12:02:14      9.32    295.42
12:02:15      4.26    128.10
12:02:16      9.77    294.87
12:02:17      4.83    150.23
12:02:18      8.85    270.30
12:02:19      6.81    208.75
12:02:20      8.19    248.72
12:02:21      8.23    255.02
12:02:22      7.43    226.73
12:02:23      2.08     61.84
12:02:24      6.67    202.48
12:02:25      5.30    161.78
12:02:26      6.01    180.51
12:02:27      8.14    252.65
12:02:28      5.25    157.32
12:02:29      5.40    163.96
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:02:30      4.68    137.08
12:02:31     10.73    332.35
12:02:32      3.93    115.44
12:02:33     12.21    377.08
12:02:34      3.17     92.26
12:02:35     12.34    382.72
12:02:36      2.51     70.61
12:02:37     11.35    351.53
12:02:38      1.75     47.44
12:02:39     12.50    372.70
12:02:40      0.90     21.42
12:02:41     12.69    392.99
12:02:42      0.42      2.63
12:02:43     13.26    417.21
12:02:44      0.35      1.79
12:02:45     13.13    408.86
12:02:46      0.47     15.86
12:02:47     12.25    374.25
12:02:48      2.46     73.07
12:02:49      9.70    531.18
12:02:50      0.00      0.00
12:02:51      8.15    455.10
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:02:52      0.00      0.00
12:02:53     10.46    620.46
12:02:54      4.92    293.34
12:02:55      9.52    562.54
12:02:56      4.73    281.50
12:02:57      8.94    527.39
12:02:58      7.00    422.75
12:02:59      7.05    381.57
12:03:00      9.18    553.38
12:03:01      7.52    436.43
12:03:02      8.86    524.30
12:03:03      6.77    391.65
12:03:04     13.79    827.27
12:03:05     12.72    753.97
12:03:06     12.87    777.37
12:03:07      5.25    299.14
12:03:08     13.91    853.14
12:03:09      5.73    319.40
12:03:10     13.91    854.34
12:03:11      4.78    254.19
12:03:12     14.00    853.18
12:03:13      6.95    395.47
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:03:14     14.02    853.78
12:03:15      6.57    374.48
12:03:16      9.85    596.92
12:03:17      1.56     73.46
12:03:18     13.95    848.35
12:03:19      0.71     24.31
12:03:20     14.05    853.68
12:03:21      7.33    419.58
12:03:22     13.34    808.49
12:03:23      7.16    419.48
12:03:24     13.14    791.10
12:03:25      7.66    465.48
12:03:26     10.74    588.56
12:03:27      8.70    530.58
12:03:28     11.50    673.49
12:03:29      7.00    422.40
12:03:30     10.17    598.31
12:03:31      0.00      0.00
12:03:32     10.36    611.29
12:03:33      9.08    548.17
12:03:34      9.32    538.96
12:03:35      6.62    396.44
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
12:03:36      8.85    518.74
