  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:54:39      7.67    245.85
20:54:40     11.87    768.44
20:54:41      9.13    503.67
20:54:42     11.94    780.04
20:54:43     12.94    846.42
20:54:44     12.47    817.42
20:54:45     10.98    702.05
20:54:46      8.09    505.86
20:54:47      7.38    469.46
20:54:48      7.33    460.99
20:54:49     12.40    813.23
20:54:50      6.57    420.52
20:54:51     12.78    809.67
20:54:52      6.01    368.37
20:54:53     12.02    780.59
20:54:54      5.53    323.54
20:54:55     12.87    845.92
20:54:56      6.48    408.70
20:54:57     12.46    808.91
20:54:58      4.40    234.14
20:54:59     12.79    831.13
20:55:00      3.55    186.38
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:55:01     13.26    846.84
20:55:02      5.34    350.23
20:55:03      8.04    517.92
20:55:04      0.77     13.53
20:55:05     12.98    795.22
20:55:06      0.99     50.33
20:55:07     12.77    844.36
20:55:08      4.52    235.02
20:55:09     10.77    412.92
20:55:10     11.49    400.24
20:55:11     10.36    372.04
20:55:12     12.26    425.46
20:55:13     12.22    406.49
20:55:14      4.39    131.52
20:55:15      8.47    278.29
20:55:16      6.60    194.29
20:55:17      4.63    123.78
20:55:18      1.11      3.23
20:55:19      6.90    211.82
20:55:20      5.00    118.23
20:55:21      6.99    187.34
20:55:22     11.54    423.76
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:55:23     12.13    413.67
20:55:24      7.57    245.40
20:55:25      5.61    136.08
20:55:26      8.81    339.90
20:55:27      4.02    116.36
20:55:28      2.34     81.83
20:55:29      3.97    113.70
20:55:30     10.74    393.03
20:55:31      3.62    119.01
20:55:32      9.94    333.36
20:55:33      2.13     68.20
20:55:34      8.23    329.16
20:55:35      1.37     46.00
20:55:36     10.04    393.73
20:55:37      0.99     21.43
20:55:38      7.58    268.43
20:55:39      0.42      2.70
20:55:40      8.99    368.85
20:55:41      1.94      5.49
20:55:42      9.98    372.20
20:55:43      2.90     81.95
20:55:44      5.35    180.99
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:55:45      0.00      0.00
20:55:46      5.16    188.35
20:55:47      0.00      0.00
20:55:48      4.97    196.98
20:55:49      0.04      0.04
20:55:50      6.01    205.66
20:55:51      0.00      0.00
20:55:52      5.16    205.20
20:55:53      0.00      0.00
20:55:54      5.63    205.13
20:55:55      0.00      0.00
20:55:56      5.44    204.63
20:55:57      0.00      0.00
20:55:58      6.20    216.92
20:55:59      0.04      0.04
20:56:00      5.25    200.77
20:56:01      0.38      8.99
20:56:02      2.32     73.90
20:56:03      0.00      0.00
20:56:04      2.88    100.04
20:56:05      0.00      0.00
20:56:06      3.26    132.77
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:56:07      2.37     72.26
20:56:08      3.17    112.50
20:56:09      3.03    118.51
20:56:10      2.22     86.55
20:56:11      3.12    124.29
20:56:12      1.94     64.79
20:56:13      4.16    150.61
20:56:14      1.56     43.13
20:56:15      4.54    169.47
20:56:16      0.71     19.99
20:56:17      4.92    187.64
20:56:18      0.42      2.63
20:56:19      5.11    207.92
20:56:20      0.16      0.00
20:56:21      5.66    227.23
20:56:22      0.00      0.07
20:56:23      3.17    123.92
20:56:24      0.00      0.00
20:56:25      4.21    138.12
20:56:26      0.00      0.00
20:56:27      5.16    191.08
20:56:28      0.00      0.07
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:56:29      3.83    127.71
20:56:30      0.00      0.00
