time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.006,3072,2,0,21.9,20.2,20.2,22.6,4.5,3019592,5,1,1,bbr1
0.019,6904,4,0,23.2,27.6,20.2,27.6,4.8,1046511,7,1,1,bbr1
0.039,9752,6,4320,25.2,39.1,20.2,39.1,7.6,1046511,13,1,1,bbr1
0.005,15448,10,978,24.1,20.3,20.2,39.1,5.0,1046511,16,1,1,bbr1
0.007,17134,11,0,23.9,26.1,20.2,39.1,3.5,1308138,17,1,1,bbr1
0.028,19982,13,14400,24.4,27.7,20.2,39.1,3.5,1308138,29,1,1,bbr1
0.030,22830,15,15840,24.0,21.7,20.2,39.1,3.3,1308138,32,1,1,bbr1
0.034,25678,17,18720,24.1,24.6,20.2,39.1,2.6,1308138,36,1,1,bbr1
0.038,28526,19,20160,24.3,25.6,20.2,39.1,2.3,1308138,39,1,1,bbr1
0.041,31374,21,21600,24.6,26.8,20.2,39.1,2.4,1308138,42,1,1,bbr1
0.045,34222,23,23040,25.0,27.9,20.2,39.1,2.6,1308138,45,1,1,bbr1
0.048,37070,25,24480,24.4,20.2,20.2,39.1,3.2,1308138,48,1,1,bbr1
0.051,39918,27,25920,24.0,20.9,20.2,39.1,3.3,1308138,51,1,1,bbr1
0.056,42766,29,28800,23.7,22.0,20.2,39.1,2.9,1308138,55,1,1,bbr1
0.058,45614,31,28800,23.7,23.6,20.2,39.1,2.2,1308138,57,1,1,bbr1
0.062,48462,33,31680,23.8,24.7,20.2,39.1,1.9,1308138,61,1,1,bbr1
0.065,50829,35,33120,24.1,25.9,20.2,39.1,2.0,1308138,64,1,1,bbr1
0.069,50829,35,34560,24.5,27.1,20.2,39.1,2.2,1308138,67,1,1,bbr1
0.072,50829,35,36000,24.9,28.2,20.2,39.1,2.6,1308138,70,1,1,bbr1
0.076,50829,35,37440,25.5,29.4,20.2,39.1,3.1,784883,73,1,1,bbr1
0.080,50829,35,37440,26.1,30.6,20.2,39.1,3.6,784883,75,1,1,bbr1
0.083,50829,35,37440,26.8,31.7,20.2,39.1,4.1,784883,77,1,1,bbr1
0.087,50829,35,37440,27.6,32.7,20.2,39.1,4.5,784883,79,1,1,bbr1
0.089,50829,35,36000,28.4,34.5,20.2,39.1,5.1,784883,80,1,1,bbr1
0.092,50829,35,36000,29.3,35.2,20.2,39.1,5.5,784883,82,1,1,bbr1
0.096,50829,35,36000,30.2,36.8,20.2,39.1,6.0,784883,84,1,1,bbr1
0.100,50829,35,36000,31.2,37.7,20.2,39.1,6.4,784883,86,1,1,bbr1
0.104,50829,35,36000,32.1,39.1,20.2,39.1,6.8,784883,88,1,1,bbr1
0.107,50829,35,36000,33.2,40.6,20.2,40.6,7.2,784883,90,1,1,bbr1
0.111,50829,35,36000,34.2,41.1,20.2,41.1,7.4,784883,92,1,1,bbr1
0.113,50829,35,34560,35.2,42.7,20.2,42.7,7.7,784883,93,1,1,bbr1
0.116,50829,35,34560,36.3,43.9,20.2,43.9,7.9,784883,95,1,1,bbr1
0.120,50829,35,34560,37.4,44.6,20.2,44.6,8.0,784883,97,1,1,bbr1
0.124,50829,35,34560,38.2,44.3,20.2,44.6,7.7,784883,99,1,1,bbr1
0.127,50829,35,34560,39.0,44.6,20.2,44.6,7.4,784883,101,1,1,bbr1
0.131,50829,35,34560,39.7,44.3,20.2,44.6,6.9,784883,103,1,1,bbr1
0.133,50829,35,33120,40.2,43.9,20.2,44.6,6.2,784883,104,1,1,bbr1
0.136,50829,35,33120,40.7,43.8,20.2,44.6,5.5,784883,106,1,1,bbr1
0.140,50829,35,33120,41.0,43.5,20.2,44.6,4.9,784883,108,1,1,bbr1
0.144,50829,35,33120,41.2,42.6,20.2,44.6,4.1,784883,110,1,1,bbr1
0.007,41831,29,55,40.9,39.3,20.2,44.6,1.2,1046511,112,1,1,bbr1
0.009,42612,29,0,39.2,27.6,20.2,44.6,4.2,1046511,113,1,1,bbr1
0.029,45460,31,23040,37.9,28.9,20.2,44.6,5.7,1308138,131,1,1,bbr1
0.032,48308,33,23040,35.9,21.7,20.2,44.6,8.4,1308138,133,1,1,bbr1
0.036,50829,35,25920,34.4,24.2,20.2,44.6,9.2,1308138,137,1,1,bbr1
0.039,50829,35,27360,33.2,24.7,20.2,44.6,9.3,1308138,140,1,1,bbr1
0.042,50829,35,28800,32.2,25.2,20.2,44.6,9.0,1308138,143,1,1,bbr1
0.047,50829,35,31680,31.4,25.9,20.2,44.6,8.3,1308138,147,1,1,bbr1
0.055,50829,35,34560,30.9,27.5,20.2,44.6,7.2,1308138,154,1,1,bbr1
0.063,50829,35,38880,30.8,29.9,20.2,44.6,5.7,1308138,162,1,1,bbr1
0.073,50829,35,43200,31.1,33.0,20.2,44.6,4.8,784883,170,1,1,bbr1
0.080,50829,35,41760,31.7,36.1,20.2,44.6,4.9,784883,174,1,1,bbr1
0.090,50829,35,41760,32.6,38.9,20.2,44.6,5.4,784883,179,1,1,bbr1
0.099,50829,35,41760,33.8,42.0,20.2,44.6,6.4,784883,184,1,1,bbr1
0.106,50829,35,40320,35.2,45.0,20.2,45.0,7.6,784883,188,1,1,bbr1
0.115,50829,35,40320,36.8,48.1,20.2,48.1,8.9,784883,193,1,1,bbr1
