time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,21.2,20.2,20.2,21.4,4.8,905105,5,1,1,prague,4,0,0.000
0.007,15360,10,0,22.9,28.6,20.2,28.6,5.7,837294,7,1,1,prague,7,0,0.000
0.006,15360,10,0,23.6,24.0,20.2,28.6,2.5,813145,14,1,1,prague,14,0,0.000
0.006,15360,10,0,24.0,26.7,20.2,28.6,2.7,800166,15,1,1,prague,15,0,0.000
0.026,18208,12,12960,24.2,25.9,20.2,28.6,2.5,939060,26,1,1,prague,17,0,0.000
0.029,21056,14,15840,24.1,23.4,20.2,28.6,2.1,1090803,30,1,1,prague,19,0,0.000
0.033,21056,14,17280,24.2,24.3,20.2,28.6,1.6,1089764,33,1,1,prague,21,0,0.000
0.037,21056,14,18720,24.1,24.1,20.2,28.6,1.2,1090035,36,1,1,prague,23,0,0.000
0.039,23904,16,18720,24.1,23.9,20.2,28.6,1.0,1238754,38,1,1,prague,25,0,0.000
0.046,26752,18,21600,23.6,20.2,20.2,28.6,1.7,1415270,42,1,1,prague,27,0,0.000
0.048,29600,20,24480,23.4,21.7,20.2,28.6,1.8,1582075,46,1,1,prague,29,0,0.000
0.051,29600,20,27360,23.2,22.0,20.2,28.6,1.7,1594140,50,1,1,prague,31,0,0.000
0.055,32448,22,27360,23.2,23.1,20.2,28.6,1.3,1748954,52,1,1,prague,33,0,0.000
0.058,35296,24,30240,23.3,24.1,20.2,28.6,1.2,1893643,56,1,1,prague,35,0,0.000
0.061,38144,26,33120,23.4,24.3,20.2,28.6,1.1,2036040,60,1,1,prague,37,0,0.000
0.065,40992,28,36000,23.7,25.3,20.2,28.6,1.3,2166229,64,1,1,prague,39,0,0.000
0.068,43840,30,38880,24.0,26.5,20.2,28.6,1.7,2282667,68,1,1,prague,41,0,0.000
0.072,46688,32,41760,24.2,25.2,20.2,28.6,1.6,2415662,72,1,1,prague,43,0,0.000
0.075,49536,34,44640,24.7,28.7,20.2,28.7,2.3,2504550,76,1,1,prague,45,0,0.000
0.078,52384,36,47520,25.4,30.5,20.2,30.5,3.2,2574000,80,1,1,prague,47,0,0.000
0.082,55232,38,50400,26.3,32.3,20.2,32.3,4.1,2625394,84,1,1,prague,49,0,0.000
0.085,58080,40,53280,27.2,33.8,20.2,33.8,4.9,2666177,88,1,1,prague,51,0,0.000
0.122,30247,21,27415,41.1,50.8,20.2,50.8,10.8,736151,93,1,1,prague,56,17,0.000
0.126,30348,21,27415,42.7,54.2,20.2,54.2,11.3,710376,95,1,1,prague,56,19,0.000
0.129,30446,21,28855,44.1,54.1,20.2,54.2,11.3,689759,98,1,1,prague,56,21,0.000
0.133,30541,21,28855,45.8,57.4,20.2,57.4,11.8,666790,100,1,1,prague,56,23,0.000
0.136,30633,21,28855,47.3,57.6,20.2,57.6,11.8,648002,102,1,1,prague,56,25,0.000
0.139,30723,21,28855,49.0,61.0,20.2,61.0,12.3,627179,104,1,1,prague,56,27,0.000
0.143,30810,21,28855,50.5,60.9,20.2,61.0,12.2,610340,106,1,1,prague,56,29,0.000
0.147,30895,21,28855,52.2,64.3,20.2,64.3,12.6,591756,108,1,1,prague,56,31,0.000
0.152,30978,21,28855,53.7,64.3,20.2,64.3,12.5,576656,110,1,1,prague,56,33,0.000
0.154,31059,21,27415,55.5,67.7,20.2,67.7,12.9,559924,111,1,1,prague,56,35,0.000
0.157,31099,21,27360,54.9,50.8,20.2,67.7,10.8,566631,112,1,1,prague,56,37,0.000
0.168,17964,12,17335,46.9,35.7,20.2,67.7,13.8,382782,115,1,1,prague,62,39,0.881
0.172,18105,12,15895,45.5,35.7,20.2,67.7,13.2,397728,116,1,1,prague,64,39,0.881
0.175,18245,12,15895,44.3,35.7,20.2,67.7,12.3,411962,118,1,1,prague,65,40,0.881
0.178,18385,12,15895,43.2,35.6,20.2,67.7,11.4,425549,120,1,1,prague,67,40,0.881
0.182,18526,12,14455,42.1,34.5,20.2,67.7,10.7,439848,121,1,1,prague,69,40,0.881
0.188,18667,12,14455,41.0,33.4,20.2,67.7,10.2,454993,123,1,1,prague,71,40,0.881
0.194,11351,7,8640,35.6,22.0,20.2,67.7,12.9,500678,124,1,1,prague,77,40,0.832
0.197,11590,8,8640,33.9,22.1,20.2,67.7,13.1,341615,126,1,1,prague,79,40,0.832
0.205,11826,8,10080,32.2,20.2,20.2,67.7,13.2,367118,129,1,1,prague,81,40,0.832
0.209,12059,8,8640,30.7,20.2,20.2,67.7,12.9,392660,130,1,1,prague,83,40,0.832
0.221,8124,5,7200,29.4,20.3,20.2,67.7,12.3,410072,133,1,1,prague,87,40,0.779
0.229,8472,5,5760,28.6,23.3,20.2,67.7,10.8,410072,134,1,1,prague,89,40,0.779
0.236,8808,6,5760,27.6,20.2,20.2,67.7,10.2,410072,136,1,1,prague,91,40,0.779
0.242,9133,6,7200,26.7,20.2,20.2,67.7,9.5,410072,139,1,1,prague,93,40,0.779
0.262,6988,4,2880,25.4,21.7,20.2,67.7,7.6,410072,141,1,1,prague,98,40,0.730
0.267,7407,5,4320,25.3,25.3,20.2,67.7,5.7,410072,144,1,1,prague,100,40,0.730
0.287,6087,4,2880,24.7,20.2,20.2,67.7,5.6,410072,148,1,1,prague,104,40,0.685
0.005,4968,3,55,23.8,20.2,20.2,67.7,4.7,410072,151,1,1,prague,108,40,0.642
0.005,3713,2,0,24.1,26.0,20.2,67.7,4.1,410072,152,1,1,prague,110,40,0.601
0.030,4550,3,0,24.4,26.9,20.2,67.7,3.7,410072,155,1,1,prague,113,40,0.562
0.056,5174,3,0,24.3,23.5,20.2,67.7,3.0,410072,159,1,1,prague,117,40,0.527
0.081,5477,3,0,24.2,23.5,20.2,67.7,2.5,410072,163,1,1,prague,121,40,0.494
0.107,5685,3,0,24.1,23.5,20.2,67.7,2.0,410072,167,1,1,prague,125,40,0.463
0.132,5858,4,0,24.0,23.5,20.2,67.7,1.7,410072,171,1,1,prague,129,40,0.434
0.157,6360,4,0,24.2,25.3,20.2,67.7,1.6,410072,176,1,1,prague,134,40,0.406
0.183,6694,4,0,24.3,25.2,20.2,67.7,1.4,410072,181,1,1,prague,139,40,0.381
0.208,6959,4,0,24.4,25.2,20.2,67.7,1.3,410072,186,1,1,prague,144,40,0.356
0.233,7191,4,0,24.5,25.2,20.2,67.7,1.2,410072,191,1,1,prague,149,40,0.334
0.258,7409,5,0,24.6,25.2,20.2,67.7,1.0,410072,196,1,1,prague,154,40,0.312
0.284,7619,5,1440,24.7,25.2,20.2,67.7,0.9,410072,202,1,1,prague,159,40,0.293
0.290,7834,5,7200,25.0,26.9,20.2,67.7,1.2,410072,207,1,1,prague,160,40,0.293
0.309,7980,5,1440,25.0,25.2,20.2,67.7,1.0,410072,208,1,1,prague,165,40,0.274
0.316,8186,5,7200,25.0,25.3,20.2,67.7,0.8,410072,213,1,1,prague,166,40,0.274
0.334,8299,5,1440,25.0,25.3,20.2,67.7,0.7,410072,214,1,1,prague,171,40,0.257
0.341,8499,5,7200,24.4,20.2,20.2,67.7,1.7,410072,219,1,1,prague,172,40,0.257
0.359,8597,5,1440,24.5,25.2,20.2,67.7,1.5,410072,220,1,1,prague,177,40,0.240
0.366,8791,6,7200,24.6,25.3,20.2,67.7,1.3,410072,225,1,1,prague,178,40,0.240
0.385,8881,6,2880,24.7,25.2,20.2,67.7,1.1,410072,227,1,1,prague,183,40,0.225
0.005,9216,6,0,24.4,25.1,20.2,67.7,1.4,410072,232,1,1,prague,190,40,0.210
0.007,9311,6,0,24.6,26.2,20.2,67.7,1.5,410072,233,1,1,prague,191,40,0.210
0.032,9411,6,2880,25.5,32.0,20.2,67.7,3.0,410072,240,1,1,prague,196,40,0.196
0.039,9773,6,7200,26.8,35.4,20.2,67.7,4.7,410072,245,1,1,prague,198,40,0.196
0.057,9840,6,2880,26.6,25.1,20.2,67.7,3.9,410072,247,1,1,prague,203,40,0.184
0.064,10188,7,7200,26.0,21.7,20.2,67.7,4.2,410072,252,1,1,prague,205,40,0.184
0.083,10237,7,4320,25.9,25.3,20.2,67.7,3.3,410072,255,1,1,prague,210,40,0.172
0.090,10742,7,7200,25.6,23.4,20.2,67.7,3.1,410072,260,1,1,prague,213,40,0.172
0.108,10754,7,4320,25.5,25.2,20.2,67.7,2.4,410072,263,1,1,prague,218,40,0.161
0.115,11238,7,7200,25.2,23.3,20.2,67.7,2.4,410072,268,1,1,prague,221,40,0.161
0.133,11231,7,4320,25.2,25.3,20.2,67.7,1.8,410072,271,1,1,prague,226,40,0.150
0.140,11697,8,7200,25.0,23.2,20.2,67.7,1.8,468029,276,1,1,prague,229,40,0.150
0.158,11680,8,5760,25.0,25.3,20.2,67.7,1.5,466640,280,1,1,prague,234,40,0.141
0.168,12130,8,7200,24.4,20.3,20.2,67.7,2.3,496419,284,1,1,prague,237,40,0.141
0.173,12274,8,8640,24.5,25.3,20.2,67.7,1.9,500183,286,1,1,prague,238,40,0.141
0.184,11925,8,8640,24.0,20.3,20.2,67.7,2.5,496812,289,1,1,prague,241,40,0.132
0.191,12220,8,10080,23.8,22.3,20.2,67.7,2.3,513661,292,1,1,prague,243,40,0.132
0.196,12508,8,10080,23.7,23.0,20.2,67.7,1.9,528097,294,1,1,prague,245,40,0.132
0.202,12790,8,10080,23.5,22.2,20.2,67.7,1.8,544394,296,1,1,prague,247,40,0.132
0.209,12445,8,8640,23.2,21.0,20.2,67.7,2.0,536769,298,1,1,prague,250,40,0.123
0.216,12729,8,10080,22.8,20.2,20.2,67.7,2.2,557873,301,1,1,prague,252,40,0.123
0.222,13007,9,10080,22.5,20.2,20.2,67.7,2.3,578320,303,1,1,prague,254,40,0.123
0.227,13279,9,11520,22.2,20.2,20.2,67.7,2.3,598045,306,1,1,prague,256,40,0.123
0.235,12939,8,10080,22.0,20.3,20.2,67.7,2.2,589207,308,1,1,prague,259,40,0.115
0.241,13213,9,10080,22.2,23.9,20.2,67.7,2.2,594992,310,1,1,prague,261,40,0.115
0.247,13617,9,10080,22.0,20.3,20.2,67.7,2.1,620025,313,1,1,prague,264,40,0.115
0.253,13878,9,11520,21.7,20.2,20.2,67.7,2.0,638333,316,1,1,prague,266,40,0.115
0.260,13404,9,11520,22.2,25.3,20.2,67.7,2.4,604246,318,1,1,prague,268,40,0.107
0.267,13803,9,10080,21.9,20.2,20.2,67.7,2.3,629182,320,1,1,prague,271,40,0.107
0.272,14191,9,10080,21.7,20.2,20.2,67.7,2.2,653360,323,1,1,prague,274,40,0.107
0.278,14443,10,11520,21.9,23.2,20.2,67.7,2.0,659407,326,1,1,prague,276,40,0.107
0.286,13978,9,12960,21.7,20.3,20.2,67.7,1.9,644058,329,1,1,prague,278,40,0.101
0.292,14363,9,10080,21.5,20.4,20.2,67.7,1.7,666805,330,1,1,prague,281,40,0.101
0.298,14738,10,10080,21.7,23.0,20.2,67.7,1.7,678451,333,1,1,prague,284,40,0.101
0.304,15104,10,11520,21.7,21.9,20.2,67.7,1.3,694596,337,1,1,prague,287,40,0.101
0.311,15223,10,14400,22.2,25.3,20.2,67.7,1.9,686246,340,1,1,prague,288,40,0.101
0.318,14882,10,11520,22.0,20.7,20.2,67.7,1.8,676700,341,1,1,prague,291,40,0.094
0.323,15367,10,10080,21.9,21.1,20.2,67.7,1.6,702491,344,1,1,prague,295,40,0.094
0.330,15719,10,11520,21.7,20.2,20.2,67.7,1.6,725514,348,1,1,prague,298,40,0.094
0.336,15833,10,14400,21.5,20.2,20.2,67.7,1.5,736829,351,1,1,prague,299,40,0.094
0.343,15496,10,11520,21.4,20.7,20.2,67.7,1.4,724653,352,1,1,prague,302,40,0.088
0.348,15964,11,10080,21.4,21.6,20.2,67.7,1.1,745423,355,1,1,prague,306,40,0.088
0.355,16305,11,12960,21.5,22.0,20.2,67.7,1.0,758583,360,1,1,prague,309,40,0.088
0.362,16416,11,15840,22.0,25.3,20.2,67.7,1.7,747166,363,1,1,prague,310,40,0.088
0.368,16089,11,12960,21.8,20.6,20.2,67.7,1.6,737858,364,1,1,prague,313,40,0.082
0.374,16541,11,11520,21.8,22.1,20.2,67.7,1.3,757337,367,1,1,prague,317,40,0.082
0.379,16871,11,12960,21.8,21.8,20.2,67.7,1.0,772517,371,1,1,prague,320,40,0.082
