time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,15360,10,0,21.6,20.3,20.3,22.6,6.6,889177,5,1,1,prague,4,0,0.000
0.005,15360,10,55,23.0,27.7,20.3,27.7,6.2,834093,8,1,1,prague,7,0,0.000
0.005,15360,10,55,23.4,24.4,20.3,27.7,3.0,818903,16,1,1,prague,15,0,0.000
0.006,15360,10,0,23.8,26.2,20.3,27.7,3.0,806960,17,1,1,prague,17,0,0.000
0.027,18208,12,12960,24.2,26.8,20.3,27.7,3.0,941858,28,1,1,prague,19,0,0.000
0.030,18208,12,15840,24.1,23.4,20.3,27.7,2.4,945653,32,1,1,prague,21,0,0.000
0.033,21056,14,15840,24.1,24.5,20.3,27.7,1.9,1091301,34,1,1,prague,23,0,0.000
0.038,21056,14,18720,24.1,24.2,20.3,27.7,1.5,1090848,38,1,1,prague,25,0,0.000
0.040,21056,14,18720,24.1,23.9,20.3,27.7,1.1,1091934,40,1,1,prague,27,0,0.000
0.047,23904,16,18720,23.6,20.2,20.2,27.7,1.8,1265565,42,1,1,prague,29,0,0.000
0.049,26752,18,21600,23.4,21.8,20.2,27.7,1.8,1430404,46,1,1,prague,31,0,0.000
0.052,26752,18,24480,23.2,22.0,20.2,27.7,1.7,1441130,50,1,1,prague,33,0,0.000
0.055,29600,20,24480,23.0,21.9,20.2,27.7,1.6,1605902,52,1,1,prague,35,0,0.000
0.059,32448,22,27360,23.1,23.6,20.2,27.7,1.4,1755236,56,1,1,prague,37,0,0.000
0.062,35296,24,30240,23.2,24.2,20.2,27.7,1.3,1897716,60,1,1,prague,39,0,0.000
0.066,38144,26,33120,23.5,25.1,20.2,27.7,1.4,2030664,64,1,1,prague,41,0,0.000
0.069,40992,28,36000,23.3,21.8,20.2,27.7,1.5,2201692,68,1,1,prague,43,0,0.000
0.072,43840,30,38880,23.5,25.2,20.2,27.7,1.6,2330526,72,1,1,prague,45,0,0.000
0.076,46688,32,41760,24.0,27.0,20.2,27.7,2.1,2436438,76,1,1,prague,47,0,0.000
0.079,49536,34,44640,24.6,29.0,20.2,29.0,2.8,2518404,80,1,1,prague,49,0,0.000
