  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:04:48      5.53     92.41
14:04:49     14.32    761.61
14:04:50     12.09    655.55
14:04:51     13.51    804.77
14:04:52      2.49     71.49
14:04:53     13.01    739.00
14:04:54      8.08    411.16
14:04:55      8.12    428.53
14:04:56      0.92      2.35
14:04:57     12.69    631.15
14:04:58      9.18    457.94
14:04:59     10.87    600.51
14:05:00      7.39    343.09
14:05:01      9.89    525.00
14:05:02      8.96    439.48
14:05:03      6.71    304.20
14:05:04      1.01      3.13
14:05:05     10.49    436.44
14:05:06     13.48    781.37
14:05:07     13.17    745.55
14:05:08     14.29    853.73
14:05:09      6.48    372.10
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:05:10     14.68    854.64
14:05:11      5.16    273.94
14:05:12     14.66    853.40
14:05:13      6.86    391.95
14:05:14     14.58    853.91
14:05:15      6.20    350.83
14:05:16     10.69    624.61
14:05:17      1.47     66.16
14:05:18     12.60    473.05
14:05:19     11.08    320.38
14:05:20     11.78    294.64
14:05:21     12.50    304.84
14:05:22     13.28    300.79
14:05:23     11.33    289.93
14:05:24      5.59    132.65
14:05:25      7.77    215.95
14:05:26      0.16      0.00
14:05:27      9.48    251.10
14:05:28      9.44    218.96
14:05:29      9.83    230.96
14:05:30     10.53    275.34
14:05:31      7.12    127.84
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:05:32      1.78      5.49
14:05:33      8.38    179.62
14:05:34     11.11    245.76
14:05:35      7.50    176.57
14:05:36      6.72    168.59
14:05:37      5.35    106.63
14:05:38      1.18     27.79
14:05:39      5.44    138.45
14:05:40      1.23     34.59
14:05:41      4.37     92.93
14:05:42      0.76     22.75
14:05:43      3.36     71.86
14:05:44      0.38     12.55
14:05:45      4.21     79.27
14:05:46      0.80     20.82
14:05:47      3.26     80.49
14:05:48      0.66     15.61
14:05:49      3.27     67.74
14:05:50      1.70     43.68
14:05:51      2.03     52.95
14:05:52      2.93     53.12
14:05:53      1.84     40.13
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:05:54      2.65     69.97
14:05:55      1.09     24.23
14:05:56      3.31     90.57
14:05:57      0.52      6.88
14:05:58      5.30    108.94
14:05:59      0.16      0.00
14:06:00      4.99    112.68
14:06:01      0.00      0.00
14:06:02      1.94     44.73
14:06:03      0.04      0.04
14:06:04      3.26     57.02
14:06:05      0.00      0.00
14:06:06      4.68    118.42
14:06:07      0.00      0.00
14:06:08      5.44    112.83
14:06:09      0.00      0.00
14:06:10      5.25    111.03
14:06:11      0.00      0.00
14:06:12      4.97    110.55
14:06:13      0.04      0.04
14:06:14      4.50    108.47
14:06:15      0.00      0.00
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:06:16      4.97    116.11
14:06:17      0.00      0.00
14:06:18      4.87    112.36
14:06:19      0.00      0.00
14:06:20      5.44    117.55
14:06:21      0.00      0.00
14:06:22      3.26     71.93
14:06:23      0.00      0.00
14:06:24      2.98     74.19
14:06:25      0.00      0.00
14:06:26      4.02     79.14
14:06:27      1.27     22.84
14:06:28      3.17     61.83
14:06:29      0.38      8.21
14:06:30      2.32     45.86
14:06:31      2.65     70.04
14:06:32      1.84     31.42
14:06:33      3.31     90.57
14:06:34      0.78     15.65
14:06:35      4.73     99.36
14:06:36      0.42      2.59
14:06:37      5.49    115.64
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:06:38      0.16      0.00
14:06:39      4.71    113.03
14:06:40      0.00      0.00
14:06:41      5.76    114.16
14:06:42      0.00      0.07
14:06:43      4.78    117.17
14:06:44      0.00      0.07
14:06:45      4.49    117.43
14:06:46      0.00      0.43
14:06:47      4.40    115.68
14:06:48      0.00      0.00
14:06:49      8.54    199.58
14:06:50      1.42     30.01
14:06:51      4.30     93.50
14:06:52      0.51     13.57
14:06:53      4.49     96.49
14:06:54      0.85     20.86
14:06:55      4.11     91.99
14:06:56      0.38      8.61
14:06:57      3.55     74.66
14:06:58      0.57     16.85
14:06:59      3.93     93.50
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:07:00      0.66     19.84
14:07:01      2.88     57.40
14:07:02      0.28      6.96
14:07:03      3.07     67.48
14:07:04      0.28      5.29
14:07:05      2.88     68.84
14:07:06      0.95     20.39
14:07:07      2.22     51.70
14:07:08      1.61     41.75
14:07:09      1.18     27.12
14:07:10      3.07     84.50
14:07:11      0.61      9.77
14:07:12      4.64    105.45
14:07:13      0.26      2.59
14:07:14      5.18    122.95
14:07:15      0.16      0.00
14:07:16      2.48     60.12
14:07:17      0.00      0.00
14:07:18      2.98     86.92
14:07:19      0.00      0.00
14:07:20      2.41    117.65
14:07:21      0.00      0.00
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:07:22      2.41    112.11
14:07:23      0.00      0.00
14:07:24      2.32    116.62
14:07:25      0.00      0.00
14:07:26      2.03     97.41
14:07:27      0.00      0.00
14:07:28      2.22    113.05
14:07:29      0.00      0.00
14:07:30      1.37     59.54
14:07:31      0.00      0.00
14:07:32      2.03    100.25
14:07:33      0.00      0.00
14:07:34      1.65     78.26
14:07:35      0.00      0.00
14:07:36      2.03     99.31
14:07:37      0.00      0.00
14:07:38      1.65     72.68
14:07:39      0.04      0.04
14:07:40      1.84     85.39
14:07:41      0.04      0.04
14:07:42      2.32    114.48
14:07:43      0.00      0.00
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:07:44      1.84     84.50
14:07:45      0.00      0.00
14:07:46      1.84     90.69
14:07:47      0.19      9.27
14:07:48      0.71     16.93
14:07:49      1.61     78.97
14:07:50      0.42      2.59
14:07:51      1.80    108.83
14:07:52      0.16      0.00
14:07:53      2.16    106.35
14:07:54      0.00      0.00
14:07:55      2.22    110.05
14:07:56      0.00      0.00
14:07:57      2.41    114.98
14:07:58      0.00      0.00
14:07:59      2.32    115.84
14:08:00      0.00      0.00
14:08:01      3.24    148.66
14:08:02      0.09      5.96
14:08:03      1.37     45.75
14:08:04      0.19     11.07
14:08:05      2.03     97.84
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
14:08:06      0.67     21.30
