time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.009,15360,10,0,22.1,21.2,21.2,22.4,5.0,869959,5,1,1,prague,4,0,0.000
0.007,15360,10,0,24.0,30.2,21.2,30.2,6.1,801235,7,1,1,prague,7,0,0.000
0.006,15360,10,0,24.2,23.9,21.2,30.2,2.5,793224,14,1,1,prague,14,0,0.000
0.006,15360,10,0,24.5,26.4,21.2,30.2,2.4,784281,15,1,1,prague,15,0,0.000
0.026,18208,12,12960,24.7,26.0,21.2,30.2,2.2,922615,26,1,1,prague,17,0,0.000
0.029,18208,12,15840,24.5,23.4,21.2,30.2,2.0,928638,30,1,1,prague,19,0,0.000
0.033,21056,14,15840,24.5,24.3,21.2,30.2,1.5,1075075,32,1,1,prague,21,0,0.000
0.037,21056,14,18720,24.4,23.5,21.2,30.2,1.4,1080770,36,1,1,prague,23,0,0.000
0.040,21056,14,18720,24.2,23.5,21.2,30.2,1.3,1085674,38,1,1,prague,25,0,0.000
0.046,23904,16,18720,23.7,20.2,20.2,30.2,2.0,1258582,40,1,1,prague,27,0,0.000
0.048,26752,18,21600,23.5,21.8,20.2,30.2,2.0,1423281,44,1,1,prague,29,0,0.000
0.051,26752,18,24480,23.3,21.9,20.2,30.2,1.9,1435686,48,1,1,prague,31,0,0.000
0.055,29600,20,24480,23.1,21.9,20.2,30.2,1.7,1600207,50,1,1,prague,33,0,0.000
0.058,32448,22,27360,23.2,23.6,20.2,30.2,1.4,1750161,54,1,1,prague,35,0,0.000
0.062,35296,24,30240,23.3,24.2,20.2,30.2,1.3,1892993,58,1,1,prague,37,0,0.000
0.065,38144,26,33120,23.5,25.0,20.2,30.2,1.4,2027383,62,1,1,prague,39,0,0.000
0.068,40992,28,36000,23.3,21.8,20.2,30.2,1.5,2199141,66,1,1,prague,41,0,0.000
0.072,43840,30,38880,23.5,25.2,20.2,30.2,1.6,2328545,70,1,1,prague,43,0,0.000
0.075,46688,32,41760,24.0,27.1,20.2,30.2,2.1,2434405,74,1,1,prague,45,0,0.000
0.078,49536,34,44640,24.6,29.0,20.2,30.2,2.8,2516561,78,1,1,prague,47,0,0.000
0.082,52384,36,47520,25.3,30.4,20.2,30.4,3.6,2585383,82,1,1,prague,49,0,0.000
0.085,55232,38,50400,26.0,30.4,20.2,30.4,3.9,2660090,86,1,1,prague,51,0,0.000
0.089,58080,40,53280,26.9,33.5,20.2,33.5,4.8,2698684,90,1,1,prague,53,0,0.000
0.092,60928,42,56160,27.8,33.8,20.2,33.8,5.3,2743515,94,1,1,prague,55,0,0.000
0.095,63776,44,59040,28.9,37.0,20.2,37.0,6.3,2757237,98,1,1,prague,57,0,0.000
0.099,66624,46,61920,29.9,37.2,20.2,37.2,6.8,2780820,102,1,1,prague,59,0,0.000
0.139,34411,23,33230,47.2,57.4,20.2,57.5,11.9,728923,108,1,1,prague,60,23,0.000
0.143,34495,23,31790,48.9,60.8,20.2,60.8,12.3,705289,109,1,1,prague,60,25,0.000
0.146,34576,24,31790,50.4,60.9,20.2,60.9,12.2,685909,111,1,1,prague,60,27,0.000
0.150,34655,24,31790,52.1,64.3,20.2,64.3,12.7,664576,113,1,1,prague,60,29,0.000
0.153,34732,24,31790,53.7,64.3,20.2,64.3,12.5,647260,115,1,1,prague,60,31,0.000
0.156,34808,24,33230,55.4,67.7,20.2,67.7,12.9,628201,118,1,1,prague,60,33,0.000
0.160,34882,24,33230,56.9,67.6,20.2,67.7,12.7,612631,120,1,1,prague,60,35,0.000
0.163,34954,24,33230,58.7,71.1,20.2,71.1,13.1,595417,122,1,1,prague,60,37,0.000
0.166,35025,24,33230,60.2,71.0,20.2,71.1,12.9,581395,124,1,1,prague,60,39,0.000
0.172,35094,24,33230,62.0,74.4,20.2,74.4,13.2,565913,126,1,1,prague,60,41,0.000
