time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,17828,12,0,21.2,20.2,20.2,21.4,6.3,1050040,5,1,1,prague,4,0,0.000
0.007,19073,13,0,22.9,28.2,20.2,28.2,6.4,1043015,7,1,1,prague,7,0,0.000
0.006,27498,19,0,32.0,25.3,20.2,97.0,18.0,1074039,15,1,1,prague,15,0,0.000
0.006,27498,19,0,31.4,27.0,20.2,97.0,14.7,1095502,16,1,1,prague,16,0,0.000
0.027,30346,21,25920,30.8,26.6,20.2,97.0,12.2,1232655,36,1,1,prague,18,0,0.000
0.030,33194,23,28800,30.6,29.7,20.2,97.0,9.4,1354061,40,1,1,prague,20,0,0.000
0.033,36042,25,31680,30.2,27.0,20.2,97.0,8.0,1492644,44,1,1,prague,22,0,0.000
0.037,38890,27,34560,30.2,30.1,20.2,97.0,6.0,1611232,48,1,1,prague,24,0,0.000
0.061,20622,14,20215,32.5,33.8,20.2,97.0,3.2,634093,53,1,1,prague,36,2,0.000
0.064,20810,14,18775,33.1,37.0,20.2,97.0,3.5,629023,54,1,1,prague,38,2,0.000
0.067,20997,14,18775,33.6,37.3,20.2,97.0,3.7,624669,56,1,1,prague,40,2,0.000
0.071,21178,14,18775,34.5,40.6,20.2,97.0,4.5,614193,58,1,1,prague,41,3,0.000
0.074,21350,14,18775,35.2,40.3,20.2,97.0,4.8,606327,60,1,1,prague,41,5,0.000
0.077,21514,14,18775,36.2,43.3,20.2,97.0,5.6,593997,62,1,1,prague,41,7,0.000
0.081,21670,15,18775,37.2,44.3,20.2,97.0,6.3,582088,64,1,1,prague,41,9,0.000
0.086,21662,15,17280,36.8,25.4,20.2,97.0,8.5,589426,66,1,1,prague,43,11,0.021
0.091,21814,15,17280,35.4,25.7,20.2,97.0,9.1,616824,68,1,1,prague,45,11,0.021
0.093,21966,15,15840,34.1,25.6,20.2,97.0,9.3,643239,69,1,1,prague,47,11,0.021
0.098,22118,15,15840,33.1,25.5,20.2,97.0,9.1,668985,71,1,1,prague,49,11,0.021
0.100,22270,15,14400,32.1,25.6,20.2,97.0,8.7,693251,72,1,1,prague,51,11,0.021
0.104,22422,15,14400,31.1,24.2,20.2,97.0,8.5,720269,74,1,1,prague,53,11,0.021
0.108,22574,15,14400,30.1,22.5,20.2,97.0,8.5,751139,76,1,1,prague,55,11,0.021
0.110,22507,15,12960,28.9,21.0,20.2,97.0,8.7,778384,77,1,1,prague,57,11,0.020
0.115,22660,15,14400,27.9,20.7,20.2,97.0,8.6,812535,80,1,1,prague,59,11,0.020
0.119,22813,15,14400,27.0,20.5,20.2,97.0,8.3,845865,82,1,1,prague,61,11,0.020
0.124,22966,15,15840,26.2,20.7,20.2,97.0,7.8,877234,85,1,1,prague,63,11,0.020
0.127,23118,16,15840,25.5,20.5,20.2,97.0,7.3,907762,87,1,1,prague,65,11,0.020
0.132,23270,16,17280,24.8,20.5,20.2,97.0,6.7,936569,90,1,1,prague,67,11,0.020
0.135,23219,16,17280,24.3,20.4,20.2,97.0,6.1,955711,92,1,1,prague,69,11,0.018
0.138,23371,16,17280,23.8,20.5,20.2,97.0,5.5,981315,94,1,1,prague,71,11,0.018
0.142,23523,16,18720,23.4,20.4,20.2,97.0,5.0,1005557,97,1,1,prague,73,11,0.018
0.145,23675,16,18720,23.0,20.5,20.2,97.0,4.5,1027917,99,1,1,prague,75,11,0.018
0.148,23826,16,18720,22.7,20.4,20.2,97.0,4.0,1049187,101,1,1,prague,77,11,0.018
0.151,23977,16,18720,22.4,20.5,20.2,97.0,3.6,1068827,103,1,1,prague,79,11,0.018
0.154,24127,16,20160,22.2,20.4,20.2,97.0,3.2,1087732,106,1,1,prague,81,11,0.018
0.157,24090,16,20160,22.0,20.4,20.2,97.0,2.8,1097144,108,1,1,prague,83,11,0.016
0.161,24240,16,21600,21.8,20.7,20.2,97.0,2.4,1111977,111,1,1,prague,85,11,0.016
0.163,24390,16,21600,21.7,21.3,20.2,97.0,2.0,1122308,113,1,1,prague,87,11,0.016
0.167,24539,17,21600,21.7,21.7,20.2,97.0,1.5,1129268,115,1,1,prague,89,11,0.016
0.170,24688,17,23040,21.8,22.3,20.2,97.0,1.2,1132373,118,1,1,prague,91,11,0.016
0.173,24836,17,23040,21.9,22.5,20.2,97.0,1.1,1134737,120,1,1,prague,93,11,0.016
0.177,24983,17,23040,22.1,23.4,20.2,97.0,1.2,1131783,122,1,1,prague,95,11,0.016
0.180,25130,17,23040,22.4,24.4,20.2,97.0,1.5,1123630,124,1,1,prague,97,11,0.016
0.183,25043,17,23040,22.7,25.1,20.2,97.0,1.8,1102875,126,1,1,prague,98,12,0.019
0.187,25189,17,23040,23.1,25.7,20.2,97.0,2.1,1091094,128,1,1,prague,100,12,0.019
0.190,25334,17,23040,23.5,26.7,20.2,97.0,2.5,1076347,130,1,1,prague,102,12,0.019
0.194,25479,17,23040,24.0,26.9,20.2,97.0,2.7,1063663,132,1,1,prague,104,12,0.019
0.197,25623,17,23040,24.4,27.9,20.2,97.0,3.0,1048275,134,1,1,prague,106,12,0.019
0.200,25767,17,23040,25.0,29.1,20.2,97.0,3.4,1029814,136,1,1,prague,108,12,0.019
0.204,25910,17,23040,25.6,30.0,20.2,97.0,3.8,1010333,138,1,1,prague,110,12,0.019
0.207,26052,18,23040,26.2,30.3,20.2,97.0,4.0,993327,140,1,1,prague,112,12,0.019
0.214,26123,18,21600,26.7,30.3,20.2,97.0,4.0,976889,143,1,1,prague,116,12,0.017
0.221,26408,18,21600,27.2,30.4,20.2,97.0,4.0,970810,147,1,1,prague,120,12,0.017
0.227,26688,18,21600,27.6,30.4,20.2,97.0,3.8,966851,151,1,1,prague,123,13,0.017
0.234,26964,18,21600,28.0,30.5,20.2,97.0,3.5,964343,155,1,1,prague,126,14,0.017
0.241,27238,18,21600,27.9,27.1,20.2,97.0,2.9,977919,159,1,1,prague,130,14,0.017
0.248,27221,18,21600,27.7,27.0,20.2,97.0,2.4,980972,163,1,1,prague,134,14,0.021
0.255,27494,19,21600,27.7,27.1,20.2,97.0,1.9,993711,167,1,1,prague,138,14,0.021
0.261,27765,19,23040,27.6,27.0,20.2,97.0,1.6,1006707,172,1,1,prague,142,14,0.021
0.005,28738,19,55,29.0,32.2,20.2,97.0,2.8,991786,176,1,1,prague,161,14,0.020
0.008,28774,19,0,28.7,26.6,20.2,97.0,2.7,1003382,177,1,1,prague,163,14,0.020
0.032,28787,19,23040,29.1,32.0,20.2,97.0,2.9,989618,197,1,1,prague,167,14,0.018
0.039,29050,20,23040,29.2,30.2,20.2,97.0,2.4,994011,201,1,1,prague,171,14,0.018
0.046,29311,20,24480,29.7,32.7,20.2,97.0,2.7,988433,206,1,1,prague,175,14,0.018
0.052,29569,20,24480,30.1,33.6,20.2,97.0,3.0,980827,210,1,1,prague,178,15,0.018
