time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.007,18125,12,0,22.0,20.2,20.2,22.6,5.7,1027634,5,1,1,prague,4,0,0.000
0.006,19053,13,0,23.4,28.1,20.2,28.1,5.6,1015661,7,1,1,prague,7,0,0.000
0.006,19941,13,0,24.5,27.3,20.2,28.1,3.5,1015656,15,1,1,prague,14,0,0.000
0.007,20239,14,0,24.9,27.5,20.2,28.1,3.4,1015646,16,1,1,prague,15,0,0.000
0.028,23346,16,18720,25.2,27.5,20.2,28.1,3.2,1156796,31,1,1,prague,17,0,0.000
0.031,26194,18,21600,25.0,23.3,20.2,28.1,2.8,1310171,35,1,1,prague,19,0,0.000
0.034,29042,20,24480,25.2,26.7,20.2,28.1,2.6,1440175,39,1,1,prague,21,0,0.000
0.038,31890,22,27360,25.5,27.9,20.2,28.1,2.6,1560848,43,1,1,prague,23,0,0.000
0.041,31890,22,30240,25.9,28.5,20.2,28.5,2.7,1538320,47,1,1,prague,25,0,0.000
0.044,34738,24,30240,26.3,29.1,20.2,29.1,2.8,1650418,49,1,1,prague,27,0,0.000
0.048,37586,26,33120,26.7,29.6,20.2,29.6,2.9,1758063,53,1,1,prague,29,0,0.000
0.051,40434,28,36000,26.3,23.4,20.2,29.6,3.0,1920891,57,1,1,prague,31,0,0.000
0.054,43282,30,38880,26.4,26.8,20.2,29.6,2.4,2051357,61,1,1,prague,33,0,0.000
0.058,46130,32,41760,26.4,27.0,20.2,29.6,1.9,2180221,65,1,1,prague,35,0,0.000
0.061,48978,34,44640,26.9,30.3,20.2,30.3,2.4,2273647,69,1,1,prague,37,0,0.000
0.065,51826,35,47520,27.4,30.4,20.2,30.4,2.7,2367608,73,1,1,prague,39,0,0.000
0.068,54674,37,48960,28.0,32.7,20.2,32.7,3.3,2438713,76,1,1,prague,41,0,0.000
0.071,57522,39,51840,28.7,33.8,20.2,33.8,3.9,2501478,80,1,1,prague,43,0,0.000
0.075,60370,41,54720,29.6,35.9,20.2,35.9,4.7,2546483,84,1,1,prague,45,0,0.000
0.078,63218,43,57600,30.6,37.2,20.2,37.2,5.4,2584208,88,1,1,prague,47,0,0.000
0.115,32638,22,31735,44.5,54.2,20.2,54.2,10.8,733949,93,1,1,prague,48,21,0.000
0.119,32722,22,30295,46.1,57.5,20.2,57.5,11.4,709835,94,1,1,prague,48,23,0.000
0.122,32804,22,30295,47.5,57.5,20.2,57.5,11.4,690247,96,1,1,prague,48,25,0.000
0.126,32883,22,30295,49.2,60.9,20.2,60.9,11.9,668421,98,1,1,prague,48,27,0.000
0.129,32960,22,30295,50.7,60.9,20.2,60.9,11.8,650663,100,1,1,prague,48,29,0.000
0.132,33035,22,30295,52.4,64.3,20.2,64.3,12.3,630920,102,1,1,prague,48,31,0.000
0.136,33108,22,30295,53.9,64.3,20.2,64.3,12.2,614739,104,1,1,prague,48,33,0.000
0.139,33179,23,30295,55.6,67.7,20.2,67.7,12.6,596873,106,1,1,prague,48,35,0.000
0.144,33248,23,31735,57.1,67.7,20.2,67.7,12.5,582256,109,1,1,prague,48,37,0.000
0.148,33316,23,31735,58.9,71.2,20.2,71.2,12.9,566040,111,1,1,prague,48,39,0.000
0.151,33382,23,30295,60.4,71.0,20.2,71.2,12.7,552874,112,1,1,prague,48,41,0.000
0.154,33446,23,28855,62.1,74.4,20.2,74.4,13.0,538279,113,1,1,prague,48,43,0.000
0.168,17690,12,17335,50.9,39.1,20.2,74.4,15.8,347653,115,1,1,prague,56,45,0.977
0.172,17820,12,15895,49.4,39.1,20.2,74.4,14.8,360663,116,1,1,prague,58,45,0.977
0.175,17951,12,15895,48.1,39.0,20.2,74.4,13.7,373131,118,1,1,prague,60,45,0.977
0.179,18083,12,15895,47.0,39.0,20.2,74.4,12.5,384941,120,1,1,prague,62,45,0.977
0.183,18214,12,14455,45.8,38.0,20.2,74.4,11.7,397260,121,1,1,prague,63,46,0.977
0.186,18345,12,13015,44.7,36.7,20.2,74.4,11.0,410347,122,1,1,prague,65,46,0.977
0.189,18477,12,11575,43.4,34.6,20.2,74.4,10.8,425335,123,1,1,prague,67,46,0.977
0.194,10342,7,8695,38.4,22.0,20.2,74.4,14.8,453278,125,1,1,prague,71,46,0.921
0.197,10585,7,8695,36.3,21.6,20.2,74.4,15.3,453278,127,1,1,prague,73,46,0.921
0.203,10825,7,8695,34.3,20.2,20.2,74.4,15.5,453278,129,1,1,prague,75,46,0.921
0.210,11062,7,8695,32.5,20.2,20.2,74.4,15.1,453278,131,1,1,prague,77,46,0.921
0.221,7129,4,5760,31.0,20.2,20.2,74.4,14.4,453278,133,1,1,prague,82,46,0.863
0.230,7878,5,1440,29.7,20.3,20.2,74.4,13.5,453278,134,1,1,prague,86,46,0.863
0.248,8048,5,7200,29.4,27.3,20.2,74.4,10.7,453278,139,1,1,prague,87,46,0.863
0.256,6220,4,1440,28.8,25.2,20.2,74.4,9.1,453278,140,1,1,prague,92,46,0.809
0.274,6440,4,5760,28.4,25.3,20.2,74.4,7.7,453278,144,1,1,prague,93,46,0.809
0.281,5390,3,1440,27.8,23.5,20.2,74.4,7.0,453278,145,1,1,prague,97,46,0.758
0.299,5648,3,4320,26.9,20.2,20.2,74.4,7.1,453278,148,1,1,prague,98,46,0.758
0.307,4803,3,1440,26.2,21.8,20.2,74.4,6.6,453278,149,1,1,prague,101,46,0.710
0.324,5097,3,4320,26.1,25.3,20.2,74.4,5.2,453278,152,1,1,prague,102,46,0.710
0.332,4659,3,1440,25.6,21.9,20.2,74.4,4.9,453278,153,1,1,prague,105,46,0.665
0.350,4965,3,4320,25.5,25.3,20.2,74.4,3.8,453278,156,1,1,prague,106,46,0.665
0.358,4684,3,1440,25.1,22.0,20.2,74.4,3.7,453278,157,1,1,prague,109,46,0.623
