time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.008,15360,10,0,21.1,20.3,20.3,21.4,6.2,911204,5,1,1,prague,4,0,0.000
0.007,22598,15,1440,30.5,21.3,20.3,107.0,22.2,926299,9,2,2,prague,8,0,0.000
0.007,22598,15,4320,29.7,23.8,20.3,107.0,18.3,952409,12,2,2,prague,9,0,0.000
0.008,22598,15,0,28.4,28.3,20.3,107.0,7.3,996033,16,2,2,prague,16,0,0.000
0.006,22598,15,0,28.5,29.1,20.3,107.0,5.6,992707,17,2,2,prague,17,0,0.000
0.026,25446,17,20160,28.2,26.3,20.3,107.0,4.8,1128365,33,2,2,prague,19,0,0.000
0.030,28294,19,23040,27.6,23.4,20.3,107.0,4.8,1282174,37,2,2,prague,21,0,0.000
0.033,31142,21,25920,27.5,26.8,20.3,107.0,3.8,1416163,41,2,2,prague,23,0,0.000
0.036,33990,23,28800,27.6,28.6,20.3,107.0,3.1,1537842,45,2,2,prague,25,0,0.000
0.057,18111,12,17335,28.6,30.3,20.3,107.0,2.1,633672,50,2,2,prague,35,2,0.000
0.060,18319,12,15895,28.8,30.4,20.3,107.0,2.0,635811,51,2,2,prague,36,3,0.000
0.063,18526,12,15895,29.3,32.6,20.3,107.0,2.5,632718,53,2,2,prague,38,3,0.000
0.067,18731,13,15895,29.8,33.8,20.3,107.0,3.0,627714,55,2,2,prague,40,3,0.000
0.070,18935,13,15895,30.6,35.7,20.3,107.0,3.7,619256,57,2,2,prague,42,3,0.000
0.074,19137,13,15895,31.4,37.1,20.3,107.0,4.4,609575,59,2,2,prague,44,3,0.000
0.078,19338,13,15895,32.3,38.8,20.3,107.0,5.2,598292,61,2,2,prague,46,3,0.000
0.081,19393,13,15840,31.1,22.1,20.3,107.0,6.4,624573,62,2,2,prague,48,3,0.005
0.083,19592,13,14400,29.9,22.1,20.3,107.0,7.1,654681,63,2,2,prague,50,3,0.005
0.088,19789,13,14400,28.9,22.1,20.3,107.0,7.2,683557,65,2,2,prague,52,3,0.005
0.089,19985,13,12960,28.1,22.0,20.3,107.0,7.2,711691,66,2,2,prague,54,3,0.005
0.094,20179,14,12960,27.2,20.9,20.3,107.0,7.2,742202,68,2,2,prague,56,3,0.005
0.097,20372,14,12960,26.3,20.1,20.1,107.0,7.1,774424,70,2,2,prague,58,3,0.005
0.103,20563,14,14400,25.5,20.2,20.1,107.0,6.9,805003,73,2,2,prague,60,3,0.005
0.106,20713,14,14400,24.9,20.2,20.1,107.0,6.5,832449,75,2,2,prague,62,3,0.004
0.109,20902,14,14400,24.3,20.2,20.1,107.0,6.0,860377,77,2,2,prague,64,3,0.004
0.115,21089,14,15840,23.8,20.2,20.1,107.0,5.5,886651,80,2,2,prague,66,3,0.004
0.118,21275,14,15840,23.3,20.1,20.1,107.0,5.1,911994,82,2,2,prague,68,3,0.004
0.121,21459,14,15840,22.9,20.1,20.1,107.0,4.6,936052,84,2,2,prague,70,3,0.004
0.125,21642,15,17280,22.6,20.2,20.1,107.0,4.1,958416,87,2,2,prague,72,3,0.004
0.128,21793,15,17280,22.3,20.1,20.1,107.0,3.7,978493,89,2,2,prague,74,3,0.003
0.133,21973,15,18720,22.0,20.1,20.1,107.0,3.3,998591,92,2,2,prague,76,3,0.003
0.136,22152,15,18720,21.8,20.2,20.1,107.0,3.0,1017406,94,2,2,prague,78,3,0.003
0.139,22330,15,18720,21.6,20.1,20.1,107.0,2.6,1035426,96,2,2,prague,80,3,0.003
0.141,22507,15,18720,21.4,20.1,20.1,107.0,2.3,1052319,98,2,2,prague,82,3,0.003
0.145,22682,15,20160,21.2,20.2,20.1,107.0,2.1,1068242,101,2,2,prague,84,3,0.003
0.148,22856,15,20160,21.1,20.2,20.1,107.0,1.8,1083222,103,2,2,prague,86,3,0.003
