time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.008,15360,10,0,23.6,21.1,21.1,24.1,5.8,813559,5,1,1,prague,4,0,0.000
0.006,15360,10,55,24.8,28.8,21.1,28.8,5.4,773694,8,1,1,prague,7,0,0.000
0.006,15360,10,55,24.4,23.8,21.1,28.8,2.6,786885,16,1,1,prague,15,0,0.000
0.006,15360,10,0,24.7,26.8,21.1,28.8,2.6,777139,17,1,1,prague,17,0,0.000
0.027,18208,12,12960,24.9,26.5,21.1,28.8,2.4,912809,28,1,1,prague,19,0,0.000
0.030,18208,12,15840,24.7,23.4,21.1,28.8,2.2,919967,32,1,1,prague,21,0,0.000
0.033,18208,12,15840,24.7,24.2,21.1,28.8,1.8,922278,34,1,1,prague,23,0,0.000
0.037,21056,14,15840,24.5,23.5,21.1,28.8,1.6,1072971,36,1,1,prague,25,0,0.000
0.041,21056,14,18720,24.4,23.3,21.1,28.8,1.5,1079484,40,1,1,prague,27,0,0.000
0.047,23904,16,18720,23.9,20.3,20.3,28.8,2.2,1251832,42,1,1,prague,29,0,0.000
0.049,26752,18,21600,23.6,21.8,20.3,28.8,2.1,1415989,46,1,1,prague,31,0,0.000
0.052,26752,18,24480,23.4,22.0,20.3,28.8,2.0,1428083,50,1,1,prague,33,0,0.000
0.055,29600,20,24480,23.3,22.2,20.3,28.8,1.8,1590303,52,1,1,prague,35,0,0.000
0.059,32448,22,27360,23.1,22.0,20.3,28.8,1.7,1755312,56,1,1,prague,37,0,0.000
0.062,35296,24,30240,23.2,23.7,20.3,28.8,1.4,1902954,60,1,1,prague,39,0,0.000
0.066,38144,26,33120,23.3,24.4,20.3,28.8,1.4,2042669,64,1,1,prague,41,0,0.000
0.069,40992,28,36000,23.1,21.8,20.3,28.8,1.4,2213390,68,1,1,prague,43,0,0.000
0.072,43840,30,38880,23.4,25.2,20.3,28.8,1.6,2341179,72,1,1,prague,45,0,0.000
0.076,46688,32,41760,23.9,27.0,20.3,28.8,2.1,2446652,76,1,1,prague,47,0,0.000
0.106,24650,17,21655,32.4,40.6,20.3,40.6,8.2,761554,81,1,1,prague,59,6,0.000
0.110,24796,17,23095,33.8,44.0,20.3,44.0,9.1,733110,84,1,1,prague,59,8,0.000
0.113,24937,17,23095,35.1,44.0,20.3,44.0,9.3,710597,86,1,1,prague,59,10,0.000
0.116,25073,17,23095,36.6,47.4,20.3,47.4,10.1,684549,88,1,1,prague,59,12,0.000
0.120,25205,17,23095,38.0,47.3,20.3,47.4,10.2,663918,90,1,1,prague,59,14,0.000
0.123,25332,17,23095,39.6,50.8,20.3,50.8,10.9,640279,92,1,1,prague,59,16,0.000
0.127,25456,17,23095,41.0,50.7,20.3,50.8,10.9,621454,94,1,1,prague,59,18,0.000
0.132,25576,17,23095,42.6,54.2,20.3,54.2,11.5,600192,96,1,1,prague,59,20,0.000
0.134,25635,17,23040,44.0,54.1,20.3,54.2,11.5,581978,97,1,1,prague,59,22,0.000
0.142,18233,12,15840,39.1,28.9,20.3,54.2,12.4,466866,98,1,1,prague,65,22,0.617
0.145,18402,12,15840,37.8,28.9,20.3,54.2,11.8,487005,100,1,1,prague,67,22,0.617
0.150,18570,12,15840,36.7,28.9,20.3,54.2,11.1,506353,102,1,1,prague,69,22,0.617
0.152,18738,13,14400,35.7,28.9,20.3,54.2,10.2,524815,103,1,1,prague,71,22,0.617
0.158,18906,13,14400,34.7,27.9,20.3,54.2,9.6,544464,105,1,1,prague,73,22,0.617
0.160,19073,13,12960,33.7,26.8,20.3,54.2,9.2,565343,106,1,1,prague,75,22,0.617
0.163,19240,13,11520,32.1,20.4,20.3,54.2,10.2,599900,107,1,1,prague,77,22,0.617
0.168,13913,9,11520,30.6,20.4,20.3,54.2,10.6,454480,109,1,1,prague,79,22,0.578
0.171,14144,9,10080,29.3,20.4,20.3,54.2,10.5,482121,110,1,1,prague,81,22,0.578
0.177,14373,9,10080,28.2,20.5,20.3,54.2,10.1,509031,112,1,1,prague,83,22,0.578
0.182,14599,10,10080,27.3,20.6,20.3,54.2,9.5,535134,114,1,1,prague,85,22,0.578
0.188,14823,10,10080,26.4,20.5,20.3,54.2,8.8,560797,116,1,1,prague,87,22,0.578
0.192,11111,7,10080,25.7,20.5,20.3,54.2,8.1,576860,118,1,1,prague,89,22,0.542
0.197,11408,7,8640,25.0,20.5,20.3,54.2,7.3,576860,119,1,1,prague,91,22,0.542
0.203,11698,8,8640,24.5,20.6,20.3,54.2,6.6,477605,121,1,1,prague,93,22,0.542
0.209,11982,8,10080,24.0,20.5,20.3,54.2,5.9,499270,124,1,1,prague,95,22,0.542
0.212,12260,8,8640,23.6,20.5,20.3,54.2,5.3,520329,125,1,1,prague,97,22,0.542
0.224,9867,6,7200,22.9,20.7,20.3,54.2,4.2,528084,128,1,1,prague,101,22,0.508
0.232,10209,7,7200,22.6,20.5,20.3,54.2,3.7,528084,130,1,1,prague,103,22,0.508
0.238,10707,7,7200,22.3,20.5,20.3,54.2,3.3,528084,133,1,1,prague,106,22,0.508
0.258,9176,6,4375,22.1,22.1,20.3,54.2,2.2,528084,137,1,1,prague,111,22,0.476
0.264,9737,6,5815,22.1,22.2,20.3,54.2,1.7,528084,141,1,1,prague,114,22,0.476
0.280,8260,5,5760,22.1,21.9,20.3,54.2,1.3,528084,144,1,1,prague,118,22,0.445
0.287,9101,6,2880,22.2,22.7,20.3,54.2,1.1,528084,146,1,1,prague,122,22,0.445
0.305,7687,5,7200,22.6,25.3,20.3,54.2,1.6,528084,151,1,1,prague,124,22,0.417
0.310,8597,5,2880,22.7,23.6,20.3,54.2,1.5,528084,152,1,1,prague,128,22,0.417
0.317,8800,6,7200,23.0,25.2,20.3,54.2,1.7,528084,156,1,1,prague,129,22,0.417
0.331,7826,5,5760,22.7,20.3,20.3,54.2,2.0,528084,158,1,1,prague,132,22,0.391
0.005,8708,6,2813,22.7,25.4,20.3,54.2,2.3,528084,160,1,1,prague,136,22,0.391
0.010,7720,5,0,23.4,26.2,20.3,54.2,2.5,528084,161,1,1,prague,139,22,0.366
0.033,7508,5,2880,24.7,33.2,20.3,54.2,4.3,528084,167,1,1,prague,143,22,0.343
0.040,7982,5,5760,26.1,36.6,20.3,54.2,6.2,528084,171,1,1,prague,145,22,0.343
0.057,7766,5,2880,25.8,23.6,20.3,54.2,5.3,528084,173,1,1,prague,149,22,0.321
0.066,8226,5,5760,25.8,25.4,20.3,54.2,4.1,528084,177,1,1,prague,151,22,0.321
0.081,8016,5,2880,25.5,23.6,20.3,54.2,3.6,528084,179,1,1,prague,155,22,0.301
0.091,8464,5,5760,24.9,20.3,20.3,54.2,4.0,528084,183,1,1,prague,157,22,0.301
0.105,8266,5,2880,24.7,24.0,20.3,54.2,3.2,528084,185,1,1,prague,161,22,0.281
0.117,8703,6,5760,24.2,20.8,20.3,54.2,3.4,528084,189,1,1,prague,163,22,0.281
0.129,8514,5,4320,24.2,24.0,20.3,54.2,2.6,528084,192,1,1,prague,167,22,0.264
0.143,9153,6,4320,24.0,22.4,20.3,54.2,2.4,528084,195,1,1,prague,170,22,0.264
0.155,8703,6,5760,23.8,22.1,20.3,54.2,2.3,528084,199,1,1,prague,173,22,0.247
0.167,9541,6,4320,23.8,23.8,20.3,54.2,1.7,528084,202,1,1,prague,177,22,0.247
0.181,9086,6,5760,23.5,22.0,20.3,54.2,1.7,528084,206,1,1,prague,180,22,0.231
0.191,9892,6,4320,23.6,23.7,20.3,54.2,1.3,528084,209,1,1,prague,184,22,0.231
0.206,9444,6,5760,23.3,21.9,20.3,54.2,1.4,528084,213,1,1,prague,187,22,0.217
0.215,10222,7,4320,23.4,23.6,20.3,54.2,1.1,528084,216,1,1,prague,191,22,0.217
0.232,9785,6,7200,23.2,21.9,20.3,54.2,1.2,528084,221,1,1,prague,194,22,0.203
0.238,10539,7,4320,23.3,23.7,20.3,54.2,1.0,528084,223,1,1,prague,198,22,0.203
0.245,10714,7,10080,23.5,25.4,20.3,54.2,1.3,528084,228,1,1,prague,199,22,0.203
0.257,10075,6,8640,23.1,20.3,20.3,54.2,1.8,528084,229,1,1,prague,201,22,0.190
0.262,10810,7,4320,23.2,23.7,20.3,54.2,1.5,528084,230,1,1,prague,205,22,0.190
0.269,11152,7,8640,23.2,23.6,20.3,54.2,1.2,528084,235,1,1,prague,207,22,0.190
0.282,11318,7,10080,23.5,25.4,20.3,54.2,1.4,528084,237,1,1,prague,208,22,0.190
0.286,11033,7,5760,23.5,23.6,20.3,54.2,1.1,528084,238,1,1,prague,212,22,0.178
0.293,11538,8,7200,23.3,21.9,20.3,54.2,1.2,494895,242,1,1,prague,215,22,0.178
0.308,11285,7,7200,23.1,21.8,20.3,54.2,1.3,498897,247,1,1,prague,219,22,0.166
0.313,11780,8,7200,22.8,20.3,20.3,54.2,1.7,517279,250,1,1,prague,222,22,0.166
0.321,12096,8,10080,22.8,22.9,20.3,54.2,1.3,530898,254,1,1,prague,224,22,0.166
0.333,11659,8,8640,22.7,21.9,20.3,54.2,1.2,514133,256,1,1,prague,227,22,0.155
0.339,12140,8,8640,22.6,22.2,20.3,54.2,1.0,536669,259,1,1,prague,230,22,0.155
0.344,12448,8,8640,22.6,22.4,20.3,54.2,0.8,550845,261,1,1,prague,232,22,0.155
0.352,12598,8,11520,22.9,25.3,20.3,54.2,1.3,549147,264,1,1,prague,233,22,0.155
0.359,12163,8,8640,22.9,22.2,20.3,54.2,1.1,532274,265,1,1,prague,236,22,0.146
0.364,12471,8,10080,22.5,20.4,20.3,54.2,1.5,553307,268,1,1,prague,238,22,0.146
0.369,12772,8,10080,22.5,22.2,20.3,54.2,1.2,567745,270,1,1,prague,240,22,0.146
0.375,13066,9,10080,22.2,20.3,20.3,54.2,1.4,587922,272,1,1,prague,242,22,0.146
0.385,12643,8,10080,22.0,20.3,20.3,54.2,1.6,575178,275,1,1,prague,245,22,0.136
0.390,13089,9,8640,21.8,20.4,20.3,54.2,1.6,601019,277,1,1,prague,248,22,0.136
