  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:23:38      7.63    214.40
17:23:39     11.36    844.62
17:23:40     10.65    806.51
17:23:41     11.24    809.92
17:23:42      5.58    418.47
17:23:43      7.80    504.16
17:23:44      8.05    724.60
17:23:45      6.95    457.78
17:23:46      4.26    353.98
17:23:47      6.19    417.45
17:23:48      7.48    638.37
17:23:49      6.10    367.41
17:23:50      8.05    566.61
17:23:51      5.25    319.71
17:23:52      9.27    787.42
17:23:53      4.59    272.76
17:23:54      9.46    840.74
17:23:55      4.47    269.64
17:23:56     10.03    839.14
17:23:57      4.02    278.62
17:23:58     10.03    829.09
17:23:59      3.93    271.56
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:24:00     10.22    838.26
17:24:01      3.74    306.63
17:24:02     11.11    835.61
17:24:03      7.70    528.71
17:24:04      6.81    328.47
17:24:05      0.42      2.59
17:24:06     10.60    839.33
17:24:07      1.96    188.77
17:24:08     11.05    599.99
17:24:09      9.84    623.57
17:24:10      9.70    556.72
17:24:11      9.94    711.74
17:24:12      9.32    584.39
17:24:13      7.38    616.19
17:24:14      9.03    486.22
17:24:15      8.89    662.98
17:24:16      9.60    510.12
17:24:17      9.37    648.09
17:24:18      9.61    462.41
17:24:19      9.56    666.40
17:24:20      9.32    631.92
17:24:21     10.98    635.84
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:24:22      8.04    427.79
17:24:23     10.64    534.90
17:24:24      5.72    321.88
17:24:25      6.03    378.70
17:24:26      4.78    202.79
17:24:27     11.35    615.52
17:24:28      9.86    533.22
17:24:29      7.00    372.77
17:24:30      3.83    191.83
17:24:31      9.94    429.39
17:24:32      7.05    299.86
17:24:33     11.07    512.21
17:24:34      5.53    281.03
17:24:35     11.26    552.73
17:24:36      4.40    177.55
17:24:37     10.41    521.38
17:24:38      4.87    255.98
17:24:39     10.79    624.87
17:24:40      2.64    133.78
17:24:41     12.02    520.17
17:24:42      5.25    249.80
17:24:43     11.27    540.22
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:24:44      3.64    234.49
17:24:45     10.50    573.50
17:24:46      3.67    223.49
17:24:47     11.14    535.13
17:24:48      3.98    263.13
17:24:49      9.61    571.90
17:24:50      5.96    363.51
17:24:51      9.70    476.87
17:24:52      7.76    385.98
17:24:53      8.85    319.80
17:24:54     10.31    582.02
17:24:55      7.52    351.02
17:24:56      9.94    482.00
17:24:57      8.09    343.08
17:24:58     10.31    593.99
17:24:59      7.33    340.60
17:25:00      9.65    578.15
17:25:01      6.29    356.76
17:25:02      9.08    585.77
17:25:03      5.82    342.29
17:25:04      4.73    268.79
17:25:05      5.16    226.13
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:25:06     10.85    571.91
17:25:07      4.53    178.43
17:25:08     11.92    528.68
17:25:09     10.81    486.49
17:25:10     11.26    594.27
17:25:11      3.45    204.55
17:25:12     11.64    610.00
17:25:13     11.21    699.98
17:25:14     11.25    642.05
17:25:15      8.30    533.23
17:25:16      5.73    296.78
17:25:17      7.29    404.03
17:25:18      4.68    235.88
17:25:19     11.21    611.18
17:25:20      5.13    270.70
17:25:21     11.07    598.99
17:25:22     10.93    644.42
17:25:23     10.61    592.81
17:25:24     11.21    567.01
17:25:25     10.69    627.70
17:25:26      9.04    608.36
17:25:27     10.23    663.72
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:25:28      5.44    368.91
17:25:29     11.26    680.28
17:25:30      7.15    365.60
17:25:31     10.31    551.08
17:25:32      0.42      2.59
17:25:33     11.08    555.09
17:25:34      8.87    585.80
17:25:35      9.74    638.36
17:25:36      4.26    277.67
17:25:37     10.37    552.27
17:25:38     11.54    622.51
17:25:39      9.70    532.33
17:25:40      3.78    249.20
17:25:41      9.23    421.33
17:25:42      9.18    549.42
17:25:43      9.04    470.75
17:25:44     10.88    631.12
17:25:45     10.17    580.51
17:25:46      4.83    365.22
17:25:47      7.53    325.24
17:25:48     11.07    601.22
17:25:49      9.19    538.66
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:25:50      7.48    411.51
17:25:51      7.33    281.66
17:25:52      9.69    530.95
17:25:53      4.69    168.98
17:25:54     10.89    526.69
17:25:55      7.24    312.16
17:25:56     11.35    605.27
17:25:57      5.34    253.97
17:25:58     10.83    668.56
17:25:59      3.45    178.28
17:26:00     11.17    697.04
17:26:01     10.71    568.76
17:26:02      9.26    686.50
17:26:03      2.93    188.64
17:26:04      1.37     63.74
17:26:05      8.14    313.52
17:26:06      0.80     25.39
17:26:07     10.60    518.66
17:26:08      7.62    497.28
17:26:09      9.95    843.79
17:26:10      3.47    376.11
17:26:11     10.60    793.94
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:26:12      4.83    483.19
17:26:13     10.46    755.48
17:26:14      3.97    429.42
17:26:15      9.89    696.61
17:26:16      5.30    506.92
17:26:17      9.32    659.98
17:26:18      5.30    522.08
17:26:19      8.58    620.09
17:26:20      6.06    560.39
17:26:21      8.20    572.39
17:26:22      6.62    619.07
17:26:23      7.71    532.96
17:26:24      4.16    359.86
17:26:25      7.52    486.95
17:26:26      4.07    330.18
17:26:27      7.05    442.80
17:26:28      8.14    669.82
17:26:29      6.29    396.75
17:26:30      4.92    384.19
17:26:31      5.72    345.80
17:26:32      9.93    842.07
17:26:33      4.90    321.39
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:26:34      9.56    833.04
17:26:35      5.09    371.17
17:26:36      9.65    838.87
17:26:37      4.21    290.23
17:26:38      9.94    835.15
17:26:39     10.28    816.24
17:26:40     10.11    814.01
17:26:41      9.65    835.27
17:26:42      4.87    367.01
17:26:43     10.12    833.37
17:26:44      4.40    292.57
17:26:45      9.94    841.36
17:26:46      4.41    344.90
17:26:47     10.50    827.82
17:26:48      1.56     84.08
17:26:49      9.65    837.68
17:26:50      3.93    357.70
17:26:51     12.58    839.30
17:26:52      3.93    335.45
17:26:53     10.89    826.95
17:26:54      3.29    296.29
17:26:55     11.43    787.42
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
17:26:56      4.83    487.96
17:26:57     10.08    739.27
