  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
20:32:16      0.00      0.00
20:32:17      0.00      0.00
20:32:18      0.07      0.07
20:32:19      0.00      0.07
20:32:20      0.00      0.20
20:32:21      0.00      0.00
20:32:22      0.00      0.43
20:32:23      0.00      0.00
20:32:24      0.00      0.00
20:32:25      0.00      0.00
20:32:26      0.00      0.00
20:32:27      0.00      0.00
20:32:28      0.00      0.00
20:32:29      0.00      0.00
20:32:30      0.00      0.00
20:32:31      0.00      0.00
20:32:32      0.07      0.07
20:32:33      0.00      0.00
20:32:34      0.00      0.07
20:32:35      0.00      0.00
20:32:36      0.00      0.00
20:32:37      0.00      0.07
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
20:32:38      0.00      0.43
20:32:39      0.00      0.14
20:32:40      0.00      0.00
20:32:41      0.00      0.00
20:32:42      0.00      0.00
20:32:43      0.00      0.00
20:32:44      0.00      0.00
20:32:45      0.04      0.04
20:32:46     11.80    350.94
20:32:47     17.64    708.89
20:32:48     11.54    428.51
20:32:49     11.79    437.58
20:32:50     12.30    449.10
20:32:51     12.16    432.73
20:32:52     12.24    458.17
20:32:53     12.57    460.80
20:32:54     15.79    580.74
20:32:55     17.24    664.59
20:32:56     15.02    612.90
20:32:57     15.59    614.37
20:32:58     15.55    635.36
20:32:59     15.41    602.56
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
20:33:00     15.85    658.68
20:33:01     14.18    534.68
20:33:02     17.08    681.19
20:33:03     16.94    706.65
20:33:04     16.24    703.02
20:33:05     16.19    607.67
20:33:06     16.84    726.63
20:33:07     15.77    578.96
20:33:08     17.46    749.18
20:33:09     14.39    524.88
20:33:10     18.10    771.36
20:33:11     18.23    734.01
20:33:12     18.14    796.04
20:33:13     17.67    701.98
20:33:14     18.28    819.67
20:33:15     16.89    663.18
20:33:16     18.73    841.81
20:33:17     17.72    747.47
20:33:18     18.99    852.17
20:33:19     17.65    682.31
20:33:20     18.99    855.10
20:33:21     17.02    645.85
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
20:33:22     19.06    855.11
20:33:23     16.69    633.76
20:33:24     19.51    855.12
20:33:25     16.70    639.60
20:33:26     19.19    853.64
20:33:27     15.99    639.48
20:33:28     19.51    853.62
20:33:29     15.67    620.56
20:33:30     19.51    853.66
20:33:31     17.33    729.58
20:33:32     19.06    855.10
20:33:33     16.24    651.56
