time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,15360,10,0,21.5,20.4,20.4,21.6,6.4,894187,5,1,1,prague,4,0,0.000
0.007,15360,10,0,22.7,26.8,20.4,26.8,5.8,845219,7,1,1,prague,7,0,0.000
0.007,15360,10,0,23.5,24.0,20.4,27.0,2.7,817125,14,1,1,prague,14,0,0.000
0.007,15360,10,0,24.1,28.2,20.4,28.2,3.2,796978,15,1,1,prague,15,0,0.000
0.027,18208,12,12960,24.5,27.4,20.4,28.2,3.2,928941,26,1,1,prague,17,0,0.000
0.031,18208,12,15840,24.4,23.4,20.4,28.2,2.7,934011,30,1,1,prague,19,0,0.000
0.034,21056,14,15840,24.4,24.4,20.4,28.2,2.0,1079927,32,1,1,prague,21,0,0.000
0.038,21056,14,18720,24.3,24.2,20.4,28.2,1.6,1081125,36,1,1,prague,23,0,0.000
0.041,21056,14,18720,24.3,23.9,20.4,28.2,1.3,1083618,38,1,1,prague,25,0,0.000
0.048,23904,16,18720,23.8,20.2,20.2,28.2,2.0,1256782,40,1,1,prague,27,0,0.000
0.049,26752,18,21600,23.5,21.8,20.2,28.2,2.0,1421043,44,1,1,prague,29,0,0.000
0.053,26752,18,24480,23.3,21.9,20.2,28.2,1.9,1433470,48,1,1,prague,31,0,0.000
0.056,29600,20,24480,23.2,21.9,20.2,28.2,1.8,1598065,50,1,1,prague,33,0,0.000
0.059,32448,22,27360,23.2,23.5,20.2,28.2,1.4,1748501,54,1,1,prague,35,0,0.000
0.063,35296,24,30240,23.3,24.3,20.2,28.2,1.3,1890479,58,1,1,prague,37,0,0.000
0.066,38144,26,33120,23.5,25.0,20.2,28.2,1.4,2025058,62,1,1,prague,39,0,0.000
0.070,40992,28,36000,23.3,21.9,20.2,28.2,1.5,2195654,66,1,1,prague,41,0,0.000
0.073,43840,30,38880,23.6,25.3,20.2,28.2,1.6,2323510,70,1,1,prague,43,0,0.000
0.076,46688,32,41760,24.0,27.0,20.2,28.2,2.0,2430957,74,1,1,prague,45,0,0.000
0.080,49536,34,44640,24.6,29.1,20.2,29.1,2.8,2512987,78,1,1,prague,47,0,0.000
0.110,26015,18,24535,33.9,44.0,20.2,44.0,9.0,767019,83,1,1,prague,59,6,0.000
0.114,26153,18,24535,35.2,43.9,20.2,44.0,9.2,743743,85,1,1,prague,59,8,0.000
0.117,26287,18,24535,36.7,47.3,20.2,47.3,9.9,716638,87,1,1,prague,59,10,0.000
0.120,26416,18,24535,38.0,47.3,20.2,47.3,10.1,695084,89,1,1,prague,59,12,0.000
0.124,26541,18,24535,39.6,50.7,20.2,50.7,10.7,670447,91,1,1,prague,59,14,0.000
0.127,26662,18,24535,41.0,50.7,20.2,50.7,10.8,650594,93,1,1,prague,59,16,0.000
0.131,26779,18,24535,42.6,54.3,20.2,54.3,11.5,627981,95,1,1,prague,59,18,0.000
0.134,26893,18,24535,44.1,54.1,20.2,54.3,11.5,610178,97,1,1,prague,59,20,0.000
0.138,27004,18,24535,45.7,57.5,20.2,57.5,11.9,590290,99,1,1,prague,59,22,0.000
0.149,19279,13,17280,40.3,32.2,20.2,57.5,11.0,478565,101,1,1,prague,66,23,0.610
0.153,19437,13,17280,39.3,32.2,20.2,57.5,10.3,494869,104,1,1,prague,68,23,0.610
0.156,19595,13,17280,38.4,32.2,20.2,57.5,9.5,510379,106,1,1,prague,70,23,0.610
0.161,19753,13,17280,37.6,32.2,20.2,57.5,8.6,525010,108,1,1,prague,72,23,0.610
0.164,19911,13,15840,36.9,31.9,20.2,57.5,7.9,539535,109,1,1,prague,74,23,0.610
0.169,20069,13,15840,36.0,30.0,20.2,57.5,7.6,556760,111,1,1,prague,76,23,0.610
0.172,20226,14,14400,35.2,29.1,20.2,57.5,7.5,575059,112,1,1,prague,78,23,0.610
0.174,14669,10,12960,33.7,23.6,20.2,57.5,8.5,434907,113,1,1,prague,80,23,0.571
0.178,14777,10,12960,32.3,22.0,20.2,57.5,9.3,458031,114,1,1,prague,81,23,0.571
0.181,14994,10,11520,31.0,22.0,20.2,57.5,9.6,484067,115,1,1,prague,83,23,0.571
0.184,15209,10,10080,29.7,20.7,20.2,57.5,9.7,512191,116,1,1,prague,85,23,0.571
0.186,15422,10,8640,28.5,20.1,20.1,57.5,9.7,541122,117,1,1,prague,87,23,0.571
0.192,15633,10,8640,27.5,20.1,20.1,57.5,9.4,569445,119,1,1,prague,89,23,0.571
0.200,11735,8,10080,26.5,20.1,20.1,57.5,8.8,442212,122,1,1,prague,91,23,0.535
0.206,12015,8,10080,25.7,20.1,20.1,57.5,8.2,466837,124,1,1,prague,93,23,0.535
0.209,12289,8,8640,25.0,20.1,20.1,57.5,7.6,490853,125,1,1,prague,95,23,0.535
0.215,12558,8,8640,24.4,20.2,20.1,57.5,6.9,514145,127,1,1,prague,97,23,0.535
0.223,12822,8,10080,23.9,20.1,20.1,57.5,6.2,536709,130,1,1,prague,99,23,0.535
0.234,10294,7,7200,23.0,20.2,20.1,57.5,5.0,547457,132,1,1,prague,103,23,0.501
0.240,10620,7,8640,22.7,20.2,20.1,57.5,4.5,547457,135,1,1,prague,105,23,0.501
0.246,10937,7,8640,22.4,20.2,20.1,57.5,4.0,547457,137,1,1,prague,107,23,0.501
0.251,11091,7,10080,22.1,20.1,20.1,57.5,3.5,547457,139,1,1,prague,108,23,0.501
0.260,9091,6,7200,22.0,21.8,20.1,57.5,2.7,547457,140,1,1,prague,111,23,0.469
0.265,9465,6,7200,21.8,20.2,20.1,57.5,2.5,547457,142,1,1,prague,113,23,0.469
