time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,15360,10,0,21.9,21.0,21.0,22.1,4.9,877874,5,1,1,prague,4,0,0.000
0.006,15360,10,0,23.0,26.6,21.0,26.6,4.7,835763,7,1,1,prague,7,0,0.000
0.005,15360,10,0,23.6,24.0,21.0,26.6,2.2,813421,14,1,1,prague,14,0,0.000
0.069,15360,10,0,23.9,26.0,21.0,26.6,2.2,803212,15,1,1,prague,15,0,0.000
0.089,18208,12,13955,32.1,89.2,21.0,89.2,18.0,709741,28,2,2,prague,17,0,0.000
0.093,20863,14,15588,31.0,23.4,21.0,89.2,15.7,841820,31,2,2,prague,19,0,0.000
0.096,20863,14,17404,30.1,24.2,21.0,89.2,13.5,865684,34,2,2,prague,21,0,0.000
0.100,20863,14,17780,29.4,24.5,21.0,89.2,11.5,886459,36,2,2,prague,23,0,0.000
0.103,20863,14,18156,28.8,24.3,21.0,89.2,9.9,906361,38,2,2,prague,25,0,0.000
0.105,20863,14,18532,28.1,23.6,21.0,89.2,8.7,927145,40,2,2,prague,27,0,0.000
0.110,23523,16,18720,27.2,20.3,20.3,89.2,8.5,1082931,42,2,2,prague,29,0,0.000
0.112,23983,16,20160,26.5,21.9,20.3,89.2,7.7,1131572,45,2,2,prague,31,0,0.000
0.115,23983,16,20160,25.9,22.0,20.3,89.2,6.9,1156141,47,2,2,prague,33,0,0.000
0.118,23983,16,21600,25.5,22.2,20.3,89.2,6.1,1177114,50,2,2,prague,35,0,0.000
0.121,26831,18,21600,25.0,21.7,20.3,89.2,5.5,1341442,52,2,2,prague,37,0,0.000
0.125,26831,18,24480,24.6,22.2,20.3,89.2,4.8,1360653,56,2,2,prague,39,0,0.000
0.128,29679,20,24480,24.4,22.7,20.3,89.2,4.1,1519755,58,2,2,prague,41,0,0.000
0.132,32527,22,27360,24.1,21.9,20.3,89.2,3.7,1687015,62,2,2,prague,43,0,0.000
0.135,35375,24,30240,24.1,24.0,20.3,89.2,2.8,1835945,66,2,2,prague,45,0,0.000
0.138,38223,26,33120,24.2,24.8,20.3,89.2,2.3,1976697,70,2,2,prague,47,0,0.000
