  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:04:49      7.90    236.24
20:04:50     11.55    846.19
20:04:51     10.21    723.26
20:04:52     11.99    854.50
20:04:53      4.68    326.96
20:04:54     11.74    854.76
20:04:55      3.83    247.44
20:04:56     11.54    853.33
20:04:57     11.40    830.18
20:04:58     11.53    827.32
20:04:59     10.69    731.32
20:05:00      4.78    287.41
20:05:01     11.27    854.23
20:05:02      5.06    343.17
20:05:03      5.68    416.69
20:05:04      3.26    193.46
20:05:05     10.41    775.74
20:05:06      2.41    148.63
20:05:07     11.43    854.87
20:05:08      3.36    227.73
20:05:09     11.26    854.38
20:05:10      4.49    291.84
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:05:11     11.36    785.62
20:05:12      5.25    371.21
20:05:13     11.26    854.39
20:05:14      5.93    427.11
20:05:15     10.86    821.85
20:05:16      5.77    429.84
20:05:17      9.79    711.47
20:05:18      0.04      0.08
20:05:19      9.13    432.34
20:05:20      9.47    426.91
20:05:21      9.10    389.36
20:05:22      9.56    441.21
20:05:23      9.22    409.46
20:05:24     10.03    441.03
20:05:25      7.62    324.38
20:05:26      9.84    433.89
20:05:27      9.51    405.00
20:05:28      9.84    396.30
20:05:29      9.70    416.61
20:05:30      9.85    435.82
20:05:31      9.79    424.82
20:05:32      9.65    450.67
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:05:33      2.88    113.94
20:05:34      9.70    431.22
20:05:35     10.10    449.26
20:05:36     10.12    462.82
20:05:37      9.73    426.70
20:05:38      9.65    448.23
20:05:39      9.87    414.80
20:05:40      9.00    384.60
20:05:41      4.49    183.59
20:05:42      9.65    438.25
20:05:43      7.05    296.78
20:05:44      9.56    436.91
20:05:45      9.03    390.30
20:05:46     10.03    446.81
20:05:47      8.47    350.14
20:05:48      9.70    435.74
20:05:49      9.81    423.54
20:05:50      9.84    431.00
20:05:51      9.44    418.88
20:05:52      9.46    431.00
20:05:53      8.66    360.03
20:05:54      9.75    439.86
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:05:55      9.41    410.58
20:05:56      9.75    443.81
20:05:57      9.13    399.57
20:05:58      9.65    435.42
20:05:59      9.79    420.61
20:06:00      9.84    391.77
20:06:01      9.89    416.34
20:06:02      9.75    430.81
20:06:03     10.08    432.10
20:06:04      9.13    394.27
20:06:05      5.81    245.28
20:06:06      9.44    424.95
20:06:07      8.99    415.34
20:06:08      8.47    374.45
20:06:09      9.75    441.41
20:06:10      8.94    399.43
20:06:11      9.75    449.67
20:06:12      9.22    378.57
20:06:13      9.65    435.56
20:06:14      8.66    360.17
20:06:15      9.65    426.58
20:06:16      8.94    363.98
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:06:17      9.60    445.76
20:06:18      9.80    425.22
20:06:19      9.79    433.93
20:06:20      9.89    414.68
20:06:21      9.84    429.65
20:06:22      9.80    414.19
20:06:23      9.75    456.92
20:06:24      2.53     96.95
20:06:25      9.06    396.03
20:06:26      7.29    317.75
20:06:27      9.04    393.22
20:06:28      9.27    442.32
20:06:29      8.47    354.07
20:06:30      5.39    258.81
20:06:31      7.90    333.96
20:06:32      9.75    444.32
20:06:33      7.52    332.63
20:06:34      9.65    433.87
20:06:35      7.80    334.19
20:06:36      9.56    431.15
20:06:37      7.71    328.24
20:06:38      9.53    397.85
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:06:39      9.42    399.28
20:06:40      9.66    427.09
20:06:41      7.90    334.09
20:06:42      9.84    446.81
20:06:43      8.00    343.28
20:06:44      9.56    451.43
20:06:45      8.00    331.13
20:06:46      9.75    437.09
20:06:47      8.75    359.61
20:06:48      9.75    440.99
20:06:49      8.19    347.25
20:06:50      9.60    442.50
20:06:51      9.79    423.92
20:06:52      9.56    426.73
20:06:53      9.89    423.39
20:06:54      9.85    458.88
20:06:55      9.81    423.88
20:06:56      9.73    430.71
20:06:57      9.46    401.99
20:06:58      9.70    424.86
20:06:59      9.46    420.78
20:07:00     10.12    437.01
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:07:01      9.65    433.70
20:07:02      9.99    426.32
20:07:03      9.75    443.83
20:07:04      9.80    419.60
20:07:05     10.04    441.65
20:07:06      9.90    452.50
20:07:07      9.25    416.42
20:07:08      9.94    440.94
20:07:09      7.34    314.91
20:07:10      9.56    439.48
20:07:11      9.79    412.49
20:07:12      9.66    428.29
20:07:13      9.73    434.56
20:07:14      9.65    433.80
20:07:15      8.85    377.29
20:07:16      9.56    429.54
20:07:17      9.91    444.21
20:07:18      9.54    425.03
20:07:19     10.86    500.97
20:07:20     11.23    784.27
20:07:21     11.26    854.42
20:07:22      6.48    409.63
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:07:23     11.17    854.47
20:07:24      5.53    329.89
20:07:25     11.35    854.49
20:07:26      5.54    382.72
20:07:27     11.45    854.37
20:07:28      3.45    219.39
20:07:29     10.98    785.47
20:07:30      5.16    267.56
20:07:31      7.23    523.37
20:07:32      0.61     14.19
20:07:33     11.83    847.14
20:07:34      4.50    300.91
20:07:35     11.17    808.15
20:07:36      1.86    124.43
20:07:37     10.68    764.28
20:07:38      5.87    430.24
20:07:39     10.36    743.39
20:07:40      0.76     51.14
20:07:41      9.61    588.69
20:07:42      5.87    398.80
20:07:43      9.98    654.75
20:07:44      8.05    600.84
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:07:45      8.75    582.44
20:07:46      3.41    245.96
20:07:47      8.22    560.79
20:07:48      7.00    518.26
20:07:49      7.24    518.73
20:07:50      5.96    433.03
20:07:51      6.57    472.47
20:07:52      9.94    659.16
20:07:53      6.48    404.53
20:07:54     10.69    768.40
20:07:55      5.34    356.82
20:07:56     11.45    827.98
20:07:57      4.97    338.15
20:07:58     11.34    835.47
20:07:59     11.80    848.62
20:08:00     11.33    827.94
20:08:01      9.04    657.98
20:08:02      4.97    312.10
20:08:03      0.28      7.12
20:08:04      6.01    372.73
20:08:05      0.19      7.33
20:08:06      4.59    327.91
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
20:08:07      9.75    725.47
