  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:05:10      0.00      0.00
16:05:11      0.00      0.00
16:05:12      0.00      0.00
16:05:13      0.07      0.27
16:05:14      0.00      0.07
16:05:15      0.00      0.00
16:05:16      0.00      0.43
16:05:17      0.00      0.00
16:05:18      0.00      0.00
16:05:19      0.00      0.00
16:05:20      0.00      0.00
16:05:21      0.00      0.00
16:05:22      0.00      0.00
16:05:23      0.00      0.00
16:05:24      0.00      0.00
16:05:25      0.00      0.00
16:05:26      0.00      0.00
16:05:27      0.00      0.00
16:05:28      0.07      0.00
16:05:29      0.00      0.07
16:05:30      0.00      0.00
16:05:31      0.00      0.00
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:05:32      0.00      0.64
16:05:33      0.00      0.00
16:05:34      0.00      0.07
16:05:35      0.00      0.00
16:05:36      0.00      0.00
16:05:37      0.00      0.00
16:05:38      0.00      0.00
16:05:39      0.04      0.04
16:05:40     15.04    395.01
16:05:41     18.16    528.22
16:05:42     11.66    555.73
16:05:43     10.84    562.79
16:05:44     11.77    540.55
16:05:45     11.00    546.93
16:05:46     11.58    549.40
16:05:47     13.40    726.61
16:05:48     12.45    531.99
16:05:49     10.39    511.00
16:05:50     10.71    544.97
16:05:51     11.80    596.65
16:05:52     14.31    676.58
16:05:53     11.29    571.63
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:05:54     14.09    712.22
16:05:55     10.93    553.83
16:05:56     12.57    719.22
16:05:57     11.10    550.88
16:05:58     13.85    708.89
16:05:59     10.27    546.45
16:06:00     15.25    657.61
16:06:01     13.20    541.99
16:06:02     13.76    711.87
16:06:03     13.12    782.74
16:06:04     15.48    777.58
16:06:05     13.28    722.20
16:06:06     15.70    804.91
16:06:07     11.75    558.27
16:06:08     13.48    702.00
16:06:09     13.17    552.35
16:06:10     12.39    657.26
16:06:11     11.55    550.89
16:06:12     12.29    716.58
16:06:13     12.37    525.77
16:06:14     13.40    742.87
16:06:15     11.99    556.78
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:06:16     13.88    694.49
16:06:17     12.40    549.38
16:06:18     12.54    704.50
16:06:19     12.77    591.33
16:06:20     11.16    552.89
16:06:21     11.99    555.28
16:06:22     11.25    557.19
16:06:23     12.76    732.50
16:06:24     14.71    692.65
16:06:25     11.71    628.30
16:06:26     14.30    704.46
16:06:27     12.35    563.03
16:06:28     13.23    693.19
16:06:29     12.07    661.64
16:06:30     13.59    732.53
16:06:31     10.67    534.81
16:06:32     15.14    712.18
16:06:33     10.25    543.49
16:06:34     12.87    675.40
16:06:35     11.27    543.50
16:06:36     12.92    652.78
16:06:37     10.88    530.64
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:06:38     14.87    763.55
16:06:39     10.93    560.30
16:06:40     13.82    703.00
16:06:41     12.25    527.25
16:06:42     13.66    772.84
16:06:43     12.43    536.63
16:06:44     13.21    742.86
16:06:45     12.77    555.31
16:06:46     12.81    719.26
16:06:47     12.32    580.70
16:06:48     12.37    674.96
16:06:49     13.45    583.37
16:06:50     10.78    542.01
16:06:51     11.10    549.62
16:06:52     11.47    561.23
16:06:53     11.99    584.84
16:06:54     13.29    664.64
16:06:55     10.99    580.66
16:06:56     13.80    664.62
16:06:57     11.29    545.40
16:06:58     13.78    689.72
16:06:59     10.97    556.79
  Time         s2-eth3      
HH:MM:SS   KB/s in  KB/s out
16:07:00     13.11    673.92
