  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
04:37:06      6.22    155.69
04:37:07     11.62    821.11
04:37:08      6.33    445.82
04:37:09     11.53    854.01
04:37:10      4.84    288.88
04:37:11     11.70    828.78
04:37:12      0.86     14.70
04:37:13     10.98    717.46
04:37:14      1.94    101.93
04:37:15     11.92    854.41
04:37:16      1.33     33.46
04:37:17      9.79    672.67
04:37:18      0.35      0.88
04:37:19     10.74    762.27
04:37:20      0.19      0.09
04:37:21     10.55    728.72
04:37:22      1.51    112.09
04:37:23      9.64    659.08
04:37:24      2.43    142.13
04:37:25      8.69    543.98
04:37:26      4.45    317.14
04:37:27      7.46    469.13
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
04:37:28      0.00      0.40
04:37:29      7.78    438.49
04:37:30      7.00    492.82
04:37:31      5.80    310.41
04:37:32      0.00      0.00
04:37:33      6.71    350.70
04:37:34      3.45     82.10
04:37:35      6.21    311.22
04:37:36     11.30    784.50
04:37:37     11.30    773.64
04:37:38     11.24    791.51
04:37:39      0.42      8.41
04:37:40     11.73    854.59
04:37:41      2.24    126.58
04:37:42     11.24    818.49
04:37:43      6.57    434.39
04:37:44     11.21    773.18
04:37:45      0.95     55.25
04:37:46     10.45    725.54
04:37:47      4.83    353.26
04:37:48      9.60    682.10
04:37:49      3.78    269.61
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
04:37:50      8.82    581.66
04:37:51      3.41    242.83
04:37:52      7.62    527.39
04:37:53      4.73    339.62
04:37:54      7.43    510.08
04:37:55      6.12    344.71
04:37:56      6.58    463.94
04:37:57      6.16    423.32
04:37:58      6.67    419.05
04:37:59     10.69    793.52
04:38:00      5.34    349.99
04:38:01     10.41    774.64
04:38:02      4.87    303.46
04:38:03      0.32     15.91
04:38:04      4.21    283.07
04:38:05      1.70     96.93
04:38:06      3.99    220.38
04:38:07      9.75    620.41
04:38:08      3.08    169.04
04:38:09      9.18    680.14
04:38:10      2.51    150.09
04:38:11      9.94    714.50
  Time         s2-eth2      
HH:MM:SS   KB/s in  KB/s out
04:38:12      1.75    102.38
04:38:13      9.56    717.54
04:38:14      1.37     59.10
04:38:15     10.70    783.83
04:38:16      0.52     15.64
04:38:17     11.64    773.41
04:38:18      1.77     67.68
04:38:19      7.59    478.09
04:38:20      0.00      0.00
04:38:21     11.31    777.53
04:38:22      3.38    230.28
04:38:23      5.45    291.82
04:38:24      0.00      0.00
04:38:25      8.69    568.09
04:38:26      2.24    147.67
04:38:27      8.23    436.87
04:38:28      2.12      6.36
04:38:29      7.37    424.43
04:38:30      6.35    378.96
04:38:31      6.90    382.63
04:38:32      2.34     93.91
04:38:33      7.37    373.83
  Time         s2-eth2      
