time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.006,22599,15,0,21.2,20.3,20.3,21.4,4.8,1333683,5,1,1,prague,4,0,0.000
0.005,24025,16,0,22.6,27.5,20.3,27.5,5.2,1326117,7,1,1,prague,7,0,0.000
0.005,26137,18,55,24.6,28.5,20.3,28.7,4.4,1326105,15,1,1,prague,14,0,0.000
0.006,26445,18,0,24.9,26.3,20.3,28.7,3.0,1326122,16,1,1,prague,16,0,0.000
0.027,29508,20,24480,25.1,26.6,20.3,28.7,2.7,1467767,35,1,1,prague,18,0,0.000
0.030,32356,22,27360,25.7,29.8,20.3,29.8,3.2,1572633,39,1,1,prague,20,0,0.000
0.033,35204,24,30240,25.8,26.8,20.3,29.8,2.6,1702386,43,1,1,prague,22,0,0.000
0.037,38052,26,33120,26.4,30.1,20.3,30.1,3.1,1802933,47,1,1,prague,24,0,0.000
0.040,40900,28,36000,27.1,32.0,20.3,32.0,3.7,1888064,51,1,1,prague,26,0,0.000
0.043,43748,30,38880,27.8,33.1,20.3,33.1,4.3,1965036,55,1,1,prague,28,0,0.000
0.047,46596,32,41760,28.6,34.2,20.3,34.2,4.8,2034759,59,1,1,prague,30,0,0.000
0.050,49444,34,44640,29.5,35.4,20.3,35.4,5.3,2097359,63,1,1,prague,32,0,0.000
0.054,52292,36,47520,30.3,36.4,20.3,36.4,5.7,2154700,67,1,1,prague,34,0,0.000
0.057,55140,38,50400,30.3,30.3,20.3,36.4,4.3,2272652,71,1,1,prague,36,0,0.000
0.091,28713,19,27415,39.1,47.3,20.3,47.3,8.4,733428,76,1,1,prague,42,14,0.000
0.094,28816,20,25975,40.6,50.8,20.3,50.8,9.2,709718,77,1,1,prague,42,16,0.000
0.098,28915,20,25975,41.9,50.8,20.3,50.8,9.4,690457,79,1,1,prague,42,18,0.000
0.101,29011,20,27415,43.4,54.1,20.3,54.1,10.1,668333,82,1,1,prague,42,20,0.000
0.104,29103,20,27415,44.7,54.1,20.3,54.1,10.3,650419,84,1,1,prague,42,22,0.000
0.108,29192,20,27415,46.3,57.5,20.3,57.5,10.9,630034,86,1,1,prague,42,24,0.000
0.111,29278,20,27415,47.7,57.5,20.3,57.5,11.0,613357,88,1,1,prague,42,26,0.000
0.115,29362,20,27415,49.4,60.9,20.3,60.9,11.5,594613,90,1,1,prague,42,28,0.000
0.120,29443,20,27415,50.8,60.9,20.3,60.9,11.5,579358,92,1,1,prague,42,30,0.000
0.122,29522,20,25975,52.5,64.3,20.3,64.3,12.0,562313,93,1,1,prague,42,32,0.000
0.125,29561,20,25920,51.9,47.3,20.3,64.3,10.3,570103,94,1,1,prague,42,34,0.000
0.137,17904,12,15895,44.5,35.6,20.3,64.3,12.5,402237,96,1,1,prague,48,36,0.824
0.140,18037,12,15895,43.4,35.6,20.3,64.3,11.6,415618,98,1,1,prague,50,36,0.824
0.143,18171,12,15895,42.4,35.6,20.3,64.3,10.6,428308,100,1,1,prague,52,36,0.824
0.150,18306,12,15895,41.4,34.4,20.3,64.3,10.0,441992,102,1,1,prague,54,36,0.824
0.153,18442,12,14455,40.4,32.9,20.3,64.3,9.6,457050,103,1,1,prague,56,36,0.824
0.156,18579,12,13015,39.2,31.2,20.3,64.3,9.5,473929,104,1,1,prague,58,36,0.824
0.160,11619,8,10080,35.7,22.0,20.3,64.3,11.5,325216,105,1,1,prague,62,36,0.778
