time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo
0.007,3072,2,0,21.8,20.3,20.3,23.4,5.5,1629821,5,1,1,bbr1
0.005,6904,4,55,23.5,29.6,20.3,29.6,5.9,564853,8,1,1,bbr1
0.026,8367,5,5760,23.7,25.7,20.3,29.6,5.0,564853,13,1,1,bbr1
0.005,16393,11,110,23.5,21.9,20.3,29.6,2.7,564853,17,1,1,bbr1
0.006,17211,11,0,23.9,26.4,20.3,29.6,2.3,706066,18,1,1,bbr1
0.029,20059,13,14400,24.5,28.8,20.3,29.6,2.9,706066,30,1,1,bbr1
0.033,22907,15,15840,24.6,25.2,20.3,29.6,2.4,706066,33,1,1,bbr1
0.035,25755,17,14400,24.6,24.4,20.3,29.6,1.9,706066,34,1,1,bbr1
0.039,28603,19,14400,24.5,23.9,20.3,29.6,1.6,706066,36,1,1,bbr1
0.043,31451,21,14400,24.3,23.0,20.3,29.6,1.5,706066,38,1,1,bbr1
0.045,31528,21,12960,24.1,22.1,20.3,29.6,1.7,706066,39,1,1,bbr1
0.051,32668,22,14400,23.8,21.9,20.3,29.6,1.8,741228,42,1,1,bbr1
0.055,34727,24,14400,23.5,21.2,20.3,29.6,2.0,804731,44,1,1,bbr1
0.059,34743,24,14400,23.1,20.3,20.3,29.6,2.3,805216,46,1,1,bbr1
0.062,34942,24,14400,22.7,20.2,20.2,29.6,2.4,813496,48,1,1,bbr1
0.066,34898,24,14400,22.4,20.2,20.2,29.6,2.5,813496,50,1,1,bbr1
0.071,34838,24,15840,22.1,20.1,20.1,29.6,2.4,813496,53,1,1,bbr1
0.075,36674,25,15840,21.9,20.2,20.1,29.6,2.3,870521,55,1,1,bbr1
0.078,37567,26,15840,21.7,20.5,20.1,29.6,2.0,898233,57,1,1,bbr1
0.081,37882,26,15840,21.5,20.2,20.1,29.6,1.9,908008,59,1,1,bbr1
0.084,38545,26,15840,21.4,20.5,20.1,29.6,1.7,928613,61,1,1,bbr1
0.089,39084,27,17280,21.2,20.2,20.1,29.6,1.5,945341,64,1,1,bbr1
0.092,40147,27,17280,21.1,20.5,20.1,29.6,1.4,978335,66,1,1,bbr1
0.096,40762,28,18720,21.0,20.3,20.1,29.6,1.2,997431,69,1,1,bbr1
0.099,40894,28,18720,21.0,20.9,20.1,29.6,0.9,1001546,71,1,1,bbr1
0.103,41230,28,20160,21.0,21.0,20.1,29.6,0.7,1011986,74,1,1,bbr1
0.106,41534,28,20160,21.0,20.8,20.1,29.6,0.6,1021422,76,1,1,bbr1
0.109,41673,28,20160,21.1,21.6,20.1,29.6,0.6,1025725,78,1,1,bbr1
0.113,41863,29,21600,21.2,21.9,20.1,29.6,0.7,1031627,81,1,1,bbr1
0.116,42076,29,21600,21.3,22.3,20.1,29.6,0.8,1038246,83,1,1,bbr1
0.120,42422,29,23040,21.5,22.4,20.1,29.6,0.9,1048997,86,1,1,bbr1
0.123,42692,29,23040,21.7,23.3,20.1,29.6,1.1,1057365,88,1,1,bbr1
0.127,42730,29,24480,22.0,23.8,20.1,29.6,1.3,1058538,91,1,1,bbr1
0.129,42740,29,24480,22.2,24.1,20.1,29.6,1.6,1058853,93,1,1,bbr1
0.133,42740,29,25920,22.6,24.8,20.1,29.6,1.8,1058853,96,1,1,bbr1
0.137,42740,29,25920,22.9,25.4,20.1,29.6,2.1,1058853,98,1,1,bbr1
0.140,42740,29,27360,23.3,25.7,20.1,29.6,2.3,1058853,101,1,1,bbr1
0.143,42740,29,27360,23.7,26.6,20.1,29.6,2.5,1058853,103,1,1,bbr1
0.146,42740,29,27360,24.1,27.2,20.1,29.6,2.8,1058853,105,1,1,bbr1
0.153,27066,18,25920,25.1,28.7,20.1,29.6,3.3,1058853,108,1,1,bbr1
0.156,29914,20,24480,25.6,29.1,20.1,29.6,3.5,1058853,109,1,1,bbr1
0.160,32762,22,27360,26.1,29.9,20.1,29.9,3.7,1058853,113,1,1,bbr1
0.164,35610,24,28800,26.7,30.6,20.1,30.6,3.9,1058853,116,1,1,bbr1
0.167,38458,26,28800,27.3,31.2,20.1,31.2,4.0,1058853,118,1,1,bbr1
0.171,41306,28,30240,27.8,31.7,20.1,31.7,4.1,1058853,121,1,1,bbr1
0.175,42740,29,30240,28.4,32.6,20.1,32.6,4.3,635312,123,1,1,bbr1
0.177,42740,29,28800,28.9,32.7,20.1,32.7,4.3,635312,124,1,1,bbr1
0.182,42740,29,28800,29.6,33.8,20.1,33.8,4.4,635312,126,1,1,bbr1
0.184,42740,29,27360,30.2,34.6,20.1,34.6,4.6,635312,127,1,1,bbr1
0.189,42740,29,27360,30.2,30.6,20.1,34.6,3.5,635312,129,1,1,bbr1
0.191,42740,29,25920,30.5,32.5,20.1,34.6,3.2,635312,130,1,1,bbr1
0.195,42740,29,25920,30.8,32.7,20.1,34.6,3.0,635312,132,1,1,bbr1
0.198,42740,29,24480,31.2,33.8,20.1,34.6,3.0,635312,133,1,1,bbr1
0.201,42740,29,24480,31.6,34.6,20.1,34.6,3.1,847083,135,1,1,bbr1
0.204,42740,29,24480,32.0,35.0,20.1,35.0,3.2,847083,137,1,1,bbr1
0.207,42740,29,23040,32.5,35.8,20.1,35.8,3.3,847083,138,1,1,bbr1
0.211,42740,29,24480,32.8,35.1,20.1,35.8,3.1,847083,141,1,1,bbr1
0.217,42740,29,24480,32.9,33.5,20.1,35.8,2.5,847083,144,1,1,bbr1
0.225,28490,19,24480,32.6,30.8,20.1,35.8,2.4,847083,149,1,1,bbr1
0.233,35610,24,21600,32.2,29.1,20.1,35.8,2.7,847083,152,1,1,bbr1
0.241,42730,29,23040,31.8,29.4,20.1,35.8,2.7,847083,158,1,1,bbr1
0.012,42740,29,0,30.4,27.6,20.1,35.8,2.9,1058853,160,1,1,bbr1
0.012,42740,29,0,30.8,34.0,20.1,35.8,3.1,1058853,161,1,1,bbr1
